Gene = CG43938
index = 797
Annotated 5SS: [897]
Annotated 3SS: [1173]
SMsplice 5SS: [510]
SMsplice 3SS: [553]
Partition function (log Z): -8.92893654568517

Sorted 5' Splice Sites (High to Low Probability):
Position 510: 0.7509107004759971
Position 897: 0.35277664889012383
Position 953: 0.2104249152366861
Position 837: 0.04311894820400768
Position 230: 0.02253409084614259
Position 279: 0.015521596351168182
Position 287: 0.014692038208310311
Position 985: 0.008566104260782009
Position 285: 0.005208437152907916
Position 942: 0.004211633910693528
Position 627: 0.0036897473066731475
Position 214: 0.0031868321563445633
Position 137: 0.00271775138633137
Position 1617: 0.0012910510476581872
Position 1169: 0.0012814512259056946
Position 875: 0.0006498426658413551
Position 291: 0.00036282407650144595
Position 1102: 0.00032012652176702385
Position 926: 0.00021211411657025183
Position 418: 0.00020181933021969062
Position 1642: 0.0001831997894380973
Position 1345: 0.00017888036624544003
Position 473: 0.00017737717120499755
Position 430: 0.00016156120049498092
Position 757: 0.0001536853567335078
Position 1214: 9.013903688758939e-05
Position 715: 8.481261171711381e-05
Position 759: 7.00406450107546e-05
Position 694: 6.240196424837017e-05
Position 1490: 5.851092138677258e-05
Position 170: 5.3545957020956145e-05
Position 989: 4.390312728061396e-05
Position 209: 4.295047429940509e-05
Position 446: 4.067491276158497e-05
Position 1475: 3.7768748697781704e-05
Position 379: 3.232638080684321e-05
Position 106: 2.895535868162204e-05
Position 960: 2.7747259914564362e-05
Position 298: 2.345981812769373e-05
Position 207: 2.0450441807433624e-05
Position 631: 1.8384381538735222e-05
Position 1116: 1.5025474092106426e-05
Position 987: 1.4848677127278707e-05
Position 122: 8.507363469513024e-06
Position 1502: 8.095228228058291e-06
Position 633: 7.315456536589918e-06
Position 671: 6.904886846015772e-06
Position 606: 6.06392988549932e-06
Position 639: 5.481618447472939e-06
Position 1188: 4.110753391942587e-06
Position 1285: 3.0193043269244296e-06
Position 1118: 2.8056994082043836e-06
Position 216: 2.4324014188995325e-06
Position 180: 2.396302800149905e-06
Position 424: 1.8960879517094714e-06
Position 1207: 1.231596760752365e-06
Position 1271: 1.215942352277346e-06
Position 518: 7.51446150839083e-07
Position 1377: 7.314369297174515e-07
Position 1463: 5.550706287074724e-07
Position 1561: 4.193628455463125e-07
Position 1151: 1.951562737347845e-07
Position 1581: 6.731219466554804e-08
Position 1579: 4.1047201920810217e-08
Position 1488: 3.838414635758068e-08
Position 1494: 1.9233442738612557e-08
Position 1573: 3.990253828100701e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 553: 0.6422005587631672
Position 1173: 0.4391743936863349
Position 1252: 0.15512531594787354
Position 346: 0.039185462145035724
Position 1027: 0.03155674062149452
Position 1102: 0.030574572953892487
Position 1280: 0.019000035797167268
Position 742: 0.017476970348637585
Position 1180: 0.008639429113446994
Position 952: 0.008573885919677835
Position 560: 0.007839403710829017
Position 1238: 0.006960243714004414
Position 343: 0.006539550685197172
Position 1288: 0.005128400179013369
Position 709: 0.0026985652417013495
Position 1697: 0.0024862213054669914
Position 1488: 0.002453138634486103
Position 1320: 0.002328031581746117
Position 901: 0.001901020691001998
Position 923: 0.0018591601845943375
Position 767: 0.0016597468884734696
Position 956: 0.0013036255873048993
Position 309: 0.0012940283194844727
Position 1352: 0.001275689734006045
Position 1301: 0.0008481400725417138
Position 757: 0.0008283145494588129
Position 285: 0.0007861861385315757
Position 706: 0.0007563737636450031
Position 298: 0.0005592268449042703
Position 394: 0.00030076376398271374
Position 992: 0.0002990609310803235
Position 1202: 0.00026121645057121943
Position 1259: 0.00023484081067905277
Position 1296: 0.00019943590174916487
Position 1404: 0.00019888827985962276
Position 1214: 0.0001439977464831045
Position 1494: 0.00010450663760603907
Position 418: 9.20073443112546e-05
Position 1669: 8.941687044943279e-05
Position 1616: 7.734031245744611e-05
Position 712: 6.19149937065965e-05
Position 488: 6.171459184773191e-05
Position 1414: 6.139718512673562e-05
Position 858: 5.72673889014764e-05
Position 1359: 4.947633957724386e-05
Position 1613: 4.780402016562982e-05
Position 967: 2.667695555195869e-05
Position 1221: 2.5568055399717935e-05
Position 401: 2.3884325816349348e-05
