Gene = mRpL12
index = 1763
Annotated 5SS: [89]
Annotated 3SS: [144]
SMsplice 5SS: [89]
SMsplice 3SS: [144]
Partition function (log Z): -3.513468519786546

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.9958294487093036
Position 93: 0.004155007716121471
Position 716: 0.00048718902301557514
Position 701: 0.0003654539633104519
Position 483: 0.00023844220594245404
Position 250: 0.0001623301325571374
Position 321: 4.012552102050017e-05
Position 552: 3.635793321861484e-05
Position 264: 1.865721652516929e-05
Position 534: 1.3336610344140341e-05
Position 114: 9.134221593669195e-06
Position 596: 6.377139642489988e-06
Position 501: 4.885333877228944e-06
Position 515: 3.4065146127174936e-06
Position 354: 3.268995630912157e-06
Position 215: 1.5770614514833519e-06
Position 724: 1.3094210624695073e-06
Position 582: 1.0751890797325778e-06
Position 439: 7.332826359058027e-07
Position 198: 4.3254136118014987e-07
Position 220: 2.2426390454094743e-07
Position 510: 2.0275133232045374e-07
Position 243: 1.668930960226861e-07
Position 20: 5.641110859560766e-08
Position 671: 5.42239812343264e-08
Position 75: 3.1000635320034604e-08
Position 600: 7.920780099997773e-09
Position 621: 5.1652675879768855e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 144: 0.9293529278123928
Position 185: 0.042959483552471735
Position 136: 0.02141007061224703
Position 155: 0.005289842535083713
Position 774: 0.0005879688641756812
Position 383: 0.0004008802966213256
Position 770: 0.00025256564858964163
Position 203: 0.00019319845311162724
Position 220: 0.0001842475340037563
Position 225: 0.00017898375144029835
Position 198: 0.00017196507456570888
Position 744: 9.805263319093423e-05
Position 530: 6.617278423918416e-05
Position 587: 6.087435932604236e-05
Position 629: 4.379271536590713e-05
Position 626: 3.669836816967561e-05
Position 353: 2.37267139584829e-05
Position 500: 1.8328324257845284e-05
Position 641: 1.7272974868627105e-05
Position 596: 6.597476073665148e-06
Position 243: 6.001024966765335e-06
Position 527: 4.867643638228322e-06
Position 533: 3.11038529207511e-06
Position 461: 2.02850637951808e-06
Position 401: 1.3708034384723088e-06
Position 557: 1.3228814630504394e-06
Position 551: 1.0725855973334731e-06
Position 282: 9.642001307858137e-07
Position 548: 9.254664988336993e-07
Position 644: 9.115294711800438e-07
Position 569: 6.40905980029674e-07
Position 464: 5.772395826247303e-07
Position 751: 4.403672921601029e-07
Position 488: 3.870417527751548e-07
Position 506: 3.5589836722806797e-07
Position 665: 1.680982199322766e-07
Position 455: 1.3639327937331945e-07
Position 285: 1.2702725230057608e-07
Position 677: 1.1497261628471259e-07
Position 362: 4.866595393839973e-08
Position 704: 3.0480139958499876e-08
Position 662: 2.6612486377894898e-08
Position 515: 5.9736218511543625e-09
Position 482: 5.337311011866329e-09
Position 647: 4.791693633476558e-09
Position 479: 5.462700983064923e-10
Position 653: 4.4861582801858395e-10
Position 114: 2.5543149926252503e-10
Position 695: 2.5352185108229484e-10
Position 293: 1.602786847229518e-10
Position 605: 1.4334716796335127e-10
Position 367: 1.1021153170744517e-10
Position 471: 7.514070354231578e-11
Position 64: 2.4253907309602333e-11
Position 701: 1.5919024109028057e-11
Position 93: 7.214284929173233e-12
Position 467: 5.576738815991278e-12
Position 607: 5.21795246320413e-14
