Gene = RpS26
index = 1451
Annotated 5SS: [125]
Annotated 3SS: [206]
SMsplice 5SS: [125]
SMsplice 3SS: [206]
Partition function (log Z): -10.325119650613335

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.5401730802812403
Position 397: 0.25409828550530733
Position 1330: 0.1403458514301592
Position 1004: 0.13955029224884233
Position 36: 0.061645075773127306
Position 1341: 0.05081903147775625
Position 1230: 0.04952093073000409
Position 773: 0.036607599994356727
Position 650: 0.02333897781429229
Position 1718: 0.019615727575864845
Position 1098: 0.016091147444443094
Position 1205: 0.015542993582088433
Position 461: 0.005987805403759826
Position 464: 0.004923709677884291
Position 1506: 0.0042507392097445645
Position 1060: 0.0031392647086397533
Position 1078: 0.0027234869117262212
Position 886: 0.002635041114207958
Position 1334: 0.002580631135406865
Position 1209: 0.001968498470942603
Position 824: 0.0018415494458117858
Position 1489: 0.0018008604792285933
Position 556: 0.0016898737666045552
Position 1520: 0.0012692439465397183
Position 328: 0.0012367327349726974
Position 1543: 0.0012301131965627462
Position 1767: 0.0010537833251020848
Position 810: 0.0009043469830492945
Position 667: 0.0006554076410429813
Position 562: 0.0006004322118159745
Position 401: 0.0003931896204552768
Position 362: 0.0003212311418631218
Position 847: 0.00031125699950931433
Position 1350: 0.0003091335290610955
Position 1119: 0.00027837476102113935
Position 1397: 0.00026779512791149523
Position 1565: 0.00025883811999221636
Position 901: 0.0002496109556263647
Position 266: 0.0002488732610245057
Position 1802: 0.00022368360246084387
Position 1345: 0.0002066386961675245
Position 840: 0.00018875516102821618
Position 593: 0.00016816830814625112
Position 474: 0.00016761040778704524
Position 76: 0.00015878153364497512
Position 1483: 0.0001486210025729385
Position 1144: 0.00014359681326618268
Position 1546: 0.00010937120092184875
Position 231: 9.400824751239003e-05
Position 158: 8.878227858669446e-05
Position 1421: 8.768383982005322e-05
Position 275: 8.45339466224896e-05
Position 1017: 8.262123485679716e-05
Position 880: 8.222781965324993e-05
Position 347: 7.364993656812378e-05
