Gene = Oscillin
index = 1346
Annotated 5SS: [ 327  827 1015 1624]
Annotated 3SS: [ 721  886 1081 2357]
SMsplice 5SS: [  85  327  827 1015 1624]
SMsplice 3SS: [ 146  721  886 1081 2357]
Partition function (log Z): 8.624489373630466

Sorted 5' Splice Sites (High to Low Probability):
Position 827: 0.9926925951893913
Position 1015: 0.9642319429449198
Position 85: 0.8265857612010626
Position 327: 0.718473666759849
Position 1624: 0.5910018655255175
Position 671: 0.2932625846663955
Position 643: 0.10179528031784713
Position 2133: 0.09605627848625645
Position 1996: 0.050079175337245006
Position 1330: 0.041372062442156236
Position 1600: 0.03233806867935175
Position 1685: 0.026064135407451106
Position 1706: 0.02536953075503702
Position 1991: 0.018290455334112585
Position 1011: 0.01724557372491616
Position 2293: 0.014558940426306911
Position 1677: 0.014535200415823872
Position 75: 0.014401612218287736
Position 278: 0.012596191282666506
Position 1396: 0.012580360399258644
Position 2029: 0.010560174668166318
Position 1511: 0.010083708058749105
Position 1450: 0.0088139304263125
Position 2080: 0.008671628207822262
Position 1007: 0.00857587127934117
Position 1787: 0.007822904223989234
Position 969: 0.0052440616320751894
Position 1695: 0.005163204373714023
Position 1531: 0.003980262952194069
Position 980: 0.003979670598913899
Position 1784: 0.003793886846251025
Position 1712: 0.003301132640801383
Position 20: 0.0031339991733787495
Position 1708: 0.002229193737961223
Position 1825: 0.0016180646859155206
Position 648: 0.0012140993172860602
Position 1262: 0.0009444552237339004
Position 1246: 0.0009052844216913744
Position 1609: 0.0007769637152404977
Position 1513: 0.0007201668517438367
Position 1215: 0.00069265653342196
Position 1859: 0.0006630749205264804
Position 2122: 0.00045724811791682403
Position 1769: 0.00041721660974493004
Position 1791: 0.00037849481399979855
Position 1491: 0.0003613433618996719
Position 1796: 0.00032641087766389004
Position 339: 0.0003099374745852273
Position 1315: 0.00027994442712435364
Position 1417: 0.0002563000717808156
Position 42: 0.0002562425600947455
Position 1845: 0.0002552813215454335
Position 1653: 0.00020996557800988618
Position 1370: 0.00019495077914605797
Position 1432: 0.00018589422774236634
Position 2060: 0.00017130529569976054
Position 1758: 0.00015615133629394852
Position 1848: 0.00015062137743130751
Position 1864: 0.00013933734216758247
Position 2203: 0.00012005090089909311
Position 1871: 8.713623211247059e-05
Position 261: 8.517832705732269e-05
Position 14: 8.034805300369168e-05
Position 1165: 7.613859052910468e-05
Position 539: 7.24767385536474e-05
Position 48: 5.781517941375111e-05
Position 817: 5.225945442715081e-05
Position 454: 5.112331598312253e-05
Position 1254: 4.7925069188085124e-05
Position 1198: 4.782447231422282e-05
Position 389: 4.55952336399559e-05
Position 570: 4.499044977225833e-05
Position 222: 4.297812707698587e-05
Position 762: 4.0387759556126604e-05
Position 2072: 4.035281020129834e-05
Position 984: 3.9971802002619705e-05
Position 370: 3.725394066060184e-05
Position 1535: 3.2806104711346016e-05
Position 496: 3.256464789051007e-05
Position 650: 3.118340295027204e-05
Position 331: 2.843474625490367e-05
Position 770: 2.252496936122963e-05
Position 1524: 2.2074756664816157e-05
Position 1206: 2.0174695983663222e-05
Position 351: 1.8776738637612508e-05
Position 1019: 1.835738276949732e-05
Position 579: 1.6485458340532668e-05
Position 1122: 1.606182671188436e-05
Position 401: 1.413717764780755e-05
Position 932: 1.189385351959085e-05
Position 439: 9.241857919061096e-06
Position 1423: 6.842005145394007e-06
Position 1644: 5.72600984722204e-06
Position 1317: 5.196312854861877e-06
Position 2234: 5.177265029411523e-06
Position 786: 4.619598998119714e-06
Position 24: 3.5480834967979303e-06
Position 1035: 3.5306371216752504e-06
Position 1641: 3.0752834662414137e-06
Position 2405: 2.99678464940055e-06
Position 866: 2.5795029941835716e-06
Position 304: 2.33836163022653e-06
Position 318: 2.2856857597982283e-06
Position 316: 2.002108206913527e-06
Position 1891: 1.959189953259528e-06
Position 616: 1.2464497876027896e-06
Position 597: 9.98702391206454e-07
Position 950: 8.094465024485581e-07
Position 403: 1.9743082661355876e-07
Position 194: 1.8086793162579172e-07
Position 216: 1.0668480865242317e-07
Position 1055: 4.977015329668705e-08
Position 2359: 3.751237361096259e-08
Position 1062: 2.3103788481101448e-08
Position 1048: 1.2694035481389426e-08
Position 738: 1.1956558725225211e-08
Position 2370: 4.801639793323798e-10
Position 894: 2.2996809469127272e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1081: 0.9912000997124272
Position 886: 0.9911462710909071
Position 721: 0.9863919296853373
Position 2357: 0.8961770478058412
Position 146: 0.8367953771929232
Position 1930: 0.06687943806222571
Position 389: 0.06149540965154081
Position 471: 0.03426350210509512
Position 401: 0.013264889190631098
Position 1749: 0.009379989869351731
Position 639: 0.008886291349660954
Position 579: 0.007529625425129027
Position 1851: 0.007330350295257057
Position 216: 0.0052743288201143245
Position 370: 0.004900722290008124
Position 1407: 0.00478838647398258
Position 2288: 0.0045676074587166085
Position 2049: 0.0038228785207464235
Position 454: 0.003434502839852085
Position 754: 0.00330600703123157
Position 326: 0.002900087769797904
Position 872: 0.002130003131385401
Position 1836: 0.001835527872252024
Position 1791: 0.0017938571666785048
Position 1693: 0.0016310573281910956
Position 492: 0.0010116748905483978
Position 2381: 0.0010100155338468126
Position 590: 0.0008255080009451802
Position 2203: 0.0008135144291763647
Position 1043: 0.0007733364153852983
Position 2068: 0.0006950252213986847
Position 2251: 0.0005832038113759508
Position 2218: 0.0004891469299301826
Position 1656: 0.0004295995413627343
Position 656: 0.0004192615960323248
Position 171: 0.00038651486528348757
Position 1752: 0.00036842032616048377
Position 1449: 0.0003061465804811278
Position 812: 0.00030255575398632973
Position 1705: 0.0002947882703422318
Position 2018: 0.00024669316301216966
Position 1395: 0.0002059209133295155
Position 1884: 0.0002024607168100618
Position 496: 0.00018344938570918836
Position 1755: 0.00017272153615985767
Position 1497: 0.00015734282553267107
Position 1446: 0.00011403494972564917
Position 1189: 0.00010575821818558798
Position 1941: 0.00010564941499676647
Position 1535: 9.334025083342269e-05
Position 2029: 7.543430397279639e-05
Position 334: 6.898080731962542e-05
Position 1140: 6.0526006724537596e-05
Position 1471: 5.854284270176678e-05
Position 675: 5.581155236798058e-05
Position 222: 5.3264389352073555e-05
Position 1623: 4.05019457952384e-05
Position 980: 3.902213562273193e-05
Position 1796: 3.87460114793095e-05
Position 2100: 3.715335468088207e-05
Position 1548: 3.360066519412462e-05
Position 301: 3.0515218414102863e-05
Position 226: 2.73824403151942e-05
Position 962: 2.523298403383903e-05
Position 84: 2.2606133945491156e-05
Position 2388: 1.893685292865539e-05
Position 733: 1.8508133230792067e-05
Position 2414: 1.63534761631066e-05
Position 2132: 1.6337143633773386e-05
Position 1093: 1.2737728394135477e-05
Position 1091: 1.2589457728817952e-05
Position 671: 1.2366967591440037e-05
Position 1867: 1.1890127832998259e-05
Position 2122: 1.0450918150300751e-05
Position 939: 8.486150058853652e-06
Position 1347: 8.003561030309703e-06
Position 2481: 7.897047736737248e-06
Position 331: 7.666497048625087e-06
Position 229: 7.115378866344717e-06
Position 1758: 6.866374456875104e-06
Position 1878: 6.251642997928827e-06
Position 1996: 6.156943074051797e-06
Position 1545: 5.547672931958211e-06
Position 1161: 4.96029623602949e-06
Position 1671: 4.7010565698232865e-06
Position 1802: 4.439839264255777e-06
Position 1864: 3.3880644833253215e-06
Position 2003: 3.373241340359407e-06
Position 1479: 3.1943580402379253e-06
Position 298: 3.1178563925418407e-06
Position 258: 2.679239200213e-06
Position 2228: 2.6371912356791913e-06
Position 1969: 2.5578366487439815e-06
Position 246: 2.2204163668318577e-06
Position 1227: 2.1826318777423985e-06
Position 959: 2.0543569139247186e-06
Position 2359: 2.044302642990907e-06
Position 2423: 1.9623215851585494e-06
Position 2070: 1.806051971172554e-06
Position 1943: 1.7770758241304237e-06
Position 75: 1.6255447835945173e-06
Position 1949: 1.612648322246893e-06
Position 2080: 1.3051067487780723e-06
Position 2140: 1.2083529440279071e-06
Position 1880: 1.1570319055235076e-06
Position 1104: 9.9306909145865e-07
Position 2457: 8.672886075157973e-07
Position 770: 7.36164847901914e-07
Position 826: 5.988170117053743e-07
Position 968: 4.80161223003126e-07
Position 1221: 4.2607161037334276e-07
Position 2150: 3.9831147877792076e-07
Position 261: 3.826920934064361e-07
Position 255: 3.7200625447096585e-07
Position 1605: 2.9120682582037406e-07
Position 845: 2.8684687410084906e-07
Position 1578: 2.2202623097237545e-07
Position 339: 2.1695728604300027e-07
Position 2160: 1.930890380042185e-07
Position 2399: 1.907652268181486e-07
Position 1360: 1.803261945766883e-07
Position 1955: 1.2869103131986143e-07
Position 2465: 1.2762916513604527e-07
Position 1593: 1.208657276213169e-07
Position 1215: 1.0353941266638146e-07
Position 1391: 7.631909751814973e-08
Position 2072: 5.294734592463197e-08
Position 2390: 5.142606514692044e-08
Position 1509: 2.4413971881153956e-08
Position 278: 1.8784244204161582e-08
Position 950: 1.7767868893280948e-08
Position 817: 1.690300602897595e-08
Position 525: 1.6045373768054588e-08
Position 1007: 1.3450711883980787e-08
Position 1598: 1.314165531034682e-08
Position 1243: 6.976100936377607e-09
Position 2435: 5.4373333195892e-09
Position 1206: 4.3691109916739175e-09
Position 1506: 3.005287648980719e-09
Position 1155: 5.072377561960585e-10
Position 1299: 1.6459590229359913e-10
Position 1251: 1.3862329180594609e-10
Position 1019: 4.6652126192135103e-11
Position 1600: 3.2916050818779503e-11
Position 1236: 2.8798128276951926e-11
Position 1246: 6.3498850990840874e-12
Position 267: 5.627747010673855e-12
Position 1106: 8.800168737513147e-15
