Gene = mRpL24
index = 1769
Annotated 5SS: [170 435 887]
Annotated 3SS: [280 496 944]
SMsplice 5SS: [170 435 887]
SMsplice 3SS: [280 496 944]
Partition function (log Z): 3.903392225952558

Sorted 5' Splice Sites (High to Low Probability):
Position 435: 0.9678852683904092
Position 887: 0.9395503514556224
Position 170: 0.7828118746731773
Position 219: 0.2058682963442252
Position 641: 0.08366781261391916
Position 634: 0.04735581000593747
Position 598: 0.038308874897571454
Position 416: 0.02227027959110607
Position 659: 0.011798175434223712
Position 542: 0.00878659088681817
Position 577: 0.007528576641455257
Position 404: 0.007258866513763626
Position 672: 0.0065668993516588715
Position 538: 0.002111638852746945
Position 372: 0.001075506014113443
Position 203: 0.0009641625844188576
Position 182: 0.0009472082461453266
Position 604: 0.0007185321649024184
Position 408: 0.0003094630971937966
Position 775: 0.00025896742706274295
Position 51: 0.00011239047537308757
Position 422: 5.634095857206089e-05
Position 651: 4.75906718482996e-05
Position 752: 1.3319778916097236e-05
Position 524: 6.08433975050701e-06
Position 115: 5.777935962621531e-06
Position 781: 4.789171356929775e-06
Position 532: 2.9750918628930366e-06
Position 90: 2.8288156255706712e-06
Position 712: 2.394617719843359e-06
Position 783: 2.3586081253041474e-06
Position 930: 1.5097603251397415e-06
Position 376: 1.4328040819232712e-06
Position 12: 1.0398638332651797e-06
Position 747: 9.485187899648157e-07
Position 479: 7.773775918742727e-07
Position 240: 7.686289422042178e-07
Position 360: 3.418395584803899e-07
Position 691: 2.078967658400513e-07
Position 1040: 1.607364789635085e-07
Position 283: 1.5789508852211834e-07
Position 321: 1.5701603956363898e-07
Position 914: 7.840501002385024e-08
Position 482: 6.749335606546923e-08
Position 281: 5.987187965125528e-08
Position 707: 5.2032003519374785e-08
Position 921: 4.9396119306200315e-08
Position 568: 1.0836040657461671e-08
Position 326: 9.161220048380931e-09
Position 979: 7.826348534795245e-09
Position 953: 2.6001631600841874e-09
Position 950: 1.0885363976166914e-09
Position 982: 2.5625159388701943e-10
Position 934: 2.7406575415785717e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 496: 0.9939917763658845
Position 280: 0.9901640013151947
Position 944: 0.9416661764303894
Position 732: 0.13099239650508568
Position 699: 0.034888903785398814
Position 672: 0.02849933316121887
Position 607: 0.00709625474086836
Position 498: 0.003095094620024017
Position 633: 0.0026973754097891155
Position 973: 0.0015461281099810023
Position 678: 0.00043546459080296383
Position 921: 0.0002683999338882729
Position 979: 0.00020499739577262995
Position 301: 0.00019965233969207675
Position 930: 0.00014602553862706974
Position 304: 0.00011383838389137152
Position 111: 7.648663601597117e-05
Position 831: 3.756015578973187e-05
Position 651: 2.2727633129722228e-05
Position 576: 2.244440061994362e-05
Position 648: 2.2325748024742324e-05
Position 645: 1.7464448503981893e-05
Position 869: 1.6424129533576557e-05
Position 873: 1.4329731948498596e-05
Position 142: 1.3874441084544301e-05
Position 747: 1.302422780375923e-05
Position 553: 9.378381721089888e-06
Position 376: 8.912712301225046e-06
Position 1084: 7.1657397095693686e-06
Position 532: 4.252792972475609e-06
Position 561: 3.584360581363998e-06
Position 819: 2.1767994993236767e-06
Position 588: 2.0950747077976047e-06
Position 762: 2.0605219156782853e-06
Position 547: 2.037280211432007e-06
Position 337: 8.707460502886713e-07
Position 994: 5.237617514360795e-07
Position 1009: 3.6133682140185296e-07
Position 558: 2.617762924502364e-07
Position 439: 2.453445059279664e-07
Position 876: 2.4048588169789024e-07
Position 1040: 2.053926176379678e-07
Position 415: 1.8452980430132922e-07
Position 159: 1.7873685285534354e-07
Position 385: 1.7808282356744065e-07
Position 339: 1.235444763823116e-07
Position 765: 7.701535630914044e-08
Position 115: 6.612491430114017e-08
Position 886: 4.5674928642741816e-08
Position 506: 3.2482956374295945e-08
Position 449: 2.2917155957321066e-08
Position 1027: 2.0727412581679117e-08
Position 210: 1.7638958504489587e-08
Position 169: 1.2282576679003472e-08
Position 331: 8.014373933595074e-09
Position 121: 6.476342427457011e-09
Position 422: 5.523611533008899e-09
Position 1045: 3.1819282961785177e-09
Position 446: 2.9047848205413996e-09
Position 1025: 2.5378986626893614e-09
Position 771: 2.47393744866122e-09
Position 154: 1.6568080760566595e-09
Position 1047: 7.767322735013172e-10
Position 176: 3.45218090227379e-10
Position 775: 2.2422932631758015e-10
Position 609: 1.8980278591990167e-10
Position 961: 1.4410665401923136e-10
Position 180: 5.982887331963933e-11
Position 182: 2.909362958947163e-11
