Gene = Pex16
index = 1368
Annotated 5SS: [222]
Annotated 3SS: [281]
SMsplice 5SS: [222]
SMsplice 3SS: [281]
Partition function (log Z): -7.2360956811979875

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.6563915030436305
Position 199: 0.3183599235160576
Position 1124: 0.13718444277536873
Position 1274: 0.02463657804052644
Position 518: 0.008866181105290442
Position 305: 0.00845983861715403
Position 395: 0.006961458956553437
Position 203: 0.0059252017455725565
Position 434: 0.005075419691276217
Position 654: 0.004396757585728304
Position 920: 0.0035471333783930197
Position 309: 0.0035385787644522525
Position 317: 0.0030090113689485777
Position 464: 0.0026388038501880167
Position 889: 0.002198753190621368
Position 227: 0.0018268089680668462
Position 173: 0.0017637852330078968
Position 1107: 0.0015454248436162063
Position 847: 0.001477167250405553
Position 511: 0.0010104995335107312
Position 152: 0.0009759684975548574
Position 735: 0.0009459514112390817
Position 148: 0.0006701306030488817
Position 903: 0.0006226796863732869
Position 1205: 0.0004962731823442207
Position 740: 0.00033191430804339835
Position 498: 0.0003074265609696403
Position 728: 0.00022270086317379553
Position 1212: 0.00019385412505410385
Position 170: 0.0001865093641243552
Position 1127: 0.0001567610159248704
Position 282: 0.00014745327375932985
Position 555: 0.00014295871956120074
Position 139: 0.0001359492586356254
Position 1278: 0.000130588812420038
Position 747: 0.00011670533435664894
Position 875: 0.00010495505171011708
Position 426: 8.495355698006717e-05
Position 726: 7.610755916296124e-05
Position 1300: 7.21444385304693e-05
Position 1248: 3.578395729512179e-05
Position 302: 3.5027678908464876e-05
Position 48: 3.309286049746904e-05
Position 1027: 3.1236027839976056e-05
Position 439: 2.1990550479723844e-05
Position 486: 1.950558802345733e-05
Position 343: 1.840309225244418e-05
Position 1037: 1.8145691785640972e-05
Position 4: 1.3835323767904285e-05
Position 940: 1.3472681222228484e-05
Position 1109: 1.2227860528839787e-05
Position 1289: 1.1346178156127406e-05
Position 341: 1.0284297740204194e-05
Position 1283: 9.735823529118506e-06
Position 328: 8.503291315019267e-06
Position 685: 7.938861805946695e-06
Position 1159: 7.5782371758973065e-06
Position 1267: 7.170513471729418e-06
Position 1183: 4.09662731382573e-06
Position 1186: 2.7585568682159015e-06
Position 1241: 8.771968490735652e-07
Position 979: 5.86106560180941e-07
Position 1097: 5.130403015266153e-07
Position 1216: 3.2699755784321636e-07
Position 1265: 2.634743459399328e-07
Position 1048: 2.5450827545578336e-07
Position 1233: 2.4594173926989964e-07
Position 1303: 1.5937176974806224e-07
Position 656: 7.085930154016569e-08
Position 1325: 5.48095209420119e-08
Position 1250: 1.893152942242031e-09
Position 1339: 1.9151495747281634e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 281: 0.7713037888136121
Position 945: 0.13815385449562206
Position 1195: 0.1175116230487131
Position 247: 0.07132976292240925
Position 1346: 0.03218052295785637
Position 433: 0.023214123280232295
Position 685: 0.01098879317994064
Position 1227: 0.008213421949158611
Position 1204: 0.007950375796700982
Position 964: 0.004610370850395489
Position 1247: 0.003982099461361882
Position 256: 0.0036243262816598875
Position 1059: 0.0027762508007003837
Position 985: 0.00200127914256379
Position 715: 0.001481385087725349
Position 309: 0.0009790885042595119
Position 459: 0.0008728151654972479
Position 370: 0.0006567999467896542
Position 1208: 0.0005045071659926165
Position 482: 0.0003716031578200804
Position 778: 0.00029758047144860626
Position 788: 0.0002291771300403985
Position 624: 0.0002214043714176428
Position 1074: 0.00021918202530310686
Position 740: 0.00019895354112797718
Position 221: 0.0001588990536489447
Position 691: 0.00011333706254081698
Position 1145: 0.0001099309120717997
Position 1233: 0.00010526405653426092
Position 218: 9.083147196529024e-05
Position 1272: 8.828753165899134e-05
Position 923: 8.791824346367197e-05
Position 859: 8.274712268860275e-05
Position 1000: 7.813452831693676e-05
Position 385: 6.352172725399134e-05
Position 1241: 6.290499054948157e-05
Position 511: 3.752957266022734e-05
Position 535: 3.470290793412281e-05
Position 634: 2.2888509864940786e-05
Position 1008: 2.265937355346172e-05
Position 124: 2.0084697172811116e-05
Position 463: 1.96486769804683e-05
Position 1107: 1.91477109641167e-05
Position 1300: 1.889164833649377e-05
Position 1167: 1.676416368410502e-05
Position 1123: 1.6528670291362645e-05
Position 800: 1.547265479868295e-05
Position 839: 1.1973349130458985e-05
Position 475: 1.0266086495494887e-05
Position 51: 1.0239002548746893e-05
Position 544: 1.0077143415254822e-05
Position 90: 9.356326791961252e-06
Position 836: 8.803514563742064e-06
Position 745: 8.16423245346334e-06
Position 548: 5.658045763827454e-06
Position 636: 4.5498383392379615e-06
Position 1216: 4.433428809294021e-06
Position 524: 4.149337293214872e-06
Position 227: 2.504255770157142e-06
Position 388: 2.301765698748561e-06
Position 1325: 1.9331482220825243e-06
Position 1081: 1.204834730865092e-06
Position 808: 1.1552485272796913e-06
Position 903: 1.0820920918673238e-06
Position 1005: 8.184120086504871e-07
Position 1400: 7.44394295125711e-07
Position 1283: 4.708247823072371e-07
Position 194: 4.3375816958224316e-07
Position 1265: 3.814589081337979e-07
Position 822: 3.0640893573174674e-07
Position 640: 2.685167449185965e-07
Position 900: 8.488992590203516e-08
Position 199: 7.082555396967705e-08
Position 84: 4.703982019255408e-08
Position 313: 2.3467281061707096e-08
Position 136: 2.2401052212017283e-08
Position 187: 2.184768693329569e-08
Position 910: 8.319475155079119e-09
Position 249: 5.833115064174868e-09
Position 1210: 2.759725322186943e-10
Position 145: 1.2546036196797859e-11
