Gene = AIMP2
index = 3
Annotated 5SS: [ 244  458  802 1231]
Annotated 3SS: [ 358  648 1001 1284]
SMsplice 5SS: [ 244  802 1231]
SMsplice 3SS: [ 648 1001 1284]
Partition function (log Z): 2.570357218720662

Sorted 5' Splice Sites (High to Low Probability):
Position 1231: 0.9583311605644375
Position 244: 0.8746540447392824
Position 802: 0.6996447584192885
Position 845: 0.22808455387338278
Position 458: 0.08605046627948325
Position 306: 0.04610925829949493
Position 3: 0.029958717746902966
Position 824: 0.02019045847060495
Position 265: 0.015266398049945264
Position 99: 0.012623440596385626
Position 575: 0.010952638888667366
Position 877: 0.01060971458565529
Position 788: 0.0072834498961461235
Position 1176: 0.0052704814741765015
Position 62: 0.0029498673901585544
Position 272: 0.0027918370940614315
Position 1182: 0.002701281960178163
Position 10: 0.0016682779886861337
Position 169: 0.001531833360141842
Position 600: 0.001239606192656389
Position 1235: 0.0012043852450037158
Position 1368: 0.0011540864963274222
Position 837: 0.0006580146681982697
Position 1319: 0.0005283059165477398
Position 1209: 0.0005057046459454015
Position 299: 0.00045386859259072916
Position 1341: 0.00044076313850115563
Position 276: 0.0003247999065304696
Position 743: 0.00030752918863712075
Position 745: 0.00030616912949593396
Position 1207: 0.00029033799924205596
Position 293: 0.00028468127414383394
Position 938: 0.00015361933092336976
Position 343: 0.00010965182058169481
Position 408: 0.00010255740264410194
Position 15: 9.100246865000585e-05
Position 248: 9.091520640806126e-05
Position 685: 7.086697650920113e-05
Position 1485: 6.887924041074097e-05
Position 920: 6.625674517770167e-05
Position 579: 6.135612527373625e-05
Position 153: 5.39710447170012e-05
Position 281: 5.375568473857729e-05
Position 537: 4.241341039556725e-05
Position 1528: 2.8239141064550434e-05
Position 228: 2.4999969243788933e-05
Position 818: 2.0499628654911932e-05
Position 1382: 1.8242893398411344e-05
Position 577: 1.6116180566736435e-05
Position 345: 1.3054401534342562e-05
Position 1520: 1.3016532545089905e-05
Position 1647: 9.790320764309355e-06
Position 68: 8.421692300685528e-06
Position 1541: 7.804692763976903e-06
Position 1476: 6.981534112247247e-06
Position 1650: 4.664239808980255e-06
Position 1088: 4.6282588529624256e-06
Position 918: 4.052652709827163e-06
Position 1253: 3.6706153118253373e-06
Position 1366: 2.9432496250821736e-06
Position 749: 2.720639082795747e-06
Position 1554: 2.3615331408579115e-06
Position 585: 2.329755280487764e-06
Position 1387: 1.5999122062909668e-06
Position 956: 1.2976980437273138e-06
Position 570: 1.2961454023533132e-06
Position 1620: 7.637402671811853e-07
Position 1372: 6.867276680346838e-07
Position 70: 6.019791472878937e-07
Position 1002: 4.936578763879831e-07
Position 1058: 4.222220131913189e-07
Position 310: 3.925508157361534e-07
Position 1545: 3.3113755754370173e-07
Position 1558: 1.5190838298907677e-07
Position 1101: 1.489807102140292e-07
Position 1425: 1.4450409219856752e-07
Position 1560: 6.331437295103767e-08
Position 1323: 4.7609578632267597e-08
Position 664: 8.61701137409001e-09
Position 1265: 4.238105227128338e-09
Position 1020: 4.217580306365932e-09
Position 610: 1.8197402224280368e-09
Position 1017: 1.6289626801565219e-09
Position 1590: 6.009718654215099e-10
Position 607: 4.094270816158383e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 648: 0.9987849933872952
Position 1284: 0.9718975394962409
Position 1001: 0.8674577869325459
Position 1013: 0.06465324909515978
Position 358: 0.042026119872635284
Position 61: 0.030406332380949558
Position 165: 0.011624012145893132
Position 928: 0.009259763871174418
Position 944: 0.006112127679817515
Position 938: 0.005781470868234595
Position 1475: 0.002983331909798385
Position 1106: 0.0028524801897539167
Position 1306: 0.0019369578388850927
Position 891: 0.0017641082004373383
Position 906: 0.0017013696936270398
Position 138: 0.0012663742016203708
Position 524: 0.0011002181100607765
Position 894: 0.0005177928073497435
Position 111: 0.00048001497532030907
Position 173: 0.0004752835406956853
Position 877: 0.0004423841518241519
Position 431: 0.00034821989404079586
Position 375: 0.00030486728167646786
Position 1202: 0.00029883320591469787
Position 952: 0.00018157349745472802
Position 1253: 0.0001360857994092757
Position 1377: 0.000126231197484331
Position 1538: 0.0001226478221319836
Position 1587: 7.061224977521712e-05
Position 384: 5.116486117859865e-05
Position 1146: 4.731332774426381e-05
Position 367: 3.950156778319231e-05
Position 678: 3.784205686219336e-05
Position 1143: 3.309961437361561e-05
Position 1698: 2.8039476535830812e-05
Position 1415: 2.399763492919146e-05
Position 1567: 2.3694814198101617e-05
Position 401: 2.2631434270563937e-05
Position 293: 2.069709641524363e-05
