Gene = IFT43
index = 1218
Annotated 5SS: [115 415 495 685]
Annotated 3SS: [172 470 561 739]
SMsplice 5SS: [115 415 495 685]
SMsplice 3SS: [172 470 561 739]
Partition function (log Z): 3.3911342416160424

Sorted 5' Splice Sites (High to Low Probability):
Position 115: 0.9952614512421859
Position 685: 0.9576551064046978
Position 415: 0.759955209869894
Position 495: 0.6337626222961582
Position 419: 0.1145251275873367
Position 381: 0.00982596401259995
Position 729: 0.006898553990854862
Position 671: 0.006073258780124004
Position 797: 0.00108509295565207
Position 942: 0.001066364646931283
Position 736: 0.0010130968097603118
Position 505: 0.0009525222255041824
Position 499: 0.0007255588179027156
Position 561: 0.000690634730908477
Position 975: 0.0006621929131527159
Position 119: 0.0006515052321707513
Position 915: 0.0005563600349291439
Position 1046: 0.0004792821323435144
Position 1001: 0.00043779560398008507
Position 726: 0.0002032394556692629
Position 739: 0.00011259919939466752
Position 325: 6.077387075077421e-05
Position 893: 5.6747624413484565e-05
Position 62: 5.38873222845434e-05
Position 471: 2.3598209031063634e-05
Position 537: 7.623642672393373e-06
Position 583: 4.960713664355632e-06
Position 813: 3.3538990349099487e-06
Position 641: 2.8016411244138375e-06
Position 369: 2.161440660571466e-06
Position 19: 1.8187572084138688e-06
Position 349: 1.5500593351151452e-06
Position 762: 1.4092497273510825e-06
Position 905: 8.727169825000242e-07
Position 281: 6.909791684407529e-07
Position 1024: 6.499706691269587e-07
Position 852: 2.930203981672573e-07
Position 212: 2.2141502705779853e-07
Position 189: 1.694654383426771e-07
Position 620: 1.1254733492629258e-07
Position 127: 9.105420483278264e-08
Position 204: 7.598573993135178e-08
Position 230: 6.448953045065688e-08
Position 149: 2.0885020132217814e-08
Position 35: 3.2489285551931976e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 172: 0.9913938245049918
Position 470: 0.8398770008004214
Position 561: 0.6713826860857697
Position 739: 0.5230930760245787
Position 797: 0.3361919569672495
Position 810: 0.09208384489888334
Position 860: 0.019814861361822197
Position 770: 0.004246202919929923
Position 583: 0.003672030241572125
Position 629: 0.003447390183521589
Position 1104: 0.0026695601882325997
Position 380: 0.002368855035092874
Position 183: 0.0006592294198863366
Position 1011: 0.0006070612340858191
Position 1001: 0.00041058533608762327
Position 286: 0.0002658347751473085
Position 1106: 0.00010341838743969695
Position 1046: 8.314178120013264e-05
Position 439: 8.285913686276098e-05
Position 220: 5.52713109461778e-05
Position 223: 5.142374006799466e-05
Position 863: 4.284551938599874e-05
Position 966: 4.0257943601677525e-05
Position 477: 3.474521928063306e-05
Position 773: 2.8668040620137063e-05
Position 428: 2.1798122812793694e-05
Position 1051: 1.820035786070281e-05
Position 893: 1.5032221413221192e-05
Position 505: 1.1896952265903171e-05
Position 942: 1.0639694821616078e-05
Position 726: 8.312081380302368e-06
Position 674: 5.774618389753106e-06
Position 646: 4.2357362340624804e-06
Position 202: 3.7615738756491024e-06
Position 235: 2.6802238286756996e-06
Position 878: 1.682132445105648e-06
Position 187: 1.328858759389712e-06
Position 72: 1.1338117602422852e-06
Position 149: 9.796119553036255e-07
Position 226: 8.105638992749745e-07
Position 204: 7.942041987958869e-07
Position 902: 5.871818277827055e-07
Position 349: 2.690770827128791e-07
Position 110: 1.6852620746530174e-07
Position 407: 1.4659992717829573e-07
Position 565: 1.446979445906863e-07
Position 253: 1.112150682831659e-07
Position 667: 6.43551650030429e-08
Position 692: 5.122383473329726e-08
Position 695: 4.8949088872179984e-08
Position 499: 4.300934022498661e-08
Position 689: 4.043590029685088e-08
Position 114: 3.433441136774499e-08
Position 415: 3.148013729581055e-08
Position 875: 3.005404592766722e-08
Position 91: 1.1097943544452772e-08
Position 914: 6.846737220737046e-09
Position 495: 5.577576439363091e-09
Position 119: 1.3065189910545759e-09
Position 99: 4.3507537737862184e-10
Position 865: 4.810480843580262e-14
