Gene = Pfdn6
index = 1377
Annotated 5SS: [224 537]
Annotated 3SS: [310 620]
SMsplice 5SS: [224 537]
SMsplice 3SS: [310 620]
Partition function (log Z): 1.2235543834418785

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.9931971800416461
Position 224: 0.9728199664291739
Position 696: 0.32955131069686955
Position 228: 0.010366844787471921
Position 679: 0.003954986963173015
Position 246: 0.0035856086912432663
Position 369: 0.0014521475938251902
Position 541: 0.0011705827968044467
Position 558: 0.001165433345698783
Position 254: 0.001145664797446584
Position 555: 0.0004811632010990343
Position 489: 0.0001300394168546281
Position 40: 0.0001161271118014139
Position 837: 8.704600539919434e-05
Position 412: 7.415948587320708e-05
Position 660: 6.351897685119849e-05
Position 285: 6.279142046214334e-05
Position 861: 6.204569095325383e-05
Position 674: 4.481272719336719e-05
Position 171: 4.23751755337215e-05
Position 11: 4.011993931031429e-05
Position 204: 3.366154038909649e-05
Position 755: 2.598624055915404e-05
Position 201: 1.6462896620301665e-05
Position 472: 9.143307952333805e-06
Position 894: 6.965181227318119e-06
Position 69: 5.618730106185617e-06
Position 565: 5.362979647217622e-06
Position 174: 4.9343273925763904e-06
Position 89: 3.7969773390701092e-06
Position 439: 3.211594755729166e-06
Position 672: 3.0940714933472225e-06
Position 100: 1.6531077971285795e-06
Position 325: 1.068827791669403e-06
Position 267: 1.027137983330761e-06
Position 274: 7.363890042838263e-07
Position 137: 3.63314800947061e-07
Position 289: 1.921450575449282e-07
Position 459: 1.8010671423642098e-07
Position 373: 1.1398364688579314e-07
Position 340: 1.5164447864637028e-08
Position 652: 7.6500578628518e-09
Position 433: 2.1043611305405053e-09
Position 605: 3.431443359345188e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 620: 0.9936592131074731
Position 310: 0.9746803100565085
Position 750: 0.32581963489791615
Position 321: 0.006782849016578855
Position 624: 0.0034953171690992667
Position 971: 0.0029244741826870996
Position 447: 0.002499948304096896
Position 333: 0.0024850689734452302
Position 849: 0.00206215612467464
Position 948: 0.0016615123230205254
Position 887: 0.001431432318166512
Position 894: 0.0004840348387683044
Position 411: 0.0004217122016000039
Position 354: 0.0003817054140934883
Position 995: 0.0002437435944400048
Position 627: 0.000179668088181934
Position 914: 0.00011834155472939333
Position 82: 0.00010690143345719758
Position 861: 8.100581609304224e-05
Position 450: 7.199037134270781e-05
Position 330: 3.3969568361261944e-05
Position 340: 2.2831418947712085e-05
Position 350: 1.6157725508339015e-05
Position 369: 9.639903675394659e-06
Position 420: 9.590566811641774e-06
Position 94: 9.20062483445313e-06
Position 918: 8.484512543754257e-06
Position 660: 8.24396221344614e-06
Position 669: 6.514390772119277e-06
Position 69: 4.8457593954208776e-06
Position 162: 3.82027363421816e-06
Position 363: 1.9988111221529417e-06
Position 468: 1.6882999664504185e-06
Position 672: 1.6024547919951122e-06
Position 504: 1.4083091411881232e-06
Position 159: 1.3443390139865144e-06
Position 456: 8.90521144936844e-07
Position 189: 8.222517133613051e-07
Position 58: 7.912874671553871e-07
Position 639: 5.666775050124437e-07
Position 678: 4.967948371305428e-07
Position 501: 4.2335966198603226e-07
Position 169: 2.990982956993004e-07
Position 705: 1.8727016407171915e-07
Position 480: 1.6688764605511878e-07
Position 565: 1.4761191794295353e-07
Position 384: 1.1230984604913445e-07
Position 183: 7.585419445111338e-08
Position 337: 4.289506964405407e-08
Position 210: 3.308043232098391e-08
Position 238: 3.179972303950951e-08
Position 555: 3.089042107057562e-08
Position 696: 1.3036758605958014e-08
Position 510: 1.139170418614325e-08
Position 195: 9.710532687267581e-09
Position 531: 4.737441338417054e-09
Position 459: 4.063175656765814e-09
Position 254: 6.803653291775092e-10
Position 489: 4.318703232400056e-10
Position 228: 6.788015608248325e-11
Position 201: 5.645026326660185e-14
Position 164: 2.65383676066778e-14
Position 512: 9.817686105432867e-15
