Gene = Pfdn1
index = 1374
Annotated 5SS: [172 411]
Annotated 3SS: [267 479]
SMsplice 5SS: [183 411]
SMsplice 3SS: [267 479]
Partition function (log Z): -4.1372205029269935

Sorted 5' Splice Sites (High to Low Probability):
Position 411: 0.9870794614053573
Position 172: 0.7120849074749024
Position 30: 0.004058068070771979
Position 453: 0.0012082358810054131
Position 61: 0.0005950057909498914
Position 221: 0.00021554353963610415
Position 363: 0.0001556090347609635
Position 187: 9.496453662288848e-05
Position 445: 7.49059685257252e-05
Position 76: 7.328182862054037e-05
Position 333: 5.578354021426472e-05
Position 343: 4.67255552846822e-05
Position 118: 1.1235303093328029e-05
Position 447: 5.1809080449938794e-06
Position 493: 1.102921593243169e-06
Position 520: 1.013239648203152e-06
Position 481: 9.326316348245993e-07
Position 468: 4.4682903639359364e-07
Position 241: 2.0958164994861586e-07
Position 489: 9.532542804944402e-08
Position 63: 5.8700933115798926e-08
Position 635: 5.1483426782778856e-08
Position 497: 2.761350337348096e-08
Position 645: 7.687673787792867e-09
Position 504: 4.40012298411446e-09
Position 600: 4.110255509188082e-09
Position 612: 2.329113833610945e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 479: 0.9377672884303143
Position 267: 0.6940077629275789
Position 525: 0.05149603057790639
Position 234: 0.01386862953072305
Position 87: 0.0030836908758167217
Position 241: 0.002169569197410564
Position 489: 0.0012442409503763958
Position 247: 0.0004172323307779465
Position 123: 0.0003117893765173061
Position 285: 0.0003049976146524586
Position 481: 0.00027817545890563737
Position 333: 0.00022644573052028148
Position 76: 0.00020591894701248224
Position 444: 0.00017310659576637213
Position 129: 6.987100384984123e-05
Position 577: 3.147856614558319e-05
Position 546: 3.101211321457242e-05
Position 215: 1.5523776988704913e-05
Position 92: 1.3535108432139817e-05
Position 612: 6.710330589078741e-06
Position 294: 5.254310727020729e-06
Position 609: 4.862782862266991e-06
Position 312: 4.763643850373198e-06
Position 309: 3.2849405651312805e-06
Position 551: 3.075397023598168e-06
Position 537: 2.8351887209508006e-06
Position 168: 2.2806444176863393e-06
Position 352: 1.6185794265813326e-06
Position 621: 1.2657451321898025e-06
Position 452: 1.1424386382682687e-06
Position 300: 9.919352305676274e-07
Position 591: 9.918824479891733e-07
Position 348: 9.003703524317708e-07
Position 369: 8.374495418470596e-07
Position 97: 7.323448228652636e-07
Position 171: 7.106497749270629e-07
Position 363: 6.293180585273319e-07
Position 594: 5.726502265899723e-07
Position 389: 5.265492430661434e-07
Position 657: 4.625834312367343e-07
Position 279: 2.47972641608333e-07
Position 654: 2.0351472778012216e-07
Position 381: 2.0252417178157742e-07
Position 422: 1.9440433676845857e-07
Position 376: 1.8250008986846024e-07
Position 627: 1.8179782614956638e-07
Position 392: 1.7537063144485498e-07
Position 198: 1.530504024072276e-07
Position 555: 1.1584596933536202e-07
Position 597: 1.1582656358460185e-07
Position 588: 1.063802564608485e-07
Position 687: 9.189937886830262e-08
Position 571: 5.353003218897563e-08
Position 558: 3.280375397622864e-08
Position 410: 2.2169593466862526e-08
Position 631: 1.9498240309347937e-08
Position 645: 7.134652537695718e-09
Position 675: 6.069835901728297e-09
Position 182: 1.921970420163737e-09
Position 663: 1.4506534892012798e-09
Position 600: 1.0858391628327545e-09
Position 187: 7.769381097173453e-11
Position 667: 6.463266917933305e-12
Position 623: 5.297208621693712e-12
Position 176: 2.793999458280014e-12
Position 217: 1.3215266907544035e-15
