Gene = CG10341
index = 75
Annotated 5SS: [263]
Annotated 3SS: [321]
SMsplice 5SS: [263]
SMsplice 3SS: [321]
Partition function (log Z): -6.550913896999267

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.9801620972506854
Position 24: 0.3546828491190705
Position 432: 0.2120264294851832
Position 39: 0.1250455124683473
Position 963: 0.020353581715077427
Position 381: 0.01887748614883397
Position 429: 0.00470481675141428
Position 43: 0.0018235261057450312
Position 467: 0.0017947698048081109
Position 938: 0.0011703147867331465
Position 702: 0.001007800796767201
Position 441: 0.0009943940832500345
Position 579: 0.0009865452777120679
Position 52: 0.0007046073747027862
Position 765: 0.0006823430897199246
Position 436: 0.0004922050408357897
Position 28: 0.0004643859895190951
Position 1199: 0.0003433840106626131
Position 1260: 0.0003278630127880442
Position 128: 0.0003180350528723772
Position 366: 0.00025952897181296417
Position 1265: 0.0002584017899390222
Position 808: 0.00022361464346082197
Position 1476: 0.00021677322205041253
Position 1219: 0.00017784065696615294
Position 628: 0.00016414578666099585
Position 1166: 0.00012124092879841104
Position 1053: 8.481942188381695e-05
Position 453: 7.87095745726697e-05
Position 41: 6.964402047781623e-05
Position 711: 6.755669103388126e-05
Position 1152: 6.193329966044518e-05
Position 62: 5.60887455679609e-05
Position 540: 5.005828124340986e-05
Position 1206: 3.5499073296914504e-05
Position 717: 2.872527821171677e-05
Position 145: 2.274629930559464e-05
Position 943: 2.1890580181698757e-05
Position 469: 2.186720469676686e-05
Position 846: 2.0131545529807072e-05
Position 1323: 2.0015005373585238e-05
Position 889: 1.8855496970949292e-05
Position 1175: 1.7368985110588142e-05
Position 1020: 1.7304147771311815e-05
Position 946: 1.6479075126407888e-05
Position 243: 1.5561737611651587e-05
Position 672: 1.5407208560795465e-05
Position 564: 1.390590187202321e-05
Position 336: 1.2093529619402856e-05
Position 389: 1.1926840439144286e-05
Position 597: 1.1845167115338789e-05
Position 1164: 1.1814880027878402e-05
Position 1187: 1.156133708125845e-05
Position 1065: 1.0213851124326634e-05
Position 1173: 8.632809571196511e-06
Position 517: 6.167756889962398e-06
Position 1377: 5.106058481586937e-06
Position 1083: 4.7797466176586505e-06
Position 1263: 4.719742159820718e-06
Position 632: 4.279585823173703e-06
Position 681: 4.153044229603699e-06
Position 1356: 3.730792366328833e-06
Position 1185: 3.6554544130821466e-06
Position 1180: 3.6259146735970253e-06
Position 504: 2.9961724326672974e-06
Position 619: 2.985501116129953e-06
Position 1546: 2.818161645077079e-06
Position 1343: 2.2298133600485058e-06
Position 1144: 2.2201202633935023e-06
Position 882: 2.05530627110278e-06
Position 759: 1.9385548166209183e-06
Position 1038: 1.7606331025006908e-06
Position 110: 1.719086739960802e-06
Position 1561: 1.5141377841317186e-06
Position 756: 1.4078433763133278e-06
Position 1077: 1.2349327473065187e-06
Position 1515: 1.033727245371753e-06
Position 95: 9.609068175261034e-07
Position 1543: 8.577251535716432e-07
Position 348: 7.974203806067109e-07
Position 1531: 7.437682451887255e-07
Position 507: 6.706448423394649e-07
Position 1485: 6.336929214681092e-07
Position 471: 6.236769535742121e-07
Position 751: 6.054582152221458e-07
Position 339: 4.6518600600125617e-07
Position 193: 4.618135930649674e-07
Position 1787: 4.6048002529065246e-07
Position 1130: 3.7327901545852074e-07
Position 1299: 3.422542346700913e-07
Position 1089: 2.0453028429014827e-07
Position 291: 1.756724806820787e-07
Position 1799: 6.205344923233188e-08
Position 1125: 5.315061915244946e-08
Position 1058: 4.067450186734559e-08
Position 1467: 1.5039587054044737e-08
Position 1743: 9.725388737974323e-10
Position 1844: 8.916851339057344e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 321: 0.7692340505195255
Position 79: 0.31551251662257307
Position 498: 0.20031025936017224
Position 110: 0.15585230731619437
Position 324: 0.14103988222290317
Position 456: 0.04092091508916867
Position 1313: 0.018018347288803225
Position 1007: 0.0128566851661765
Position 118: 0.010262829269959663
Position 342: 0.006467306230089534
Position 646: 0.006234514211280158
Position 756: 0.00536948777074225
Position 1718: 0.004086428493905311
Position 1743: 0.003529308153008539
Position 339: 0.0025592265743326157
Position 607: 0.0023044042863002248
Position 1142: 0.002088463195512146
Position 1642: 0.0018938266189822885
Position 1461: 0.0018851866095591894
Position 762: 0.0018433066424818388
Position 1219: 0.0015108818608540716
Position 584: 0.0014822492051371526
Position 1595: 0.0014591694911728938
Position 1263: 0.001401916783160954
Position 1380: 0.0013036975717391828
Position 1721: 0.001186573082486618
Position 540: 0.001184824471665156
Position 1691: 0.0010593842133127598
Position 1229: 0.0010236027205799733
Position 579: 0.0010156035372339922
Position 512: 0.0008843653895491553
Position 422: 0.00087100858799083
Position 362: 0.0008624282022816587
Position 717: 0.0008093264200851331
Position 190: 0.0007704655467247202
Position 1571: 0.0007539133411632203
Position 860: 0.0007155172795763367
Position 348: 0.0007142303854339612
Position 1058: 0.00067578438447186
Position 1679: 0.0006511516188895411
Position 831: 0.0006367856254677304
Position 1073: 0.00048756812780499734
Position 953: 0.0004394338876699961
Position 1359: 0.0003847461389903775
Position 1053: 0.0003811856666631864
Position 615: 0.0003733530880523645
Position 930: 0.00027566228377430346
Position 1497: 0.00024630786525297303
Position 351: 0.00023991027582534615
Position 711: 0.00023872195173398156
Position 686: 0.00022639877329256786
Position 1240: 0.0002259850224954907
Position 1515: 0.00018351532402955921
Position 1139: 0.00016890841560247762
Position 857: 0.00015855721502619458
Position 1657: 0.00013863205659362475
Position 1401: 0.0001345915955921019
Position 1011: 0.00012893442143724134
Position 1368: 0.00012524298135055284
Position 672: 0.00010923487132363009
Position 1616: 9.635883619093002e-05
Position 834: 9.512960991627077e-05
Position 428: 9.411930564607595e-05
Position 302: 8.958605775636227e-05
Position 1604: 8.94768954114826e-05
Position 89: 8.879355512519939e-05
Position 467: 7.590244018708656e-05
Position 918: 7.478762750716937e-05
Position 1013: 7.306496004062313e-05
Position 399: 6.541705928935609e-05
Position 365: 6.365741559893248e-05
Position 681: 6.329048077133438e-05
Position 628: 6.186068319081509e-05
Position 169: 3.4883689820928214e-05
Position 1185: 3.3959298394256134e-05
Position 135: 3.233007844366762e-05
Position 1844: 2.899941658521118e-05
Position 528: 2.1743043961017987e-05
Position 1441: 1.7418608208619388e-05
Position 126: 1.3774191705628027e-05
Position 291: 1.360127948660573e-05
Position 1323: 1.2999877928610597e-05
Position 1398: 1.1381985137476073e-05
Position 1695: 1.0752564831789687e-05
Position 1151: 1.0573462124652361e-05
Position 441: 9.077456094221552e-06
Position 1421: 8.65583364005898e-06
Position 1610: 8.582218090845988e-06
Position 896: 8.546495737327496e-06
Position 619: 7.347710673813041e-06
Position 796: 6.714325436460482e-06
Position 1329: 6.390711010551374e-06
Position 1894: 6.279118038849051e-06
Position 802: 5.116797996833876e-06
Position 871: 4.92105565710008e-06
Position 963: 3.248694503157942e-06
Position 212: 2.9669927828368114e-06
Position 799: 2.4718367639949014e-06
Position 157: 2.4098055476310744e-06
Position 1410: 2.301460721416322e-06
Position 222: 2.2528866680456834e-06
Position 1577: 2.1432141080988267e-06
Position 805: 1.9923140264436956e-06
Position 226: 1.9806237176508547e-06
Position 238: 1.950086810442339e-06
Position 359: 1.929666388450951e-06
Position 969: 1.8852485340795813e-06
Position 150: 1.693703881518045e-06
Position 517: 1.2120310439546674e-06
Position 1853: 1.199435271815174e-06
Position 1164: 9.896437000721373e-07
Position 458: 6.143234567717552e-07
Position 253: 6.119828390077198e-07
Position 1505: 5.594430855773268e-07
Position 1573: 3.4643174752791005e-07
Position 933: 3.185467000204402e-07
