Gene = Pex3
index = 1372
Annotated 5SS: [195]
Annotated 3SS: [313]
SMsplice 5SS: [181]
SMsplice 3SS: [1732]
Partition function (log Z): -10.882917741399556

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.3984404904365997
Position 1216: 0.26176456599075243
Position 275: 0.24057309621561848
Position 27: 0.15772249314912004
Position 173: 0.035791085185412595
Position 1890: 0.0330858096876941
Position 1861: 0.011516390644161165
Position 195: 0.010163158635392603
Position 493: 0.006248436654960659
Position 1902: 0.005146912555462565
Position 628: 0.0037790976021854225
Position 336: 0.003206383404412725
Position 1662: 0.002516747595021861
Position 500: 0.0024401415516589523
Position 802: 0.0023340277473212524
Position 1376: 0.002056854649609742
Position 726: 0.002050865519290484
Position 956: 0.0017882152991143597
Position 314: 0.0016117388269841439
Position 1650: 0.001365567999809313
Position 973: 0.0009684627988652304
Position 1814: 0.0006789613331349137
Position 1703: 0.0006518624478237473
Position 1900: 0.0006031242210116238
Position 900: 0.0005566175162911786
Position 620: 0.00044712400669739136
Position 1869: 0.00042876436894852564
Position 1104: 0.00040619622820381506
Position 836: 0.000385449720220171
Position 217: 0.0003373071813246224
Position 471: 0.00023542319911081417
Position 1614: 0.00022892434118041007
Position 1326: 0.00022814370985229263
Position 1156: 0.00021954630373803845
Position 234: 0.0001926626136069802
Position 478: 0.0001858080033611875
Position 1223: 0.0001825478422453926
Position 1321: 0.0001516408847912315
Position 1864: 0.00014845252188056332
Position 1558: 0.0001284140974063678
Position 877: 0.00010382303488114144
Position 321: 9.713811114038145e-05
Position 1201: 9.256082712905437e-05
Position 1297: 6.193628762288082e-05
Position 675: 6.141858226869699e-05
Position 1522: 5.216503488770566e-05
Position 1682: 5.006901753061341e-05
Position 421: 4.7396337267147944e-05
Position 618: 3.5549034902657094e-05
Position 543: 3.447500015753781e-05
Position 1925: 3.4383145717849055e-05
Position 1787: 3.438038978275298e-05
Position 754: 3.3319406906467394e-05
Position 1076: 3.103013005258427e-05
Position 387: 3.0514834755502432e-05
Position 1038: 3.0326041255145483e-05
Position 1699: 2.6651570964349306e-05
Position 1226: 2.31867800805865e-05
Position 817: 2.250668614534883e-05
Position 1448: 2.000144957806023e-05
Position 810: 1.7091585220242203e-05
Position 664: 1.6360330678619482e-05
Position 538: 1.4745331664625062e-05
Position 159: 1.4493528709891368e-05
Position 1411: 1.3796495801508123e-05
Position 1203: 1.2275875214515946e-05
Position 1422: 1.2135513495734953e-05
Position 1176: 1.1858571655759927e-05
