Gene = mRpL15
index = 1764
Annotated 5SS: [224]
Annotated 3SS: [294]
SMsplice 5SS: [224]
SMsplice 3SS: [294]
Partition function (log Z): -2.110758797087223

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.9986057696186835
Position 5: 0.006538896992939365
Position 58: 0.0045886682778561875
Position 551: 0.0016748806388665494
Position 9: 0.0016372773930685837
Position 33: 0.001060978152907296
Position 710: 0.000661906684882527
Position 231: 0.0005736148271476315
Position 356: 0.0005284081672810979
Position 228: 0.00019484716622267449
Position 652: 0.00015292523336092264
Position 703: 0.00012259204628883722
Position 15: 0.00011527447201338042
Position 903: 9.849977549208093e-05
Position 765: 9.041234077956211e-05
Position 591: 3.8875799287678385e-05
Position 762: 2.739666641018154e-05
Position 673: 2.3734447122605284e-05
Position 701: 2.2078892092879613e-05
Position 462: 2.000500723659048e-05
Position 493: 9.283959213812647e-06
Position 56: 6.2708799835530205e-06
Position 549: 5.400563340345656e-06
Position 1018: 4.780678187755121e-06
Position 778: 3.6865303494205693e-06
Position 596: 2.5249804266987894e-06
Position 979: 1.2828408127062212e-06
Position 942: 9.061844333721191e-07
Position 165: 7.094318511708446e-07
Position 117: 4.793910530694468e-07
Position 252: 3.632613082327736e-07
Position 249: 3.4256080848945654e-07
Position 889: 2.625841016678872e-07
Position 179: 2.5476309639449834e-07
Position 817: 2.411872358143171e-08
Position 160: 1.3213276444646474e-08
Position 107: 7.413261276966945e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 294: 0.9973494971461502
Position 107: 0.013323813683101038
Position 300: 0.002474657909411429
Position 603: 0.0013341954783887974
Position 791: 0.0007934749704714577
Position 633: 0.000489708879525827
Position 734: 0.00023675423412538183
Position 810: 0.00017895870739454198
Position 840: 0.0001311637153246508
Position 762: 0.00011638148862749171
Position 961: 9.631661384156871e-05
Position 416: 5.3928169649008955e-05
Position 517: 5.168026940002641e-05
Position 456: 3.410824883088761e-05
Position 759: 2.014604024045395e-05
Position 1088: 1.9644968762434578e-05
Position 774: 1.7583501594259015e-05
Position 639: 1.495267750788352e-05
Position 657: 1.289932209849778e-05
Position 441: 6.301134172259215e-06
Position 220: 5.73113053838854e-06
Position 462: 5.608650022183038e-06
Position 900: 5.00346060540489e-06
Position 402: 4.593120351810703e-06
Position 915: 4.372942467823825e-06
Position 493: 4.270797293613494e-06
Position 778: 4.2133211495360926e-06
Position 542: 3.6895900547282213e-06
Position 966: 3.5261602097843192e-06
Position 136: 2.747538307144452e-06
Position 903: 1.9673434737257855e-06
Position 875: 1.8146199409363529e-06
Position 591: 1.6294262917313e-06
Position 524: 1.501984918541639e-06
Position 148: 9.565403487353943e-07
Position 157: 7.99793187776276e-07
Position 879: 6.62284303336493e-07
Position 308: 6.148950915368815e-07
Position 867: 5.616945186516593e-07
Position 974: 4.6098995944769287e-07
Position 360: 3.762423237941399e-07
Position 930: 3.7011381242471675e-07
Position 688: 2.6629872657787545e-07
Position 528: 2.4541322781851237e-07
Position 366: 1.8074758428251413e-07
Position 1018: 1.6931478355376053e-07
Position 934: 1.632147161573719e-07
Position 665: 1.560099666431461e-07
Position 817: 1.529264694515419e-07
Position 1054: 1.2926866089974685e-07
Position 1044: 1.261251637633555e-07
Position 1038: 7.777869913292616e-08
Position 330: 7.493641576153508e-08
Position 679: 5.440384420847479e-08
Position 242: 5.119878978894279e-08
Position 429: 3.993513025020991e-08
Position 693: 3.3062787547040563e-08
Position 889: 3.0181662391276e-08
Position 322: 1.7464516369079525e-08
Position 348: 1.4117395588962038e-08
Position 651: 6.069873754737603e-09
Position 979: 5.888483038069736e-09
Position 337: 7.037720627521447e-10
Position 948: 4.473484891377806e-10
Position 249: 2.3977158334854116e-10
Position 1059: 1.9187555540934998e-10
Position 669: 1.2867698795267163e-10
Position 690: 8.709321208258762e-11
Position 325: 5.728152827276793e-13
Position 228: 3.7112876476301863e-13
