Gene = ver
index = 1924
Annotated 5SS: [84]
Annotated 3SS: [439]
SMsplice 5SS: [73]
SMsplice 3SS: [129]
Partition function (log Z): -12.87891923087719

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.3204615889770145
Position 73: 0.24395064718080783
Position 70: 0.16856271787571311
Position 222: 0.11986918318119004
Position 116: 0.035257949019005835
Position 340: 0.027643068885524757
Position 276: 0.022264303533166722
Position 181: 0.009231687299414286
Position 29: 0.00739726051839164
Position 267: 0.007230363067953483
Position 230: 0.006703871803908245
Position 131: 0.006265224018385148
Position 149: 0.004907803255254319
Position 859: 0.0030357611756483
Position 50: 0.002553116778354115
Position 297: 0.002475296951003487
Position 139: 0.002379430879033203
Position 129: 0.0018649736968960227
Position 527: 0.0017871768500519096
Position 377: 0.0014595489348341343
Position 894: 0.0008407449419270963
Position 16: 0.000814841484320844
Position 883: 0.0007420011664814566
Position 688: 0.0006263872050832308
Position 534: 0.0005779743752936848
Position 548: 0.00048370812832277863
Position 559: 0.0004644448586391319
Position 157: 0.00041850548492151923
Position 299: 0.00039823960538413794
Position 571: 0.0003340387922726007
Position 646: 0.0002818012922046876
Position 1103: 0.00026324206658265986
Position 199: 0.00024536335755028806
Position 470: 0.00022129649714864964
Position 355: 0.00020318344646909808
Position 252: 0.0001933970387705871
Position 551: 0.0001866543981142292
Position 812: 0.00017051828970830895
Position 505: 9.479459225230162e-05
Position 807: 8.920651054615944e-05
Position 628: 6.560972679634716e-05
Position 974: 6.331516964545529e-05
Position 45: 3.6456145241914224e-05
Position 726: 3.405923258872574e-05
Position 1098: 2.9977147577729257e-05
Position 821: 2.8417755933096913e-05
Position 630: 2.6866711330883336e-05
Position 947: 2.3763195563578853e-05
Position 944: 2.1178875358769092e-05
Position 202: 2.0455957466802172e-05
Position 1107: 1.9535963099338495e-05
Position 793: 1.9482331756670764e-05
Position 957: 1.9270588591355803e-05
Position 834: 7.035657334453773e-06
Position 120: 5.056402991127101e-06
Position 1114: 3.469525330545584e-06
Position 1036: 3.075076116064347e-06
Position 717: 2.4986200760104885e-06
Position 714: 8.606729960020919e-07
Position 990: 1.673860165336819e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 129: 0.3939897723631824
Position 439: 0.33216307779506976
Position 344: 0.07719992651420095
Position 468: 0.06376138473654257
Position 194: 0.02537676648251015
Position 525: 0.02357340295640645
Position 591: 0.022203154978872427
Position 164: 0.0176957634386054
Position 516: 0.011141512123838125
Position 640: 0.007351054056583902
Position 990: 0.004780624358449966
Position 191: 0.00350078219983249
Position 929: 0.0031177326995371762
Position 609: 0.002632814391016449
Position 956: 0.002600440579829763
Position 181: 0.0024799275634774932
Position 726: 0.0014842350193319854
Position 803: 0.0014631700444360793
Position 226: 0.001237608497002389
Position 418: 0.0009032712735319928
Position 355: 0.0006497481133919991
Position 484: 0.0005677712646634372
Position 445: 0.0005372139712697077
Position 1149: 0.00041624596650329876
Position 1000: 0.0004129118983315348
Position 452: 0.0003995438716978375
Position 882: 0.0003939539191965295
Position 1160: 0.00026935063027750934
Position 1039: 0.0002511611136462964
Position 470: 9.554067577096445e-05
Position 764: 9.39806148270714e-05
Position 202: 8.899480130077737e-05
Position 800: 7.603069742598154e-05
Position 238: 5.929210732104802e-05
Position 477: 5.4780702039563284e-05
Position 488: 5.366764198721376e-05
Position 969: 4.366788027425815e-05
Position 558: 4.234284657408865e-05
Position 534: 2.8900850696302607e-05
Position 492: 2.760694306634242e-05
Position 714: 2.4425699071493172e-05
Position 812: 2.016169436758953e-05
Position 618: 1.6790235116828723e-05
Position 1064: 1.5150681282854132e-05
Position 821: 1.459294376641464e-05
Position 920: 1.1132101431622339e-05
Position 759: 1.0840191936587746e-05
Position 624: 1.0537873130757508e-05
Position 849: 9.952499628687714e-06
Position 1004: 9.116973831951497e-06
Position 1080: 6.798574739201549e-06
Position 1098: 6.737541296727718e-06
Position 817: 2.7717246399536183e-06
Position 840: 1.6557298460079587e-06
Position 597: 8.522233841731797e-07
Position 894: 6.609930139535406e-07
Position 527: 5.625759828372298e-07
Position 851: 7.16346918248106e-10
Position 863: 2.1811451099302563e-14
