Gene = RpS9
index = 1454
Annotated 5SS: [  32  476 1067]
Annotated 3SS: [ 229  879 1372]
SMsplice 5SS: [  32  476 1250]
SMsplice 3SS: [ 229  879 1372]
Partition function (log Z): 7.070757773846833

Sorted 5' Splice Sites (High to Low Probability):
Position 476: 0.9945201571445274
Position 32: 0.7734753516670118
Position 1250: 0.7666078451532831
Position 1067: 0.515210689179664
Position 132: 0.11458825732430461
Position 1136: 0.029401308874114306
Position 176: 0.024515764306034638
Position 115: 0.016477947792269302
Position 128: 0.012841085135393476
Position 20: 0.01261689929465613
Position 71: 0.011538818167863937
Position 1557: 0.00954824917167253
Position 678: 0.004707033950011446
Position 1629: 0.0036129922589128454
Position 416: 0.0030945850824972234
Position 151: 0.002817435776729417
Position 740: 0.0020594333641449727
Position 999: 0.00167265788284146
Position 1608: 0.0016017797558901725
Position 1310: 0.0012239504976493307
Position 396: 0.0011878369599754442
Position 1554: 0.000805990852015318
Position 36: 0.0006198344140011551
Position 585: 0.0005663049163808531
Position 428: 0.00042866316839597997
Position 955: 0.0004093588596021286
Position 1051: 0.000398116386954159
Position 1205: 0.0002859535157100271
Position 1057: 0.00020648408327169726
Position 697: 0.00019610955459148914
Position 1173: 0.0001460934370298702
Position 1266: 0.00013647081664766814
Position 480: 0.00012947628876272766
Position 357: 0.00012400298591717582
Position 236: 0.00011875851932411263
Position 464: 0.00010560951064547408
Position 613: 0.00010502946396752555
Position 1522: 9.232848335687669e-05
Position 83: 8.689775885698892e-05
Position 682: 8.115657928180237e-05
Position 1192: 6.563045540224295e-05
Position 1386: 6.524445853492573e-05
Position 1022: 6.172183567472918e-05
Position 362: 6.12056225809246e-05
Position 599: 3.598017854214878e-05
Position 789: 3.15546865456742e-05
Position 1188: 2.937379566718401e-05
Position 565: 2.7898919009015754e-05
Position 982: 2.521508013152349e-05
Position 642: 2.318808715617215e-05
Position 1131: 2.2836751503971387e-05
Position 1254: 2.177371256279388e-05
Position 1001: 2.1111361939536025e-05
Position 256: 2.0074047097730702e-05
Position 769: 1.8790680427029043e-05
Position 382: 1.8054313743701633e-05
Position 985: 1.575058238148391e-05
Position 189: 1.274954672746463e-05
Position 948: 1.2645446813470463e-05
Position 903: 1.221395389023845e-05
Position 1273: 1.0907885274970952e-05
Position 719: 1.0671032143318909e-05
Position 1567: 9.966748797856166e-06
Position 1152: 9.597196036853542e-06
Position 1403: 8.387821344504895e-06
Position 1516: 7.699404836200145e-06
Position 504: 6.7013718293353294e-06
Position 1213: 6.669635536532299e-06
Position 1097: 5.899140553029802e-06
Position 1041: 4.869416401647353e-06
Position 783: 4.8597753986324595e-06
Position 1667: 4.845432462771479e-06
Position 339: 4.172565549079325e-06
Position 880: 3.838185707538192e-06
Position 1477: 3.769843077327082e-06
Position 1126: 3.445602709807529e-06
Position 533: 3.1323790827998375e-06
Position 391: 2.946512849278692e-06
Position 277: 2.7999186764829672e-06
Position 669: 1.9381009793302895e-06
Position 1482: 1.8862309427953005e-06
Position 229: 1.8146606666403762e-06
Position 1389: 1.540112711700228e-06
Position 661: 1.442736436775491e-06
Position 611: 1.0641494537613075e-06
Position 596: 1.0590349324400444e-06
Position 244: 9.562057777526747e-07
Position 926: 9.307145400687525e-07
Position 468: 9.115888583054651e-07
Position 1374: 8.740902658480744e-07
Position 907: 7.620044947902175e-07
Position 1471: 7.492272419407055e-07
Position 1359: 5.336593282065398e-07
