Gene = Ttc30
index = 1576
Annotated 5SS: [ 138  374 1476 1820]
Annotated 3SS: [ 194  473 1608 2086]
SMsplice 5SS: [ 374 1476 1820]
SMsplice 3SS: [ 473 1608 2086]
Partition function (log Z): -3.70680196235578

Sorted 5' Splice Sites (High to Low Probability):
Position 1476: 0.9419489821081346
Position 374: 0.5642354899974708
Position 748: 0.5332490575070491
Position 1820: 0.4983490998615855
Position 390: 0.1507412540030511
Position 408: 0.09091641048844966
Position 138: 0.07683118831574032
Position 368: 0.07154274346868697
Position 244: 0.05078568993154847
Position 2022: 0.04946124954433576
Position 422: 0.03744297852528659
Position 1266: 0.03153293985582862
Position 411: 0.023148411396144365
Position 1883: 0.014054824014174282
Position 1874: 0.007138339740962091
Position 406: 0.006826949277176397
Position 1915: 0.00661046399250535
Position 2008: 0.006502183641319842
Position 1940: 0.005361610649847674
Position 1492: 0.00507675600028353
Position 145: 0.003882235398022929
Position 2018: 0.003244658599077259
Position 103: 0.0030594378876489603
Position 114: 0.002258640169242563
Position 1799: 0.0017102225595736513
Position 2046: 0.001456917777430616
Position 752: 0.0013237054788660099
Position 2322: 0.0011455518283514992
Position 1531: 0.0008882599790443229
Position 384: 0.0008030254547547905
Position 1118: 0.0004975197080509601
Position 1783: 0.0004635134336266711
Position 2001: 0.00035227665550680584
Position 1704: 0.00032743386272343026
Position 1106: 0.00031832738854996356
Position 431: 0.0003053651183354038
Position 394: 0.0003015175591169362
Position 1895: 0.0002948198663525207
Position 1480: 0.00026749656046733247
Position 1408: 0.00021668726140138076
Position 911: 0.00020799708089598522
Position 590: 0.00018353261691131644
Position 2363: 0.00017870299532565784
Position 922: 0.00015652801451988225
Position 2092: 0.00013234093611467633
Position 1373: 0.00013054522404039572
Position 2341: 0.000109541327509091
Position 43: 0.00010461375864580732
Position 2373: 9.364170995023282e-05
Position 41: 8.650826167794795e-05
Position 268: 7.376049346990308e-05
Position 1699: 6.263626810389427e-05
Position 1151: 5.844210174535754e-05
Position 341: 5.8309327527043566e-05
Position 2252: 5.505356237839248e-05
Position 1917: 5.456198302806328e-05
Position 289: 4.855220235937867e-05
Position 445: 4.658188551360396e-05
Position 1176: 4.42008420145447e-05
Position 1322: 4.072474623870841e-05
Position 721: 4.001022773591303e-05
Position 1742: 3.9528634892150095e-05
Position 1349: 3.7122604859635734e-05
Position 2096: 3.303532936478447e-05
Position 2076: 2.7743546560265527e-05
Position 545: 2.516890634892154e-05
Position 2263: 2.5027817073527475e-05
Position 1974: 2.4296686943036806e-05
Position 1290: 2.3513046404973492e-05
Position 80: 2.3289642860793648e-05
Position 186: 2.1808513614317928e-05
Position 781: 1.912716798882949e-05
Position 1134: 1.809571050873629e-05
Position 1537: 1.6971366733795073e-05
Position 575: 1.5510586834283907e-05
Position 844: 1.5018599215655032e-05
Position 219: 1.5015179299127963e-05
Position 1399: 1.4255567263778573e-05
Position 1692: 1.3677186124888366e-05
Position 2557: 1.2031582808025e-05
Position 2175: 1.1425957403388109e-05
Position 227: 1.1148484140723021e-05
Position 1099: 8.981963556806658e-06
Position 1664: 8.078976980258493e-06
Position 1069: 7.980760493583228e-06
Position 238: 7.820957040731334e-06
Position 769: 7.029514152328888e-06
Position 2249: 5.893573790911023e-06
Position 2326: 4.779905682098008e-06
Position 2441: 4.7785117857167135e-06
Position 573: 4.362238814996431e-06
Position 2122: 3.756105822374881e-06
Position 529: 3.5211416895455997e-06
Position 2180: 2.7736236443859296e-06
Position 2240: 2.656328228814069e-06
Position 1329: 2.5437240062505104e-06
Position 1552: 2.265577052040216e-06
Position 1542: 1.5817302503065104e-06
Position 1111: 1.0602455852541735e-06
Position 2287: 7.274192791647251e-07
Position 693: 7.197121224902367e-07
Position 1571: 5.334003136503879e-07
Position 1622: 5.052133880517131e-07
Position 1554: 3.462094418799691e-07
Position 1608: 3.221767704619149e-07
Position 2126: 2.1852512574475683e-07
Position 2233: 1.8209036386654316e-07
Position 2516: 1.0682136769476025e-07
Position 2108: 8.681468110130997e-08
Position 2467: 8.646845497144811e-08
Position 1619: 7.167195160536886e-08
Position 1364: 5.4653474619621587e-08
Position 2432: 5.1542648695544004e-08
Position 489: 7.788271846567213e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.8872581795642721
Position 1608: 0.7527003605851589
Position 2086: 0.5372002256041083
Position 810: 0.2581178053221557
Position 847: 0.10318090886091118
Position 2149: 0.09064071125579608
Position 1322: 0.0715866510187814
Position 305: 0.06132220040173478
Position 2105: 0.053349344383924115
Position 194: 0.03730931313957747
Position 1974: 0.03500872632724514
Position 501: 0.03108342286034302
Position 804: 0.0273877685496303
Position 1977: 0.025817686659074975
Position 1385: 0.020580930569224467
Position 2045: 0.019876175816158737
Position 489: 0.01746293107849807
Position 1571: 0.016318084488053382
Position 200: 0.015975336965915053
Position 871: 0.013398716105091255
Position 1173: 0.012749909537916583
Position 1364: 0.011568914166580773
Position 1883: 0.011530262677543457
Position 1531: 0.009628306641617837
Position 963: 0.007804898445111383
Position 1756: 0.0072100310817894645
Position 445: 0.006621409662879574
Position 238: 0.005335770210423504
Position 2018: 0.004440850001368174
Position 2001: 0.0037842146178529283
Position 179: 0.003748213300832473
Position 1170: 0.003473948663036233
Position 883: 0.0034486663317841223
Position 1736: 0.0030225905609248048
Position 1940: 0.002327196762176014
Position 1348: 0.0022864592785149314
Position 2437: 0.0022287403411031183
Position 1105: 0.002188663367011614
Position 1290: 0.0020335792475481055
Position 982: 0.0015359891322554117
Position 537: 0.0013998040749879988
Position 2027: 0.0013601780640788402
Position 1692: 0.0013039021160209335
Position 1907: 0.001066078284233123
Position 978: 0.0009201499954124399
Position 997: 0.0007498805614606501
Position 1851: 0.0005990357522851199
Position 1329: 0.0005616251489446458
Position 1341: 0.0005221352181460934
Position 206: 0.0004626689704246858
Position 1206: 0.000434075301067126
Position 699: 0.00041699552417852586
Position 608: 0.0003780094572185188
Position 853: 0.0003738076432068876
Position 819: 0.0003729569504942635
Position 454: 0.00036029164498126344
Position 1063: 0.00029063127465831407
Position 2155: 0.00028214581286342656
Position 917: 0.0002632260807942368
Position 1124: 0.00023972419058024535
Position 588: 0.00018870865374708985
Position 2368: 0.0001736622590840976
Position 582: 0.00017136812565441553
Position 552: 0.0001700178240685975
Position 2516: 0.00015939127750731153
Position 891: 0.00013698198832699598
Position 1984: 0.0001240970944490467
Position 613: 0.00011043984517362278
Position 1509: 0.00010672452965733643
Position 1266: 0.00010186912298824415
Position 2658: 8.155176053282974e-05
Position 1404: 8.014619087435163e-05
Position 2407: 6.417130945640334e-05
Position 2440: 6.185870266171676e-05
Position 840: 6.15267785049551e-05
Position 1699: 5.05245898346488e-05
Position 1891: 5.0009993674921116e-05
Position 1399: 4.807398248355168e-05
Position 769: 4.579921618025203e-05
Position 1048: 4.551301539322943e-05
Position 630: 4.2719137278625196e-05
Position 1008: 4.233900390158667e-05
Position 1944: 3.6295500690415984e-05
Position 2602: 2.9614419132037624e-05
Position 1912: 2.2941915046121543e-05
Position 1839: 2.2923030241317196e-05
Position 1711: 1.6957328161985223e-05
Position 421: 1.4320930710106486e-05
Position 1807: 1.401917419961056e-05
Position 2320: 1.20338925405107e-05
Position 1407: 1.1748972516393927e-05
Position 2404: 1.0599858603902963e-05
Position 714: 1.0550166550406129e-05
Position 1015: 1.0491635155513723e-05
Position 1670: 9.692906134080879e-06
Position 664: 9.129210919900935e-06
Position 2188: 8.563136054442332e-06
Position 555: 8.170346864894978e-06
Position 411: 7.644244561522878e-06
Position 873: 7.443581058389885e-06
Position 645: 7.34926331068193e-06
Position 1055: 7.341292886253793e-06
Position 1012: 6.7649562597589215e-06
Position 1431: 6.285953093733078e-06
Position 708: 5.592978070861685e-06
Position 1464: 4.655879065341241e-06
Position 1677: 4.538937422420192e-06
Position 573: 4.504841201048245e-06
Position 735: 4.248164634785131e-06
Position 2634: 3.4956374929919388e-06
Position 1128: 3.1081393002755286e-06
Position 2180: 2.9713184495711032e-06
Position 215: 2.5470416658322465e-06
Position 1895: 1.951706446475112e-06
Position 2218: 1.917048779537835e-06
Position 248: 1.9096486358157167e-06
Position 1452: 1.8038193367858497e-06
Position 1439: 1.7542655751386824e-06
Position 359: 1.24752725060854e-06
Position 227: 1.225764101446423e-06
Position 314: 1.0759346361276271e-06
Position 2287: 1.040962286652768e-06
Position 2164: 9.916521730174421e-07
Position 406: 9.68229965496293e-07
Position 2203: 9.382273405672196e-07
Position 1914: 7.030630464763276e-07
Position 317: 6.843604800658346e-07
Position 2548: 6.83442067841714e-07
Position 2467: 4.58928045623554e-07
Position 2578: 3.879608227460175e-07
Position 748: 3.8350296873282287e-07
Position 89: 3.08256126852863e-07
Position 262: 2.7227175020978193e-07
Position 726: 2.334046280570202e-07
Position 2524: 2.004229027830368e-07
Position 2194: 1.413328416094806e-07
Position 2553: 1.2881432192834052e-07
Position 1775: 1.1893033938838457e-07
Position 384: 9.426665696197966e-08
Position 2158: 9.165533724862547e-08
Position 1412: 9.025083845938598e-08
Position 1019: 7.560626849350109e-08
Position 107: 6.457722733531489e-08
Position 920: 4.936256403661425e-08
Position 1634: 3.4572329127607435e-08
Position 2167: 3.158813486775461e-08
Position 373: 2.922304253283065e-08
Position 1245: 2.8036997636867927e-08
Position 2197: 2.3322349448944387e-08
