Gene = CG15019
index = 346
Annotated 5SS: [275]
Annotated 3SS: [443]
SMsplice 5SS: [275]
SMsplice 3SS: [443]
Partition function (log Z): -3.894513410708413

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9943918094512986
Position 681: 0.02210867019974142
Position 151: 0.0029125858742548552
Position 723: 0.001622784578788594
Position 519: 0.0013902801129232225
Position 336: 0.0013433340429084293
Position 284: 0.000644270795810089
Position 733: 0.0005983246166453758
Position 344: 0.0005912735125213044
Position 322: 0.0004916876925829964
Position 769: 0.00032927334222348055
Position 331: 0.0002883210454188569
Position 63: 0.0002302437276387915
Position 279: 0.0001644613172904437
Position 578: 0.00013492833406594638
Position 513: 0.00012377430058972197
Position 625: 7.288645333588751e-05
Position 755: 6.129269984636694e-05
Position 239: 5.461045734818622e-05
Position 242: 5.329369127088245e-05
Position 540: 4.6359389213384396e-05
Position 736: 3.292546957710103e-05
Position 711: 2.8591019615716814e-05
Position 166: 1.8031969293581438e-05
Position 687: 1.7466956658215416e-05
Position 7: 1.607248526324992e-05
Position 803: 1.4891017889325499e-05
Position 599: 1.2650690837194292e-05
Position 367: 1.0888176375494747e-05
Position 853: 1.0754152206933205e-05
Position 394: 1.0649268220130685e-05
Position 15: 1.061735970093341e-05
Position 744: 9.209651841270979e-06
Position 596: 8.496580462639634e-06
Position 399: 6.681750572879526e-06
Position 832: 5.368546040189828e-06
Position 883: 3.6225767413792027e-06
Position 117: 1.0018150567467267e-06
Position 120: 9.20375001829042e-07
Position 790: 8.668439461641003e-07
Position 493: 7.415096540014469e-07
Position 9: 2.4951730368232134e-07
Position 429: 1.0622838245718431e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 443: 0.9161281528038332
Position 420: 0.044213043915766206
Position 423: 0.02832453343832539
Position 736: 0.009066194729850742
Position 822: 0.005906267429624075
Position 902: 0.004369413678830995
Position 367: 0.003161461533287706
Position 928: 0.003012395628751294
Position 446: 0.002900440351375804
Position 755: 0.002289964934895489
Position 467: 0.0017664730174703465
Position 796: 0.0012927561576552289
Position 200: 0.001164741312539871
Position 458: 0.0008107760656850768
Position 760: 0.0007771674953968611
Position 605: 0.0004883441086955807
Position 787: 0.00042822876104529217
Position 488: 0.0004157123802312383
Position 772: 0.00037567373424986786
Position 847: 0.00017247225746743684
Position 832: 0.00014989029723920072
Position 883: 0.00010699392501310638
Position 559: 6.271433645709211e-05
Position 142: 4.886290793330662e-05
Position 744: 4.768018883308567e-05
Position 608: 4.5590304559332664e-05
Position 115: 4.147234510174057e-05
Position 461: 3.503677520430437e-05
Position 563: 3.482640619789785e-05
Position 801: 2.887568564722994e-05
Position 464: 2.8323257438789182e-05
Position 578: 2.489153854602699e-05
Position 136: 2.4707624202048382e-05
Position 853: 2.3479387111373017e-05
Position 573: 1.8601949462185516e-05
Position 96: 1.799033977034227e-05
Position 226: 1.374952684214833e-05
Position 803: 1.280564012780757e-05
Position 641: 7.961800888235924e-06
Position 503: 7.900423011481573e-06
Position 763: 6.487239007555621e-06
Position 145: 4.4326901431288314e-06
Position 668: 3.2757322342717164e-06
Position 614: 2.6796343434533993e-06
Position 638: 2.163283672748814e-06
Position 631: 2.0161942840987025e-06
Position 611: 1.49388736117726e-06
Position 635: 1.2285515304171814e-06
Position 650: 1.004616025097022e-06
Position 253: 6.822798288700874e-07
Position 491: 5.184955065532594e-07
Position 181: 4.67044811466255e-07
Position 111: 4.0795139394304193e-07
Position 909: 2.9042876140862743e-07
Position 482: 2.443824047954313e-07
Position 217: 2.4251323392608684e-07
Position 530: 2.3182221909521193e-07
Position 653: 2.3125455567105943e-07
Position 656: 1.9471587377098384e-07
Position 163: 1.0558925202393593e-07
Position 158: 6.628999486641283e-08
Position 234: 5.312480082126621e-08
Position 518: 4.677427090959016e-08
Position 262: 2.0622343008181357e-08
Position 545: 7.228996480727576e-09
Position 623: 5.455144044054771e-09
Position 279: 1.9979553619851e-09
Position 265: 1.885824580600916e-09
Position 513: 1.2671835257727733e-09
Position 500: 1.0467133277913456e-09
Position 273: 1.0048730429140785e-09
Position 166: 5.184594433236682e-10
Position 509: 4.3602546349689705e-11
Position 493: 2.9643462474433055e-11
