Gene = CG14997
index = 343
Annotated 5SS: [ 102  351  719 1004 1263 1531 1918]
Annotated 3SS: [ 165  612  778 1061 1320 1730 1970]
SMsplice 5SS: [ 351  719 1004 1263 1531 1918]
SMsplice 3SS: [ 612  812 1061 1320 1730 1970]
Partition function (log Z): 18.0731359688188

Sorted 5' Splice Sites (High to Low Probability):
Position 1531: 0.9959035076092452
Position 1004: 0.9921407500666022
Position 1918: 0.9734710222052486
Position 351: 0.9411706013365765
Position 1263: 0.8225020017094722
Position 719: 0.811104455588313
Position 723: 0.1269663911940002
Position 1127: 0.12526310317680694
Position 525: 0.10017720540062294
Position 738: 0.05900702403660545
Position 1216: 0.01915206778171079
Position 1630: 0.01776969467286334
Position 1142: 0.016638218831180523
Position 102: 0.010975257252066647
Position 545: 0.008696611790691467
Position 55: 0.006158905984350425
Position 1008: 0.004335204538287445
Position 563: 0.002552393745173232
Position 565: 0.0018882743076198457
Position 355: 0.001462653894125031
Position 1664: 0.0013711665134737204
Position 1208: 0.0013244451877822202
Position 449: 0.000926186162728666
Position 508: 0.0008596265688129081
Position 695: 0.00076661669942813
Position 955: 0.0007092341264911931
Position 15: 0.0006601391501446782
Position 165: 0.0006582854526928709
Position 1634: 0.0006547310313098777
Position 926: 0.0005699265514191931
Position 529: 0.0005365163732221917
Position 1013: 0.0005322370669960083
Position 1462: 0.000528582304731151
Position 1099: 0.0005255251067504149
Position 1019: 0.00043517211372046734
Position 1554: 0.0003583000431853089
Position 1265: 0.0002974644867136146
Position 1656: 0.00023371405678144954
Position 1926: 0.00022052470901731404
Position 1659: 0.00019467715945197176
Position 819: 0.00016353184296127404
Position 1541: 0.00012559578149211873
Position 1131: 0.00012320388658647546
Position 1150: 0.00012154153780817758
Position 1187: 0.00011962897767697538
Position 2269: 0.00010687568917357252
Position 149: 9.944169402584826e-05
Position 1210: 8.165034364127317e-05
Position 377: 7.679128528585155e-05
Position 816: 7.57029522987187e-05
Position 1104: 7.134563602648819e-05
Position 2098: 6.758662918733415e-05
Position 2155: 6.674406072024925e-05
Position 1850: 4.777773643997927e-05
Position 1381: 4.71649534758967e-05
Position 138: 4.342245624493127e-05
Position 463: 4.316005257492306e-05
Position 1369: 4.275364456672477e-05
Position 645: 3.2593107862688736e-05
Position 1379: 3.206322590537345e-05
Position 1140: 2.6795255073222533e-05
Position 331: 2.67486208884397e-05
Position 93: 2.585087978917391e-05
Position 1797: 2.2640501102992116e-05
Position 534: 2.1222383912063098e-05
Position 152: 1.4816763406729604e-05
