Gene = BG642163
index = 42
Annotated 5SS: [95]
Annotated 3SS: [152]
SMsplice 5SS: [95]
SMsplice 3SS: [519]
Partition function (log Z): -8.215663920191622

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.6281916003472425
Position 306: 0.21642662291236311
Position 838: 0.17535302210437448
Position 190: 0.09395545332365209
Position 589: 0.09052296947547615
Position 712: 0.06584900746204053
Position 133: 0.05232080036115202
Position 114: 0.0291921484619544
Position 1261: 0.01858802473326781
Position 182: 0.010680355776384298
Position 227: 0.006498351375927497
Position 1344: 0.005397842775888618
Position 697: 0.004432626474731491
Position 663: 0.004070184971610386
Position 1323: 0.003914043018458765
Position 976: 0.0026519320934528345
Position 658: 0.0023114401651037134
Position 284: 0.0016538864778236479
Position 1117: 0.0015377983578910002
Position 408: 0.0013355656402532453
Position 74: 0.0010761798261997907
Position 1141: 0.0006462209197126544
Position 917: 0.0004483756014498833
Position 1267: 0.0003680417430672884
Position 137: 0.0003192727877701654
Position 963: 0.0002936060350134509
Position 56: 0.00025801452101027956
Position 25: 0.00023382549506092667
Position 1417: 0.00019629318707350152
Position 1389: 0.00018716405288536376
Position 1084: 0.00017876829426453482
Position 595: 0.00011283002208473884
Position 19: 7.947322020477935e-05
Position 188: 6.709092075562372e-05
Position 1384: 6.594562505422579e-05
Position 53: 6.044961511087475e-05
Position 1110: 3.732791828241152e-05
Position 844: 3.60927831598726e-05
Position 293: 1.931090121071159e-05
Position 928: 1.2590550361345191e-05
Position 250: 1.1678403752015756e-05
Position 544: 1.1233986146980108e-05
Position 1204: 4.554003538035058e-06
Position 933: 4.391287509367202e-06
Position 1357: 2.9717857565153205e-06
Position 802: 2.5151484982060766e-06
Position 1170: 2.15144360633916e-06
Position 1147: 1.6106664163745972e-06
Position 1465: 5.03345004101698e-07
Position 1433: 1.87808421679722e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 519: 0.645745324188867
Position 882: 0.11764835076173998
Position 483: 0.11478734845532435
Position 756: 0.10460913609324744
Position 152: 0.10010527944210215
Position 227: 0.07163352131556051
Position 1178: 0.05941856044043773
Position 711: 0.046742330640356544
Position 1242: 0.03580909688330919
Position 1059: 0.032448699139317666
Position 979: 0.015006708969452116
Position 1565: 0.014319896597416766
Position 1122: 0.01336249869558528
Position 1322: 0.007518333610616331
Position 1540: 0.006148197469529574
Position 1292: 0.004916477521195081
Position 588: 0.004916125369986301
Position 1481: 0.004607419318804273
Position 240: 0.0037529809741888016
Position 1017: 0.0029227386791043355
Position 368: 0.0019562637650288876
Position 633: 0.001750509421467089
Position 963: 0.0017073019458015936
Position 330: 0.0012902256937214233
Position 697: 0.0010677389752492426
Position 774: 0.0010140803989528821
Position 837: 0.0007778886378649279
Position 439: 0.0006615220386194738
Position 1141: 0.0006222067131047926
Position 1341: 0.0004976579586275624
Position 1019: 0.0002816140243303529
Position 309: 0.00024208539547491652
Position 917: 0.00018628681939744936
Position 1068: 0.00018542057460465866
Position 1485: 0.00018539218090214763
Position 154: 0.000174878055293203
Position 1376: 9.751090611546274e-05
Position 644: 9.13035919721412e-05
Position 1459: 7.935802761240101e-05
Position 318: 5.273534174917978e-05
Position 1400: 4.529154314453084e-05
Position 1261: 4.0520778183695446e-05
Position 666: 3.832926733099366e-05
Position 779: 3.732067929885543e-05
Position 1343: 3.5824530484566534e-05
Position 1347: 2.927957459873325e-05
Position 651: 1.4525222626446677e-05
Position 110: 1.2943465158871837e-05
Position 1078: 8.562937893811795e-06
Position 1389: 6.542863515778904e-06
Position 852: 5.0137730704672125e-06
Position 663: 3.2023742369046098e-06
Position 95: 9.64582166980874e-07
Position 726: 8.993305711747145e-07
Position 658: 4.4706240822187735e-07
Position 595: 4.1027516703094776e-07
Position 1147: 3.942375746172937e-07
Position 1407: 3.8056798483933783e-07
Position 99: 2.2946715744853183e-07
Position 844: 8.157645916446259e-08
Position 114: 4.836968712929565e-08
Position 298: 4.5057950707280594e-08
Position 718: 3.258588756638895e-08
Position 1084: 1.6704308654390802e-08
Position 1265: 1.109387870268987e-08
Position 66: 1.0866387357428604e-08
Position 74: 5.5006588922789005e-09
Position 1384: 4.036241006329064e-09
Position 1267: 3.6262400492238818e-09
Position 62: 1.2251239029642642e-09
