Gene = CG34164
index = 601
Annotated 5SS: [ 85 800]
Annotated 3SS: [150 866]
SMsplice 5SS: [ 85 800]
SMsplice 3SS: [150 866]
Partition function (log Z): -1.5426141924762047

Sorted 5' Splice Sites (High to Low Probability):
Position 85: 0.9949370848936127
Position 800: 0.8981273273616563
Position 1375: 0.21581301655624568
Position 977: 0.09419640901581683
Position 994: 0.07553382316070037
Position 1127: 0.04599478559505978
Position 752: 0.04346211974989051
Position 1006: 0.012875746235167683
Position 773: 0.010513848385767735
Position 804: 0.00649129646028345
Position 317: 0.005354065866264906
Position 1115: 0.0044976019608135125
Position 1437: 0.0027555158813244284
Position 524: 0.0027452853149467463
Position 929: 0.001234391438735912
Position 1012: 0.0012278472724728791
Position 1138: 0.0012185530608941314
Position 1472: 0.0011704734674728608
Position 1110: 0.0008522918217625296
Position 396: 0.0004885345119596523
Position 1354: 0.0004793408508734574
Position 1469: 0.0004580614142204036
Position 787: 0.0004430690512535907
Position 900: 0.0003464437868889036
Position 1481: 0.00030901758416349245
Position 1035: 0.00030791795556271343
Position 89: 0.0002865068721335525
Position 686: 0.00020694485542162763
Position 187: 0.00019686118349490823
Position 437: 0.00017619877928749808
Position 191: 9.521005503747485e-05
Position 233: 9.458618041900507e-05
Position 236: 9.411703443659911e-05
Position 1416: 9.104282445925063e-05
Position 1068: 8.214816761245625e-05
Position 346: 7.843073513354928e-05
Position 781: 7.367493292085695e-05
Position 76: 6.956278035564835e-05
Position 1083: 5.302376439939486e-05
Position 711: 5.0781112665167825e-05
Position 303: 4.449625156204664e-05
Position 756: 3.929582412637405e-05
Position 1466: 3.661854927780556e-05
Position 1253: 3.6463097195914104e-05
Position 1455: 3.063865622261802e-05
Position 720: 2.8566897649067186e-05
Position 1342: 2.3779941555724298e-05
Position 940: 1.6659203153429762e-05
Position 886: 1.618821842685456e-05
Position 581: 1.3418739226071012e-05
Position 553: 1.3408541804369584e-05
Position 1431: 1.2868998076351688e-05
Position 24: 1.1467917135199647e-05
Position 584: 9.569890579811222e-06
Position 566: 8.253019717226875e-06
Position 1218: 8.172259444581852e-06
Position 922: 5.168322162206429e-06
Position 1441: 4.918357846224563e-06
Position 1131: 4.643027950454972e-06
Position 12: 3.879027896784302e-06
Position 1187: 3.809378973686896e-06
Position 34: 3.749680679794772e-06
Position 158: 2.612926251126137e-06
Position 1277: 2.327208212187413e-06
Position 1419: 2.0870077032961144e-06
Position 713: 2.0224539467511244e-06
Position 1825: 1.7534488074663718e-06
Position 1672: 1.7414136885146543e-06
Position 1555: 1.6518706755668804e-06
Position 1275: 1.64607603576412e-06
Position 185: 1.4947923963585383e-06
Position 911: 1.4465360312740429e-06
Position 1288: 1.4232854877253691e-06
Position 1731: 1.2679996631499976e-06
Position 18: 1.1322852545942053e-06
Position 673: 1.0345218472986714e-06
Position 906: 7.883049989378432e-07
Position 383: 7.46907428048169e-07
Position 623: 4.4575413110205326e-07
Position 111: 2.837227453397429e-07
Position 856: 1.931186697983598e-07
Position 1571: 1.8480131721791934e-07
Position 36: 1.2391877669471326e-07
Position 1396: 1.81448204749618e-08
Position 1713: 1.543571477523551e-08
Position 874: 6.290222094208789e-09
Position 113: 3.171228595545802e-09
Position 866: 1.3559523195688847e-09
Position 869: 7.578572022038977e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 150: 0.9883496846315474
Position 866: 0.9458306011156532
Position 1431: 0.1657852276515484
Position 1038: 0.11317807139898539
Position 1528: 0.0892360872212992
Position 1555: 0.03000112222797355
Position 1564: 0.02050724680118448
Position 584: 0.0142735485671715
Position 1106: 0.012735854510929828
Position 1171: 0.007339607319289653
Position 874: 0.005549202558355851
Position 1253: 0.005146465255349898
Position 1152: 0.005054571217531904
Position 1099: 0.004745817427901228
Position 1498: 0.0033384580500488738
Position 1283: 0.002667575088021628
Position 1043: 0.0026202623551545403
Position 1622: 0.0012879652312118167
Position 1374: 0.000783659020812062
Position 244: 0.0006791626089842609
Position 1309: 0.0006649192072195557
Position 1407: 0.000555283907014577
Position 1665: 0.0005008225629821526
Position 1731: 0.0004892847116520994
Position 899: 0.0004325933790713619
Position 185: 0.00037940777194942437
Position 396: 0.0003366431909838735
Position 880: 0.0002645906284034417
Position 1342: 0.0002210685362024555
Position 1696: 0.00016604490930536168
Position 1455: 0.00010814701934408207
Position 752: 8.27166599009426e-05
Position 1114: 7.902697276003469e-05
Position 1790: 6.291868423572588e-05
Position 338: 5.7293196090098276e-05
