Gene = Pex14
index = 1367
Annotated 5SS: [245 607]
Annotated 3SS: [303 878]
SMsplice 5SS: [245 607]
SMsplice 3SS: [303 878]
Partition function (log Z): 0.024659827711602994

Sorted 5' Splice Sites (High to Low Probability):
Position 607: 0.9935174845827525
Position 245: 0.9741790290360675
Position 957: 0.0719312458381696
Position 1358: 0.025862233206345793
Position 1060: 0.024531364622218856
Position 1304: 0.017933612655871758
Position 1340: 0.00793336861918795
Position 340: 0.00592018045989484
Position 1266: 0.005606576832157157
Position 50: 0.004779429923031601
Position 1282: 0.003058065277913913
Position 65: 0.002969015588014617
Position 999: 0.0028343646999313223
Position 1350: 0.0026681912627060963
Position 17: 0.002073827381343284
Position 215: 0.0019705248892698383
Position 1343: 0.001827854719961284
Position 636: 0.0004912054274255023
Position 90: 0.00047730082007885557
Position 1465: 0.000401545748486909
Position 617: 0.0004011944396355676
Position 794: 0.0003877827119439571
Position 389: 0.0003761863021307189
Position 419: 0.00031436795015096666
Position 41: 0.0002574681128232912
Position 316: 0.0002551542983998537
Position 35: 0.00022555177712026562
Position 786: 0.0001949629359144037
Position 1069: 0.00018165309915148226
Position 1244: 0.00015256397531073388
Position 254: 0.00011025164328970785
Position 1518: 9.937305902832253e-05
Position 812: 9.684615655069816e-05
Position 84: 8.139499802399557e-05
Position 819: 7.654635986612306e-05
Position 1253: 7.085396323740682e-05
Position 269: 6.82327832149607e-05
Position 1367: 6.811872065029698e-05
Position 1429: 6.617045158979869e-05
Position 792: 5.3851370619467485e-05
Position 433: 5.1051772202253593e-05
Position 24: 4.1668603372467056e-05
Position 770: 3.937676279914423e-05
Position 589: 3.698060666840057e-05
Position 822: 3.602439041482071e-05
Position 580: 3.2735279601521675e-05
Position 191: 3.251562230243981e-05
Position 677: 3.193552189410902e-05
Position 1375: 2.70174650822919e-05
Position 1398: 1.7470834736150868e-05
Position 381: 1.6785446002892614e-05
Position 1269: 1.655305961545583e-05
Position 1205: 1.180239791111965e-05
Position 567: 5.4009241495459674e-06
Position 203: 5.283053994411324e-06
Position 1115: 4.114026964692558e-06
Position 702: 3.750894742149711e-06
