Gene = RpL27A
index = 1440
Annotated 5SS: [ 76 625 990]
Annotated 3SS: [ 306  854 1074]
SMsplice 5SS: [244 625 990]
SMsplice 3SS: [ 306  854 1074]
Partition function (log Z): 3.020762963754833

Sorted 5' Splice Sites (High to Low Probability):
Position 990: 0.9249902964206912
Position 625: 0.9013229730712112
Position 244: 0.816477457062392
Position 76: 0.2675797729916522
Position 404: 0.059280958043956174
Position 472: 0.05837292905817473
Position 202: 0.036161234791780295
Position 224: 0.03355749288387368
Position 248: 0.027428240157561196
Position 90: 0.014447361652298082
Position 961: 0.01421576477780037
Position 616: 0.0070912516086771
Position 788: 0.002908922746835916
Position 998: 0.002905621742084735
Position 458: 0.0019144645526016602
Position 398: 0.001525092617473638
Position 349: 0.0013965408788630485
Position 741: 0.0012905641100175612
Position 984: 0.0010458589164213995
Position 564: 0.0005916516242443954
Position 810: 0.0005778939659204687
Position 807: 0.0005258262023076732
Position 115: 0.0004438644738159075
Position 629: 0.00035817204441191525
Position 413: 0.00034483505059733
Position 550: 0.0003304301025063484
Position 510: 0.00027638299401959595
Position 86: 0.0001519137436887798
Position 722: 0.0001375294504195619
Position 739: 0.00011091723227971977
Position 1010: 0.00010993796452151986
Position 1002: 9.024498184299437e-05
Position 917: 8.198538697646325e-05
Position 796: 5.9179606770462905e-05
Position 604: 5.750863384793059e-05
Position 773: 5.645978310597063e-05
Position 112: 5.347252678626121e-05
Position 96: 3.918835508532286e-05
Position 368: 2.311743759281801e-05
Position 1000: 2.1774002424712583e-05
Position 99: 1.958712956410055e-05
Position 963: 1.9345349461591096e-05
Position 965: 1.7190959040415333e-05
Position 906: 1.4778526058191301e-05
Position 17: 1.3517542789831995e-05
Position 497: 1.2999821260931896e-05
Position 1023: 9.777873654727689e-06
Position 359: 8.386008012653364e-06
Position 164: 6.053974616988246e-06
Position 119: 3.992225780475359e-06
Position 1103: 3.7312429695379064e-06
Position 543: 1.5233008314928002e-06
Position 136: 8.511833216720779e-07
Position 80: 6.396200085090965e-07
Position 341: 6.337165505935396e-07
Position 820: 3.936573225432757e-07
Position 1040: 3.791727962193013e-07
Position 344: 3.371395640981591e-07
Position 877: 1.107361961535358e-07
Position 900: 8.511686281074775e-08
Position 1045: 7.266633214989377e-08
Position 282: 2.7317417039615502e-08
Position 880: 1.744638973855492e-08
Position 306: 2.242143277475012e-09
Position 834: 1.895816536446238e-09
Position 832: 1.8322034073245303e-09
Position 1062: 4.2173945445643924e-10
Position 845: 1.3849214531101194e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 306: 0.9965496244357784
Position 854: 0.9848140843107029
Position 1074: 0.9428117446205136
Position 126: 0.14846166307952394
Position 144: 0.04476670137216502
Position 504: 0.021869583140840285
Position 471: 0.020668677405569564
Position 686: 0.007849361265282616
Position 164: 0.0028963253478758587
Position 172: 0.0018443966119594628
Position 744: 0.0015928893703387927
Position 537: 0.001008324726142795
Position 1089: 0.0009472709593207619
Position 510: 0.0003719480255092385
Position 1155: 0.00036701493176459835
Position 151: 0.00026874783395576535
Position 697: 0.0002274922356686302
Position 1092: 0.0002100896929127146
Position 652: 0.00019309633734081695
Position 240: 0.0001443452156770104
Position 1045: 0.00010940063077464502
Position 522: 0.00010442939685232032
Position 318: 7.957662621504978e-05
Position 866: 7.94004613686064e-05
Position 202: 3.476590736884998e-05
Position 1164: 2.4889423100366623e-05
Position 515: 2.361971716839046e-05
Position 482: 2.2973280566004245e-05
Position 712: 2.0352451581609998e-05
Position 759: 1.7938073069615513e-05
Position 932: 1.7644169588305742e-05
Position 327: 1.436515272892065e-05
Position 911: 1.2913443431941822e-05
Position 72: 1.27382840329342e-05
Position 1032: 1.2191780839517813e-05
Position 1007: 7.867419027463058e-06
Position 751: 6.2356820159288275e-06
Position 211: 5.335905831981631e-06
Position 556: 3.891987738715361e-06
Position 378: 2.2048010367475375e-06
Position 782: 2.1177865431199046e-06
Position 773: 1.7124618260610386e-06
Position 1040: 1.2324470825838337e-06
Position 324: 1.1231076110454032e-06
Position 397: 1.0142763850198906e-06
Position 387: 9.762246199153526e-07
Position 629: 8.56521413986541e-07
Position 917: 8.147658892780233e-07
Position 766: 5.145083015961263e-07
Position 582: 4.989951420385242e-07
Position 564: 4.123182787247268e-07
Position 770: 4.0632371299699846e-07
Position 938: 3.535244653395942e-07
Position 1099: 3.0660889879835607e-07
Position 585: 1.715724677994375e-07
Position 929: 1.5315752719007483e-07
Position 332: 1.3274658439960155e-07
Position 224: 1.297739361607071e-07
Position 944: 1.2152668080018978e-07
Position 1103: 5.970609007151237e-08
Position 262: 5.7987583405250194e-08
Position 989: 4.227492739319655e-08
Position 153: 3.946662823768753e-08
Position 579: 3.9306476764847525e-08
Position 984: 3.081342734409508e-08
Position 588: 2.4614520106321377e-08
Position 561: 2.4306659565674984e-08
Position 80: 1.2813390946446153e-08
Position 573: 8.375946255314985e-09
Position 220: 5.5830349971607065e-09
Position 784: 4.528169310976394e-09
Position 746: 3.6687360821805802e-09
Position 336: 2.0620652925625753e-09
Position 953: 1.5596821061990063e-09
Position 597: 4.2628565211311197e-10
Position 950: 2.3858069842507663e-10
Position 976: 1.1712345096070125e-11
Position 590: 2.511008728820949e-13
Position 353: 1.007678550830032e-14
Position 206: 5.6943572521342665e-15
Position 994: 7.717803257088432e-17
