Gene = mRpL27
index = 1770
Annotated 5SS: [155 373]
Annotated 3SS: [208 430]
SMsplice 5SS: [155 373]
SMsplice 3SS: [208 430]
Partition function (log Z): -4.14260315958568

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9796849448622743
Position 155: 0.8859080547546441
Position 638: 0.009754890747263207
Position 584: 0.00937574800742132
Position 669: 0.007626251907012938
Position 620: 0.0016631608670978106
Position 574: 0.0010229422541728171
Position 942: 0.0005844756704787652
Position 818: 0.00036671595444257574
Position 615: 0.0003128540599287097
Position 377: 0.00021869599769343783
Position 757: 0.0001993810152504009
Position 126: 9.737889066212537e-05
Position 37: 9.736448802449243e-05
Position 587: 6.748877997464523e-05
Position 431: 5.7534226170393315e-05
Position 479: 4.386255175469335e-05
Position 28: 3.6365232401725016e-05
Position 744: 2.430661000321465e-05
Position 703: 1.5645645510666516e-05
Position 546: 1.271591787926053e-05
Position 245: 7.82145449661309e-06
Position 96: 7.335006465625358e-06
Position 176: 6.116550376157989e-06
Position 93: 1.634152115612435e-06
Position 313: 1.3393603470457126e-06
Position 719: 6.052545540832724e-07
Position 392: 3.6107936032738793e-07
Position 295: 2.076244093731315e-07
Position 485: 1.4206610731619813e-07
Position 214: 7.752096227007201e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.9372361250061859
Position 208: 0.8850081742181252
Position 713: 0.027012751113703333
Position 736: 0.021168447380999798
Position 919: 0.018623753058981615
Position 764: 0.0018440137468253787
Position 469: 0.0017769631334197972
Position 1012: 0.0013509928919009926
Position 227: 0.001045179457995243
Position 1025: 0.0008040232112291615
Position 825: 0.0003989627084352465
Position 752: 0.00029308366967729905
Position 478: 0.00013828511012902621
Position 964: 7.490230491846238e-05
Position 601: 6.818793006301464e-05
Position 532: 6.409582783497059e-05
Position 981: 6.357511686900544e-05
Position 231: 4.972108541321244e-05
Position 818: 4.4191775187378336e-05
Position 810: 3.523223791128655e-05
Position 924: 2.894668737361184e-05
Position 553: 2.1125785869648818e-05
Position 829: 1.4748161965456636e-05
Position 620: 1.0554825810597176e-05
Position 114: 5.479456814324238e-06
Position 634: 3.6710915775366307e-06
Position 300: 3.0179466576629376e-06
Position 559: 2.4998156432125386e-06
Position 607: 2.2395389346863816e-06
Position 574: 1.0910137940012255e-06
Position 261: 5.810184182173199e-07
Position 245: 4.387527359926343e-07
Position 126: 3.550737539048603e-07
Position 251: 3.497950304092861e-07
Position 342: 2.870757351220844e-07
Position 496: 1.1272595217189872e-07
Position 321: 1.0845797955002439e-07
Position 135: 7.154715607913078e-08
Position 571: 4.949673240091537e-08
Position 139: 1.0363435102720153e-08
Position 380: 1.0362005651329246e-08
Position 385: 4.693614492809255e-09
Position 159: 1.970878715136021e-09
Position 258: 1.6827978821772327e-09
Position 389: 7.439854083710949e-11
Position 144: 6.985847629220882e-11
Position 625: 2.75855178115989e-11
Position 272: 9.398798624922542e-12
Position 377: 1.1788890891403172e-12
Position 155: 2.4954018238412537e-13
Position 392: 1.1519095849866279e-13
