Gene = cyc
index = 1661
Annotated 5SS: [ 184  518 1132 1632]
Annotated 3SS: [ 442  676 1201 1687]
SMsplice 5SS: [ 184  518 1132 1632]
SMsplice 3SS: [ 442  676 1201 1687]
Partition function (log Z): 2.9767581499459377

Sorted 5' Splice Sites (High to Low Probability):
Position 1132: 0.9562449056475146
Position 1632: 0.9183598475759467
Position 184: 0.8547537064579388
Position 518: 0.7325845990182093
Position 945: 0.19206842409921251
Position 242: 0.07875205165609891
Position 599: 0.06308507895786826
Position 1636: 0.041698893251668395
Position 388: 0.0355146283369469
Position 607: 0.02575275835664
Position 1162: 0.015741821901478385
Position 1152: 0.005194728593848148
Position 938: 0.004763271075246143
Position 1815: 0.004456670719518943
Position 320: 0.0034546765479767233
Position 89: 0.002725375164039334
Position 328: 0.0019876626709017494
Position 1071: 0.0018170454822026211
Position 971: 0.0017187697152377269
Position 366: 0.001621397963868571
Position 1803: 0.0014998814898007163
Position 1150: 0.0011554971300386054
Position 250: 0.0010530758194666739
Position 246: 0.0009701376214434215
Position 488: 0.0008571905230892295
Position 1794: 0.0008149878223471676
Position 322: 0.0007510610154196774
Position 332: 0.0006089206859924759
Position 949: 0.0004742282170737236
Position 202: 0.00046751246408210283
Position 356: 0.0003382903666337696
Position 1389: 0.0002931628015801713
Position 923: 0.0002782570461709884
Position 1037: 0.0002618310565279099
Position 942: 0.0002519107757404455
Position 59: 0.00024793186266840005
Position 170: 0.00015174555278448423
Position 50: 0.00014488342341477744
Position 334: 0.00013941376395490613
Position 1611: 0.00012810223568894896
Position 1827: 0.00011982079195679699
Position 1938: 8.454779630034503e-05
Position 1323: 8.219297287443551e-05
Position 93: 6.938881597303727e-05
Position 725: 6.733607077091133e-05
Position 1365: 4.7274509624654314e-05
Position 1841: 4.343546740242198e-05
Position 2115: 4.341592542950041e-05
Position 188: 4.2148593090752146e-05
Position 1961: 3.759756048017694e-05
Position 887: 3.739156691895755e-05
Position 758: 3.3299472609835775e-05
Position 1940: 3.172263393012651e-05
Position 112: 3.0153092556145305e-05
Position 1136: 2.60555621227889e-05
Position 405: 2.5381141633659655e-05
Position 1396: 2.2389083314972097e-05
Position 1522: 2.0721160368061096e-05
Position 248: 2.0041652156818698e-05
Position 1877: 1.5918281107154185e-05
Position 178: 1.578424838451511e-05
Position 311: 1.4601966684399427e-05
Position 2058: 1.3556938740625276e-05
Position 1332: 1.1059553493555412e-05
Position 1781: 1.0233856853495138e-05
Position 952: 8.671422050501712e-06
Position 326: 7.407996348118653e-06
Position 1175: 6.599774842163191e-06
Position 30: 6.5663678771362814e-06
Position 1745: 6.419829279092047e-06
Position 1537: 6.331763949913666e-06
Position 1422: 5.886648314293898e-06
Position 1617: 5.209261783763855e-06
Position 1100: 5.098459717932806e-06
Position 994: 4.726129214546383e-06
Position 73: 3.500215352160384e-06
Position 996: 3.3356097619255872e-06
Position 795: 3.331257312161387e-06
Position 83: 3.100764937106992e-06
Position 1256: 2.9943611312285814e-06
Position 810: 2.767161298689873e-06
Position 1576: 2.6012001197719548e-06
Position 1505: 2.08533263042353e-06
Position 1102: 1.959043601041654e-06
Position 2043: 1.845524313443497e-06
Position 975: 1.4935209162013023e-06
Position 1166: 1.4526558957762062e-06
Position 118: 1.2443987977676144e-06
Position 832: 1.0209509202372021e-06
Position 2011: 9.893886221813784e-07
Position 1495: 9.052415101037504e-07
Position 254: 8.355549349615702e-07
Position 1188: 5.531809703255747e-07
Position 150: 5.385243886147205e-07
Position 1404: 5.080991169591055e-07
Position 654: 4.616107083318649e-07
Position 987: 4.547700765694105e-07
Position 706: 3.852888217542443e-07
Position 1225: 3.660125964496624e-07
Position 1044: 3.081176619703224e-07
Position 1698: 1.7687426101835083e-07
Position 427: 1.6247016960562192e-07
Position 1239: 8.118442940352056e-08
Position 989: 5.612940365009744e-08
Position 1250: 3.8876574026060856e-08
Position 1705: 2.599945809289164e-08
Position 408: 9.48034594189321e-09
Position 1213: 6.644471014121848e-09
Position 430: 1.6778179773881801e-09
Position 1687: 1.4002488576202908e-09
Position 1248: 7.846042802183444e-10
Position 1206: 1.2099352744203052e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 676: 0.9446821768539788
Position 442: 0.825822914220813
Position 1687: 0.7761264934718963
Position 1201: 0.7176880799472978
Position 1233: 0.258579223553552
