Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
Partition function (log Z): -1.6400760362380065

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.9429063483083976
Position 503: 0.7294805746009142
Position 1028: 0.4392695339432028
Position 360: 0.3704973301326781
Position 92: 0.32530313840729647
Position 39: 0.036453729617765634
Position 537: 0.03627031327536185
Position 1226: 0.029124548796970785
Position 970: 0.02433593760246549
Position 1217: 0.014152909367472459
Position 420: 0.009201935904628434
Position 618: 0.008411457123277205
Position 532: 0.00469490056639515
Position 1501: 0.004163205365134984
Position 589: 0.0019410828545902582
Position 334: 0.0014730878177349738
Position 369: 0.0012994940945519654
Position 1647: 0.0012443766897957866
Position 1416: 0.0008674812042779265
Position 927: 0.0008581732545871488
Position 547: 0.0006915038414443329
Position 530: 0.0006722764417026158
Position 1595: 0.0006615750645058
Position 51: 0.0005932583507807196
Position 974: 0.0004879275131614697
Position 1525: 0.000460000853154272
Position 1167: 0.0004215564145864094
Position 692: 0.0003651142695220907
Position 1443: 0.0003317224398662192
Position 720: 0.00030295640655236903
Position 645: 0.0002553442486911839
Position 824: 0.00020545806233105438
Position 372: 0.00020060392585799692
Position 1453: 0.0001926838845151884
Position 976: 0.00018832289540895742
Position 662: 0.00016989549059784925
Position 111: 0.00016671787983127618
Position 854: 0.00015033388737289004
Position 522: 0.0001245981250338234
Position 507: 0.00011705492148827451
Position 288: 0.00010969598310433293
Position 1481: 0.0001021692326066647
Position 1514: 8.516401335727198e-05
Position 131: 6.674840493431695e-05
Position 1383: 6.058234827063462e-05
Position 109: 5.1019610920400904e-05
Position 665: 3.860699741516631e-05
Position 43: 3.0802037756429094e-05
Position 20: 3.074468535395417e-05
Position 648: 2.9853451848412453e-05
Position 602: 2.983345932195649e-05
Position 262: 2.5869446702688598e-05
Position 1576: 2.462590272495244e-05
Position 1642: 2.3806991499649018e-05
Position 291: 2.262248109939138e-05
Position 272: 1.9172752545713884e-05
Position 1096: 1.7943590590192962e-05
Position 986: 1.680467654800039e-05
Position 772: 1.656813767131329e-05
Position 951: 1.4003519109698504e-05
Position 979: 1.3249770896053962e-05
Position 123: 1.2390991218442666e-05
Position 1046: 1.1428910466238954e-05
Position 1400: 1.1072926584322965e-05
Position 805: 9.569132925517598e-06
Position 406: 9.078687539295452e-06
Position 1570: 8.151468853678768e-06
Position 482: 7.908391043353895e-06
Position 301: 5.9226293094645325e-06
Position 1637: 4.697211221511216e-06
Position 1147: 3.74982246607447e-06
Position 128: 3.1354187190110655e-06
Position 239: 3.100565107872078e-06
Position 1628: 2.423683189619928e-06
Position 1418: 2.0045378869825557e-06
Position 151: 1.6451325588000216e-06
Position 68: 1.2025126447659745e-06
Position 747: 9.95651064172147e-07
Position 1365: 9.446202042074961e-07
Position 815: 8.272330695250076e-07
Position 1325: 4.801536993958502e-07
Position 837: 4.2548082492714113e-07
Position 1635: 2.87253906875713e-07
Position 149: 1.964263786321682e-07
Position 1610: 1.5189271166812424e-07
Position 1599: 1.2712712628149936e-07
Position 448: 9.379795200923265e-08
Position 1260: 6.57877203347818e-08
Position 798: 5.3728786133607955e-08
Position 1262: 2.3688775375154216e-09
Position 1250: 2.105664569885128e-09
Position 1306: 1.524428040914363e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9816355078949639
Position 1086: 0.9199498342235104
Position 149: 0.3218384435261992
Position 417: 0.26094345771225175
Position 823: 0.13371055161386175
Position 889: 0.11633220922485885
Position 719: 0.05802978408464566
Position 423: 0.04995125934589511
Position 798: 0.0264964937235443
Position 107: 0.02410282369777787
Position 772: 0.014003448112763887
Position 970: 0.010773506842099054
Position 1270: 0.007896227422171704
Position 178: 0.007821119957139518
Position 784: 0.005892112152352075
Position 1260: 0.005430708386930507
Position 805: 0.00424297100792761
Position 1642: 0.003538475956417395
Position 861: 0.003357243568506024
Position 1011: 0.003256024013083597
Position 651: 0.00278129588692272
Position 927: 0.002524227074348849
Position 252: 0.0023427439222544937
Position 454: 0.002170092959908128
Position 933: 0.0021619662165058536
Position 1729: 0.0019141706908192896
Position 555: 0.0017207518056113907
Position 477: 0.0017177064397702032
Position 979: 0.0015331606695438047
Position 1583: 0.0013899001125419557
Position 1610: 0.0009759501419823823
Position 937: 0.000940721894539855
Position 589: 0.0009356470666411869
Position 903: 0.000805203235658345
Position 1019: 0.0006834086761265837
Position 689: 0.0005743985922476812
Position 427: 0.0005740799114676623
Position 1323: 0.0005373046627315947
Position 406: 0.0004554505952791373
Position 226: 0.00037222524276588607
Position 648: 0.0003571401261073363
Position 345: 0.00030275999607832095
Position 1507: 0.0003000369847180526
Position 288: 0.0002485772995770991
Position 842: 0.00023895373053881054
Position 691: 0.00023544958257093045
Position 1588: 0.0002106751785483413
Position 1320: 0.0001462205017770465
Position 1703: 0.00013201413404308787
Position 1492: 9.812448119584673e-05
Position 91: 8.409628051047619e-05
Position 834: 8.260166840472242e-05
Position 457: 7.79159576275569e-05
Position 726: 6.852524342162807e-05
Position 942: 6.303354518344279e-05
Position 182: 6.174822332698705e-05
Position 732: 5.6801649482693396e-05
Position 1670: 5.5345100897686825e-05
Position 1111: 5.3214251916600253e-05
Position 951: 4.3098332822618084e-05
Position 1415: 3.825415257912185e-05
Position 1131: 3.5064702659368524e-05
Position 1101: 2.9681091202652634e-05
Position 1459: 2.963867458425961e-05
Position 1436: 2.4341763646893905e-05
Position 109: 2.4282096538677703e-05
Position 662: 1.9904331292608507e-05
Position 482: 1.7382653493865592e-05
Position 1134: 1.7208409064073174e-05
Position 1217: 1.6341733303071357e-05
Position 350: 1.5515485889116563e-05
Position 1116: 1.3471659385170446e-05
Position 1143: 1.2951449757563214e-05
Position 1335: 1.2611867982586615e-05
Position 1297: 1.1481781888656841e-05
Position 1514: 1.139659412957786e-05
Position 1647: 1.0683937306785883e-05
Position 1525: 1.0449408066336622e-05
Position 1222: 1.0028160862526753e-05
Position 526: 6.84612398555253e-06
Position 1651: 5.594894826239385e-06
Position 1028: 4.742241406469002e-06
Position 1046: 3.459135122752364e-06
Position 552: 3.069411890028956e-06
Position 313: 2.6625939476134855e-06
Position 1226: 2.5585010250971267e-06
Position 1379: 2.554344363306843e-06
Position 1044: 2.4561281765571954e-06
Position 1659: 2.165256417518755e-06
Position 1707: 2.0386457085739e-06
Position 489: 1.7960221228932916e-06
Position 1680: 1.6683918624137107e-06
Position 1155: 1.6035583814470645e-06
Position 597: 1.5785550479592118e-06
Position 74: 1.3354898608727095e-06
Position 272: 9.780205274110903e-07
Position 728: 7.565059158872645e-07
Position 815: 4.818445169772331e-07
Position 1386: 4.017818689813005e-07
Position 79: 3.455613078561836e-07
Position 277: 2.8532128350205433e-07
Position 1356: 2.587884903106447e-07
Position 1362: 2.2729149080400796e-07
Position 507: 1.7249564115295147e-07
Position 262: 1.4978118917590307e-07
Position 1698: 1.1807294642613965e-07
Position 1661: 1.1399194672757313e-07
Position 536: 1.1125819568607417e-07
Position 364: 8.880626645626001e-08
Position 1165: 5.860157040759289e-08
Position 1383: 4.380817598525638e-08
Position 530: 4.261466070953875e-08
Position 1347: 3.847912748268707e-08
Position 1167: 1.3551646153807124e-08
Position 1190: 1.0605975146203478e-08
Position 1195: 7.934933319108348e-09
Position 1173: 7.78989386737849e-09
Position 76: 5.900489864981264e-09
Position 1365: 5.49390830192831e-09
Position 1400: 2.6761198833794025e-09
Position 1392: 1.4931629954743271e-09
Position 1091: 1.9119216703267966e-10
Position 1349: 6.573282784632436e-11
Position 1178: 2.9039906007704674e-12
Position 318: 1.564137350703867e-13
