Gene = Rad9
index = 1407
Annotated 5SS: [ 103  386  592 1556 1906]
Annotated 3SS: [ 158  439  699 1772 2200]
SMsplice 5SS: [103 386 592]
SMsplice 3SS: [158 439 699]
Partition function (log Z): 3.5817061594130073

Sorted 5' Splice Sites (High to Low Probability):
Position 386: 0.9988337966345476
Position 592: 0.9682810200879117
Position 103: 0.658384198560039
Position 1906: 0.28931152231985424
Position 887: 0.2545800417450116
Position 1454: 0.21284248473978198
Position 1556: 0.09985927351979977
Position 602: 0.027173085974988298
Position 2139: 0.022351312170563256
Position 1625: 0.012936877674678637
Position 1744: 0.009337064969543896
Position 1235: 0.006743821907660732
Position 2021: 0.0060161357485158315
Position 2069: 0.0049330226212217845
Position 191: 0.003949821626645255
Position 1700: 0.0033303343753428648
Position 1127: 0.0030501748668818915
Position 1705: 0.002514546241884005
Position 1809: 0.0023469148773771764
Position 488: 0.0018859713419077963
Position 501: 0.0014868516587465974
Position 824: 0.0014584117107473778
Position 867: 0.0012190476107476406
Position 902: 0.0010091218209188086
Position 266: 0.0008238769217493209
Position 791: 0.0007242092073972617
Position 1217: 0.0006228628208071984
Position 2269: 0.00027334243253332815
Position 1334: 0.0002729283218844937
Position 1175: 0.0002658490645368879
Position 1929: 0.0002624458451495539
Position 835: 0.0002570189069574254
Position 2155: 0.0002516819482503964
Position 1725: 0.00022421932956200307
Position 1343: 0.00022195675854429727
Position 794: 0.00021116768812112644
Position 608: 0.00019057354995837472
Position 1807: 0.0001796478565754526
Position 2367: 0.000150095270939432
Position 880: 0.0001453413064623935
Position 979: 0.00013055628763156206
Position 2048: 0.00013053359980495213
Position 1694: 0.0001283925998185572
Position 1671: 0.00011810156142515677
Position 626: 8.807053727675723e-05
Position 1965: 8.407780042185659e-05
Position 1897: 7.71885640139945e-05
Position 1984: 5.974993995648149e-05
Position 596: 5.9722789276016264e-05
Position 10: 5.867258556649067e-05
Position 1858: 5.69219553970138e-05
Position 1855: 5.6419275969566206e-05
Position 789: 5.357123941378046e-05
Position 304: 4.6598199700440805e-05
Position 2128: 4.2752309348576655e-05
Position 606: 3.343807448130688e-05
Position 1575: 2.893706706924422e-05
Position 390: 2.566929376895107e-05
Position 2394: 2.017570388547475e-05
Position 54: 1.9982027079406903e-05
Position 1773: 1.9044314301509185e-05
Position 2435: 1.7753015764366342e-05
Position 1160: 1.571060724744219e-05
Position 2329: 1.39968181814297e-05
Position 952: 1.3969776145294054e-05
Position 1276: 1.2135359146122611e-05
Position 1112: 1.1350364270963531e-05
Position 2371: 1.0854746796096442e-05
Position 1095: 1.0837403688033127e-05
Position 205: 1.0153235059150818e-05
Position 2252: 1.0075813346821525e-05
Position 158: 9.221111489479256e-06
Position 1346: 8.986658216330375e-06
Position 173: 8.445430848196507e-06
Position 1737: 8.20712364561454e-06
Position 2207: 7.368296885466098e-06
Position 1307: 7.3404068848271e-06
Position 1595: 5.965242567797197e-06
Position 1282: 5.377485849913445e-06
Position 1957: 4.498176672348379e-06
Position 357: 4.461429067921693e-06
Position 1534: 3.679725187166506e-06
Position 295: 3.511964662171577e-06
Position 1996: 3.3224348791981648e-06
Position 280: 3.0820822078852045e-06
Position 1051: 2.818821991379545e-06
Position 2313: 2.6809507072083335e-06
Position 2293: 2.6546515151446065e-06
Position 2075: 2.3681013186284317e-06
Position 367: 2.3136501409578473e-06
Position 302: 1.820934440264728e-06
Position 1829: 1.6473421266486595e-06
Position 2347: 1.521820757859495e-06
Position 1782: 1.3641392184532835e-06
Position 365: 1.108749164136777e-06
Position 419: 6.713015878807515e-07
Position 1764: 6.61857723174963e-07
Position 14: 5.329646269136514e-07
Position 440: 4.3379239885834924e-07
Position 445: 3.6706757068450584e-07
Position 416: 3.375054182654425e-07
Position 1932: 3.3060881399425887e-07
Position 398: 3.250939768348143e-07
Position 184: 2.050273478106412e-07
Position 721: 2.015649316820716e-07
Position 2034: 1.740470839113155e-07
Position 2039: 1.70504737262606e-07
Position 705: 1.55910241767668e-07
Position 450: 1.4053106823162054e-07
Position 2441: 8.007724453161979e-08
Position 433: 1.5370625389209026e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.9935607160484182
Position 699: 0.9766507070281505
Position 158: 0.5640066868874346
Position 2200: 0.3254488883034856
Position 1772: 0.1991358618723135
Position 1585: 0.12910023791910438
Position 1282: 0.12015151664509782
Position 1978: 0.06740367653382638
Position 170: 0.05061605265276743
Position 235: 0.02345132870597603
Position 2293: 0.02246406120848604
Position 190: 0.016810790259317563
Position 1624: 0.014367925344948468
Position 1802: 0.01127936885144727
Position 1972: 0.010208949600897393
Position 266: 0.006761887657379329
Position 755: 0.005759073875324612
Position 1679: 0.005407177238258319
Position 1704: 0.005135136733980221
Position 2389: 0.004119064089610113
Position 2011: 0.0031841481966089287
Position 1700: 0.0026978737370534763
Position 1112: 0.0024351289374601563
Position 1996: 0.002360532471692254
Position 487: 0.002328456044383245
Position 1472: 0.0021917722331806487
Position 1503: 0.002173557239527556
Position 1649: 0.0020864700368885525
Position 1088: 0.0019105047231884977
Position 1555: 0.0019023878716690925
Position 2008: 0.001829511775800902
Position 1756: 0.0016230148229759043
Position 1117: 0.0015809621406511951
Position 952: 0.0014877714909024657
Position 1328: 0.0014821063223691554
Position 1358: 0.0014810257414601348
Position 475: 0.001477589121932549
Position 2463: 0.0014171841927995057
Position 326: 0.0012374379697583518
Position 922: 0.001071101098388295
Position 2115: 0.0008960158837570708
Position 1077: 0.0008466155180176997
Position 542: 0.0007231430575551023
Position 1534: 0.0007138173990051945
Position 2118: 0.000643756906213404
Position 2466: 0.0005114577648070749
Position 2031: 0.00048061315064011644
Position 1102: 0.0004565659216957253
Position 2241: 0.00043808577492036453
Position 445: 0.00040588386756813084
Position 1018: 0.00039943079453964186
Position 1265: 0.0003671062234630566
Position 1587: 0.00034125894584930073
Position 718: 0.0003169019397899726
Position 1297: 0.0002678977929986163
Position 2397: 0.00024339500174428612
Position 2347: 0.00024089497882142692
Position 1391: 0.00018709602913797934
Position 1217: 0.00016425651442539095
Position 880: 0.000128643517130181
Position 580: 0.00012077853506975962
Position 223: 0.00011792566610889846
Position 1890: 0.00011333121878651584
Position 1948: 0.00011152894001277929
Position 2220: 9.126143100332684e-05
Position 850: 9.07853009054175e-05
Position 2252: 8.948684368423558e-05
Position 979: 7.920611799498759e-05
Position 505: 7.69035139251356e-05
Position 1363: 6.962865290454638e-05
Position 1737: 5.759578008281885e-05
Position 1021: 5.613162330673469e-05
Position 1855: 5.5299318688328914e-05
Position 1197: 5.4129751442793504e-05
Position 886: 5.349691552000637e-05
Position 1193: 4.408212979616652e-05
Position 340: 4.2017018168595705e-05
Position 1957: 3.8304057297565866e-05
Position 2485: 3.81146461232713e-05
Position 1733: 3.748502166423979e-05
Position 2313: 3.7040768424318314e-05
Position 2217: 3.42556700996079e-05
Position 1433: 3.245236342797563e-05
Position 1123: 3.1032940276688166e-05
Position 1823: 2.8664740895294428e-05
Position 199: 2.6193613714790415e-05
Position 202: 2.4882719563737252e-05
Position 288: 2.2153391003398092e-05
Position 2308: 2.1893072458702628e-05
Position 1657: 2.0654483942134432e-05
Position 302: 2.0539805956624882e-05
Position 352: 1.982056423774254e-05
Position 1651: 1.9676917488212723e-05
Position 1253: 1.80054266982238e-05
Position 1222: 1.370708743009417e-05
Position 1416: 1.1403570910420699e-05
Position 2441: 1.1357543936845018e-05
Position 1158: 1.0999916272644315e-05
Position 1446: 8.352143995914738e-06
Position 1312: 7.447176564882837e-06
Position 1662: 6.314986927065344e-06
Position 143: 5.482348715658282e-06
Position 273: 5.221129592050732e-06
Position 898: 4.943285759011531e-06
Position 789: 4.224253573935545e-06
Position 989: 3.7191941876986045e-06
Position 757: 3.1592369861816156e-06
Position 84: 3.121968999362684e-06
Position 2353: 2.925417791051395e-06
Position 1147: 2.5863469269998185e-06
Position 1543: 1.9818625073343845e-06
Position 120: 1.503774091957005e-06
Position 815: 1.2225484017604423e-06
Position 867: 1.0530477608335378e-06
Position 862: 9.519740784983098e-07
Position 1168: 9.160834489587215e-07
Position 54: 7.857633005435541e-07
Position 835: 7.340054172543445e-07
Position 511: 7.1067206864849e-07
Position 214: 6.146411956366976e-07
Position 1516: 5.994340734913637e-07
Position 2096: 5.583016649628126e-07
Position 1235: 5.389341326824396e-07
Position 520: 4.2516550998239575e-07
