Gene = CG11307
index = 118
Annotated 5SS: [  68 1005 1353 1541 1995]
Annotated 3SS: [ 730 1064 1412 1601 2050]
SMsplice 5SS: [ 664 1005]
SMsplice 3SS: [ 730 1064]
Partition function (log Z): -3.531928184982493

Sorted 5' Splice Sites (High to Low Probability):
Position 1005: 0.9822512508251581
Position 1353: 0.5808076717502773
Position 664: 0.5459581825916895
Position 1541: 0.39249458098768386
Position 68: 0.3879139720263355
Position 260: 0.2261397218254665
Position 1995: 0.13402787039012135
Position 364: 0.10623138220448715
Position 196: 0.04175301358279703
Position 643: 0.02728504821570614
Position 452: 0.022292049041854257
Position 1858: 0.012381363056085186
Position 830: 0.010636514317157956
Position 1225: 0.00479636240075576
Position 1861: 0.0038917643623416734
Position 369: 0.0036739730673791384
Position 176: 0.0035856397273889037
Position 1683: 0.0029249726723039717
Position 1206: 0.002861490984668057
Position 595: 0.0027173883875178306
Position 193: 0.00227223964661513
Position 140: 0.0021829654421843285
Position 200: 0.002101771018802104
Position 62: 0.002058730738287561
Position 1814: 0.0017328448846658225
Position 668: 0.0016084520462894918
Position 50: 0.0014738252359815243
Position 1339: 0.0014633200524909501
Position 276: 0.0006745981984697599
Position 1337: 0.00040577641976438346
Position 329: 0.00040007178302422407
Position 233: 0.000379645634295217
Position 1779: 0.0003203807825217463
Position 1204: 0.0003187453818218833
Position 35: 0.00030522729304417165
Position 332: 0.00029968831513810273
Position 296: 0.000251139580779594
Position 650: 0.0002219966581672241
Position 1157: 0.00017711087957662583
Position 1963: 0.00017212923912547884
Position 1739: 0.00012440721203451626
Position 337: 8.594674964813951e-05
Position 1792: 8.106461990642973e-05
Position 40: 7.639071039512091e-05
Position 1250: 7.292479403823872e-05
Position 1457: 6.954317435388145e-05
Position 1617: 6.881512708582862e-05
Position 804: 6.473759526839085e-05
Position 376: 6.221294039380064e-05
Position 19: 5.625708229464767e-05
Position 1466: 5.2488318928332856e-05
Position 881: 4.0225503055685726e-05
Position 1309: 3.977082707622634e-05
Position 1245: 3.700563943101486e-05
Position 119: 2.0587791254935187e-05
Position 1294: 1.6345972712681117e-05
Position 188: 1.3423513446268993e-05
Position 927: 1.305713145171803e-05
Position 948: 9.78583557458608e-06
Position 1744: 9.353768077818427e-06
Position 1785: 6.8998030541326986e-06
Position 951: 6.361248553633486e-06
Position 379: 6.001291675349341e-06
Position 1755: 4.844258792334683e-06
Position 930: 3.853714548422176e-06
Position 25: 3.0106580692520843e-06
Position 1901: 2.713811469168501e-06
Position 1711: 2.2552131159573766e-06
Position 687: 2.2330449740518405e-06
Position 791: 1.3529842252681489e-06
Position 1090: 1.1424690329019156e-06
Position 916: 6.764175167283447e-07
Position 1747: 6.514289921543118e-07
Position 2091: 2.782784831359046e-07
Position 2144: 2.763021590247339e-07
Position 1567: 2.0435150316332733e-07
Position 933: 2.0210033351402574e-07
Position 714: 1.1419813684579411e-07
Position 1126: 8.68330880637514e-08
