Gene = Nmt
index = 1325
Annotated 5SS: [307]
Annotated 3SS: [789]
SMsplice 5SS: [307]
SMsplice 3SS: [789]
Partition function (log Z): -6.075483830370172

Sorted 5' Splice Sites (High to Low Probability):
Position 307: 0.9836958211106546
Position 900: 0.06815670106274628
Position 1758: 0.030048374973671705
Position 1437: 0.015858885731496707
Position 1651: 0.012290165911491057
Position 940: 0.011238468648252727
Position 6: 0.010420475213781843
Position 370: 0.009327522056820383
Position 195: 0.005022622101316311
Position 1236: 0.0030161437192133137
Position 36: 0.0028286676621914037
Position 1227: 0.002753334531747874
Position 1431: 0.001466897287610974
Position 2000: 0.0008941610674118136
Position 1459: 0.0005537706162557292
Position 1217: 0.0005034216977042117
Position 724: 0.00036399476957069805
Position 375: 0.0002644119308138264
Position 1892: 0.00025356128442123805
Position 1179: 0.00022664904535829808
Position 1937: 0.00022606311437394568
Position 1287: 0.00022355241794838078
Position 162: 0.00021973418940205908
Position 1152: 0.00019684041701719543
Position 854: 0.00017603288832049682
Position 1365: 0.00017147120083952603
Position 733: 0.00016139396084287837
Position 2081: 0.00015191651885351428
Position 2086: 0.00014453872368873772
Position 1746: 0.00011717451788123349
Position 293: 0.00011620242596096814
Position 1028: 0.00011557624245651517
Position 987: 0.00010134604205184103
Position 333: 9.795061087823685e-05
Position 1622: 8.720639083439674e-05
Position 271: 8.683926305064945e-05
Position 1634: 8.074075338874394e-05
Position 1318: 6.53824042615717e-05
Position 1441: 5.980400309493123e-05
Position 838: 4.3894629661814764e-05
Position 1053: 4.0576995325695506e-05
Position 1727: 3.849484727501841e-05
Position 39: 3.547793341260455e-05
Position 1214: 3.2201212046315706e-05
Position 692: 3.0212302008655397e-05
Position 1271: 2.9387092205556848e-05
Position 1106: 2.754888952783638e-05
Position 1731: 2.6601822207974426e-05
Position 1859: 2.4210119538311118e-05
Position 593: 2.394375427900595e-05
Position 1323: 2.3763119900506054e-05
Position 1073: 1.9800034657149844e-05
Position 1607: 1.814686343535079e-05
Position 1166: 1.5039085793746398e-05
Position 1605: 1.3886664870996599e-05
Position 419: 1.2593011074334898e-05
Position 1785: 1.1484644288633702e-05
Position 866: 1.03959626795059e-05
Position 1078: 1.02960932930444e-05
Position 1097: 9.755520530056884e-06
Position 291: 9.49364427942527e-06
Position 326: 8.926194047652708e-06
Position 1668: 8.537709082877469e-06
Position 1627: 8.335754269227547e-06
Position 1490: 7.259539037944962e-06
Position 311: 6.469096000000185e-06
Position 1146: 6.1620206224137105e-06
Position 1857: 3.77941906199642e-06
Position 1787: 3.154437106886087e-06
Position 813: 3.0904267087090246e-06
Position 393: 2.9519514754587714e-06
Position 2129: 2.573209163832743e-06
Position 1260: 2.4302991290526464e-06
Position 1775: 2.390533708017404e-06
Position 1156: 2.3693605470650448e-06
Position 1368: 1.9059920790236475e-06
Position 689: 1.749781647984584e-06
Position 1671: 1.5131469350281622e-06
Position 1109: 1.272164985643747e-06
Position 682: 1.159467288659328e-06
Position 879: 1.0390784502626087e-06
Position 76: 8.485884105655576e-07
Position 1158: 7.910817337130199e-07
Position 753: 7.40080369057336e-07
Position 2003: 7.074951679303886e-07
Position 133: 6.130735013796362e-07
Position 2191: 5.330093536502854e-07
Position 665: 4.91990286533754e-07
Position 591: 4.076560597489322e-07
Position 1296: 4.0034094157380815e-07
Position 1239: 3.965026383591781e-07
Position 1960: 3.9380884490421095e-07
Position 459: 3.5051683649260414e-07
Position 614: 3.316372033963751e-07
Position 1802: 3.282229626316493e-07
Position 380: 2.8506324082206786e-07
Position 1383: 2.519588842570144e-07
Position 568: 2.5063868977627127e-07
Position 1762: 2.35025395625756e-07
Position 2116: 1.420551961740739e-07
Position 1845: 1.134059853104961e-07
Position 1393: 8.184661279242614e-08
Position 93: 4.726827122059104e-08
Position 1370: 4.3914163756578465e-08
Position 668: 3.214324341077451e-08
Position 779: 1.0337452415857164e-08
Position 2139: 1.0180554242482619e-08
Position 198: 5.8136998519188285e-09
Position 2011: 8.603774936177584e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 789: 0.9326491461885198
Position 972: 0.05381941809945217
Position 2047: 0.03927643585638009
Position 797: 0.02743910042753373
Position 2139: 0.019547630098680567
Position 1850: 0.01477844789731829
Position 1508: 0.013350821696837918
Position 996: 0.01104910102201754
Position 120: 0.008794393512456158
Position 1708: 0.006347045069160579
Position 875: 0.0025350403263108006
Position 1475: 0.002272176306647326
Position 602: 0.002257906831004188
Position 1118: 0.0021647900528824035
Position 85: 0.0021494155969201604
Position 2003: 0.002042940193105539
Position 2119: 0.001737247863139694
Position 719: 0.0014805374088830872
Position 1647: 0.001464895270032969
Position 93: 0.0013506048766056278
Position 1346: 0.0013213488781538944
Position 1539: 0.0012753498903796696
Position 557: 0.0012515539540955086
Position 832: 0.001098278328379998
Position 475: 0.0009460150956718214
Position 1796: 0.000873152753460211
Position 1427: 0.0008671668880408372
Position 1194: 0.0007513935017815723
Position 1106: 0.0006819160394536522
Position 1424: 0.0005419678890420044
Position 1650: 0.0005148106855086227
Position 1685: 0.0004635339228268967
Position 218: 0.00046301514060248755
Position 1204: 0.0003940210955373555
Position 2148: 0.0003861243043500899
Position 2020: 0.00035188553572112883
Position 682: 0.00032894806817886806
Position 810: 0.00027105192931463107
Position 1937: 0.0002528083614554588
Position 1595: 0.00022910563822329567
Position 1025: 0.00021333615417321692
Position 2269: 0.00018097433271012682
Position 1883: 0.00017970538624051014
Position 1022: 0.00016697812129234786
Position 1268: 0.00015930874211938202
Position 480: 0.00013043318653660206
Position 1754: 0.00011633629491429422
Position 1514: 0.00010886896834803087
Position 1271: 0.00010642491269760305
Position 1496: 0.00010493750881038899
Position 932: 0.00010319411028248304
Position 949: 9.365671675630227e-05
Position 1166: 9.058224179453426e-05
Position 1383: 8.53192360076206e-05
Position 842: 8.234351599823331e-05
Position 243: 6.835378556612669e-05
Position 1279: 5.729601273969161e-05
Position 1973: 5.720606628951846e-05
Position 704: 5.150634143138729e-05
Position 138: 3.316653050046107e-05
Position 393: 3.263700788402674e-05
Position 374: 3.1812950771523096e-05
Position 1889: 3.0712801714113994e-05
Position 2240: 2.984698763485118e-05
Position 1359: 2.8320227050058557e-05
Position 1296: 2.8111997175492894e-05
Position 2183: 2.7667945226591074e-05
Position 1487: 2.2245073891217392e-05
Position 940: 2.14323752752676e-05
Position 1208: 1.7838782452519922e-05
Position 1544: 1.6860596911117954e-05
Position 240: 1.6237536259174887e-05
Position 879: 1.2400479980653825e-05
Position 1046: 1.1426105269604074e-05
Position 1235: 9.436603973045212e-06
Position 263: 8.223326733928888e-06
Position 1892: 8.194780048457662e-06
Position 733: 8.108885402855458e-06
Position 724: 6.422015638860464e-06
Position 2081: 5.502692284033459e-06
Position 1616: 4.327923066063691e-06
Position 2218: 4.32599335206724e-06
Position 2152: 4.022890543197133e-06
Position 1097: 3.3912018160671033e-06
Position 1979: 3.1300392665945214e-06
Position 1586: 2.8852902723119453e-06
Position 1565: 2.860839187331154e-06
Position 1226: 2.8498164964297078e-06
Position 1520: 2.414499057587617e-06
Position 854: 2.3357544083248807e-06
Position 899: 1.8502995067092349e-06
Position 1434: 1.1320058378074043e-06
Position 194: 1.042580550985839e-06
Position 1612: 9.362216047496884e-07
