Gene = Gr23a
index = 1196
Annotated 5SS: [1982 2198]
Annotated 3SS: [2038 2252]
SMsplice 5SS: [ 870 2198]
SMsplice 3SS: [2038 2252]
Partition function (log Z): -5.49454959525167

Sorted 5' Splice Sites (High to Low Probability):
Position 870: 0.9310690765171233
Position 2198: 0.8920748991915188
Position 1982: 0.2593465086808084
Position 859: 0.04000021317822226
Position 1610: 0.03510344961739158
Position 1574: 0.0293867396960513
Position 1481: 0.027229233869754687
Position 1055: 0.021138387658331054
Position 1263: 0.011255376881149385
Position 408: 0.007270484392438676
Position 2108: 0.007091352584576563
Position 2229: 0.006915344052976163
Position 1493: 0.006598037285702487
Position 874: 0.005490306636817531
Position 1486: 0.004859701037073691
Position 1768: 0.0032544020872850147
Position 2202: 0.00259251637442559
Position 1622: 0.0022704746576772336
Position 2193: 0.0021824516401759246
Position 1265: 0.001968626334390161
Position 1438: 0.0016522229933506865
Position 438: 0.0016277512817209222
Position 341: 0.0015624317134933236
Position 1015: 0.0014064751048331495
Position 28: 0.0013890059523002374
Position 1727: 0.0010311334296487424
Position 1928: 0.0010016040004412299
Position 1227: 0.0007924564707712333
Position 387: 0.0007313401961547339
Position 1524: 0.000707969343571789
Position 173: 0.0006444147767778408
Position 2072: 0.0006219001049329141
Position 2003: 0.000568501944273164
Position 39: 0.0004722180172141651
Position 485: 0.0004231976972030856
Position 1213: 0.00034521464761722156
Position 1240: 0.00029622643490462156
Position 1466: 0.00029478472681016097
Position 1772: 0.00028040528549137404
Position 656: 0.0002730495005029826
Position 1993: 0.00027050579317659416
Position 63: 0.00020571511144297467
Position 998: 0.0001726563285947349
Position 725: 0.00016751481642535385
Position 1417: 0.00015650488507349
Position 1953: 0.00015439741906562489
Position 953: 0.0001513785898930216
Position 1451: 0.0001479054558649203
Position 1962: 0.00014255748348644418
Position 1210: 0.00013854960667338649
Position 1355: 0.00013434299503702692
Position 1601: 0.00012865594569165184
Position 777: 0.00012407989712013561
Position 1094: 0.00011763259043975388
Position 1337: 0.00011546212398393113
Position 454: 0.00011340756915133963
Position 1862: 9.981555672399924e-05
Position 1495: 7.540296536476269e-05
Position 51: 7.22190773195529e-05
Position 1820: 7.190250397635126e-05
Position 218: 7.040719101512999e-05
Position 86: 6.433673083194074e-05
Position 992: 6.145960576202657e-05
Position 1219: 5.729575695375858e-05
Position 1166: 5.148045691554824e-05
Position 392: 5.145335498432599e-05
Position 2023: 5.129414192890391e-05
Position 14: 4.9773670246502904e-05
Position 400: 4.35264841216404e-05
Position 504: 3.5836560791640095e-05
Position 1139: 3.465301086751318e-05
Position 2196: 3.3378577865847544e-05
Position 608: 3.279011669361301e-05
Position 2068: 3.181783507108116e-05
Position 222: 2.904544263524619e-05
Position 1702: 2.7900055955988775e-05
Position 192: 2.7829018212580834e-05
Position 317: 2.1944302975864448e-05
Position 940: 2.1813768946522097e-05
Position 2052: 1.859401381905633e-05
Position 132: 1.8535294436108874e-05
Position 2150: 1.8358793820784344e-05
Position 1377: 1.5587271821565055e-05
Position 1358: 1.2270293500066767e-05
Position 1252: 1.128876298609762e-05
Position 2112: 1.0776115493303304e-05
Position 1118: 9.970621587101898e-06
Position 1674: 9.090440873817845e-06
Position 600: 8.354887218405079e-06
