Gene = mRpL28
index = 1771
Annotated 5SS: [ 182 1125]
Annotated 3SS: [ 300 1176]
SMsplice 5SS: [1125]
SMsplice 3SS: [1176]
Partition function (log Z): -5.128517725871788

Sorted 5' Splice Sites (High to Low Probability):
Position 1125: 0.9972706092677811
Position 182: 0.12325709320813215
Position 216: 0.01415048370786229
Position 228: 0.003403877030168426
Position 234: 0.0024726111262202972
Position 81: 0.0024582615061672385
Position 121: 0.002174838923767221
Position 463: 0.0021194606277003293
Position 250: 0.0015750797206849731
Position 787: 0.000987830623944701
Position 375: 0.0008126664591523683
Position 94: 0.0005426392306722491
Position 673: 0.0005064256743668267
Position 553: 0.0004060618809330015
Position 134: 0.00038779850347408774
Position 219: 0.0003865553993888094
Position 1144: 0.0003142279851542486
Position 906: 0.00031185702200559474
Position 1254: 0.0003006115132592493
Position 112: 0.00021566812101643667
Position 260: 0.00019891739218445414
Position 186: 0.00011167639860048912
Position 610: 0.00011116595037715613
Position 447: 7.582738388324713e-05
Position 384: 6.268736011130496e-05
Position 1080: 5.7143681713241065e-05
Position 145: 5.085220004538366e-05
Position 304: 4.868173864833509e-05
Position 1129: 4.529470623795877e-05
Position 670: 4.316693187190095e-05
Position 542: 4.1983232588777964e-05
Position 590: 4.161446961108815e-05
Position 663: 3.482727421907631e-05
Position 667: 3.3373017750000926e-05
Position 350: 3.230548531351948e-05
Position 1271: 2.6478927532217166e-05
Position 484: 2.5530700571107292e-05
Position 1273: 2.2127767055216545e-05
Position 51: 1.4618625517537191e-05
Position 1084: 1.3141399531494457e-05
Position 530: 8.55592201198101e-06
Position 631: 7.13679709169447e-06
Position 850: 6.099090057094491e-06
Position 1248: 5.79908165346089e-06
Position 970: 5.41668648233886e-06
Position 396: 4.943144346696127e-06
Position 284: 4.265191261084701e-06
Position 809: 4.078284340899388e-06
Position 1258: 3.835325010751388e-06
Position 595: 3.232432060973684e-06
Position 421: 2.317712342087531e-06
Position 641: 2.2026143201871995e-06
Position 740: 1.2972202783236612e-06
Position 646: 1.1081329160673677e-06
Position 335: 9.66991144402536e-07
Position 707: 7.042380494880257e-07
Position 329: 5.995584085000688e-07
Position 634: 4.780862954299637e-07
Position 1204: 4.4932033561150067e-07
Position 20: 4.0861343751800435e-07
Position 973: 1.7587434227735353e-07
Position 626: 1.248798788884151e-07
Position 1197: 1.1737209836330393e-07
Position 149: 8.045951163583479e-08
Position 811: 2.555565306003433e-08
Position 984: 2.5304225969640554e-08
Position 990: 1.4079976273147621e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1176: 0.7601188238925953
Position 1197: 0.23635500822560576
Position 300: 0.11179613317646316
Position 245: 0.01420869682239846
Position 623: 0.011599378287371726
Position 441: 0.004651110791669269
Position 735: 0.0032886488393406785
Position 181: 0.0021611262135130937
Position 846: 0.0015953998949866548
Position 1278: 0.0011509809487067384
Position 438: 0.0009733972585434236
Position 1327: 0.0009701620200853542
Position 282: 0.0007838985336391739
Position 348: 0.0007198986624518025
Position 780: 0.0007006520458157713
Position 145: 0.0006604947257538469
Position 134: 0.0005682731898684721
Position 951: 0.00044502020175551195
Position 570: 0.0004147157909447697
Position 309: 0.000338561593564759
Position 804: 0.00021934604385669742
Position 1228: 0.00015450313390758574
Position 327: 0.00015383322528067563
Position 939: 0.00014356808611468193
Position 984: 0.0001402684512810944
Position 444: 0.0001334655170430242
Position 1014: 8.066198033326973e-05
Position 380: 7.513897339456947e-05
Position 927: 6.735193239992048e-05
Position 795: 6.64131971988118e-05
Position 206: 6.32614741024913e-05
Position 489: 5.052540996477204e-05
Position 696: 4.864115727509496e-05
Position 363: 4.3557557977030475e-05
Position 948: 4.26712736778768e-05
Position 1002: 3.9886879417154214e-05
Position 817: 3.582996092032946e-05
Position 641: 2.851580315416943e-05
Position 894: 2.8207385572407857e-05
Position 447: 1.4997488858986158e-05
Position 693: 1.143730937900976e-05
Position 969: 1.0686509691888636e-05
Position 961: 6.84467733457163e-06
Position 480: 6.50343211246491e-06
Position 208: 6.438548546996313e-06
Position 1232: 6.403121971041032e-06
Position 1023: 5.96531146063808e-06
Position 858: 3.617431615629455e-06
Position 784: 2.8161742638043164e-06
Position 850: 2.6649534728456486e-06
Position 112: 2.647991463686822e-06
Position 219: 2.283049879062019e-06
Position 1095: 1.5469446765318535e-06
Position 1072: 1.5374638941209758e-06
Position 384: 1.3032574061917644e-06
Position 1240: 1.0884971533851277e-06
Position 786: 9.906387020094362e-07
Position 1245: 7.091042626364556e-07
Position 1122: 5.731936180707482e-07
Position 561: 5.146403545419674e-07
Position 1075: 4.859114687804503e-07
Position 588: 3.8833480855061595e-07
Position 402: 3.620589509008168e-07
Position 1034: 3.300011472634572e-07
Position 1011: 3.277374904885881e-07
Position 372: 2.767986810240957e-07
Position 396: 2.3849736989003184e-07
Position 121: 2.2976444148798678e-07
Position 1056: 1.4812525885109923e-07
Position 1069: 3.312100169350331e-08
Position 462: 3.143069925099859e-08
Position 1047: 3.048322264057178e-08
Position 990: 1.6645118292212516e-08
Position 1039: 1.6169629657855533e-08
Position 1111: 9.443055006439596e-09
Position 579: 2.5250581906633744e-09
Position 457: 1.6214790063310447e-09
Position 94: 1.422355125881445e-09
Position 89: 8.391215430485265e-10
Position 831: 4.834672384178175e-10
Position 1053: 1.982242892604193e-10
Position 81: 8.201303613099664e-11
Position 358: 5.428101993428245e-11
Position 70: 5.289659366774301e-11
Position 549: 3.578838038686274e-11
Position 1129: 7.653738497461438e-12
