Gene = CG3557
index = 632
Annotated 5SS: [286]
Annotated 3SS: [340]
SMsplice 5SS: [286]
SMsplice 3SS: [340]
Partition function (log Z): -6.776466204087449

Sorted 5' Splice Sites (High to Low Probability):
Position 286: 0.9904986556812517
Position 18: 0.013242022805004337
Position 303: 0.003468002726057546
Position 923: 0.0033517073981940647
Position 838: 0.003317013169907019
Position 124: 0.003154507563045685
Position 56: 0.0027799306607610044
Position 290: 0.001941118984376611
Position 831: 0.0018373229453565944
Position 856: 0.00046122837627728363
Position 337: 0.0004420562991193168
Position 443: 0.0004096170823044168
Position 840: 0.0003007023962877446
Position 822: 0.0002633052233357455
Position 829: 0.0002626445116717641
Position 786: 0.0002267694621207305
Position 204: 0.00016168909643699087
Position 272: 0.00013896848593475283
Position 942: 0.00013165826260252538
Position 882: 8.656186425253816e-05
Position 910: 5.9669549571788963e-05
Position 58: 5.0976331460207786e-05
Position 473: 5.027813271365156e-05
Position 275: 3.7033562118115004e-05
Position 789: 3.327600501063762e-05
Position 800: 1.8221512372695596e-05
Position 139: 1.628134911861516e-05
Position 506: 1.4449178409929806e-05
Position 611: 7.037305360104188e-06
Position 100: 6.883511180534612e-06
Position 523: 6.33630449498696e-06
Position 622: 5.794716531355983e-06
Position 462: 4.873468499403979e-06
Position 584: 4.048774349629328e-06
Position 721: 2.905706264304264e-06
Position 130: 2.599840021149483e-06
Position 476: 2.513152846287976e-06
Position 575: 9.741369470975543e-07
Position 533: 9.736487379578326e-07
Position 401: 8.37271089950329e-07
Position 792: 5.5262141667201e-07
Position 654: 5.287372123428965e-07
Position 128: 5.113060949220344e-07
Position 316: 4.2709167414748514e-07
Position 121: 2.9160716315768115e-07
Position 809: 2.717186246771778e-07
Position 953: 2.2444121900346788e-07
Position 103: 1.3230727310470585e-07
Position 596: 1.1144892276612563e-07
Position 950: 6.638611854842691e-08
Position 728: 4.5943673896211405e-08
Position 599: 3.8335124202964305e-09
Position 383: 3.297308155027705e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.8145512039494177
Position 401: 0.08815621516566736
Position 346: 0.037354604772376086
Position 376: 0.03137871180468879
Position 991: 0.014263986803522394
Position 78: 0.006150605793741278
Position 357: 0.00586932844486006
Position 81: 0.005696475083931743
Position 910: 0.004926302762986261
Position 567: 0.004200475392438471
Position 113: 0.004133516433662804
Position 413: 0.0026527200489103904
Position 198: 0.0015360066271880783
Position 486: 0.0012417422371355305
Position 609: 0.0011131420884080375
Position 759: 0.0005927652462099617
Position 323: 0.0005912550960843364
Position 533: 0.0005114461033198608
Position 354: 0.0004178827835395026
Position 960: 0.0002736166918639751
Position 620: 0.00026287119218810145
Position 392: 0.00021769639767228637
Position 876: 0.00013782078703955292
Position 410: 0.00012892999436052183
Position 859: 0.00011749639245335042
Position 735: 8.645104497666668e-05
Position 443: 5.1893109605429204e-05
Position 666: 4.9544530166863067e-05
Position 145: 4.194962061478172e-05
Position 584: 1.630121455413872e-05
Position 158: 1.551086518478124e-05
Position 769: 1.348841551232406e-05
Position 523: 1.2460018881851316e-05
Position 1002: 8.443526318590112e-06
Position 514: 6.168203801451192e-06
Position 506: 5.511840424457089e-06
Position 693: 4.563335306093033e-06
Position 846: 3.420602742387137e-06
Position 786: 2.6624249043625782e-06
Position 777: 1.6690212192477082e-06
Position 674: 1.421243735025336e-06
Position 888: 1.3070837426154713e-06
Position 459: 1.0690171687812535e-06
Position 837: 1.0510597779133161e-06
Position 964: 7.641860537815329e-07
Position 164: 5.36074026727916e-07
Position 698: 3.328413775815307e-07
Position 645: 3.126444042579742e-07
Position 686: 2.3159420181362336e-07
Position 494: 1.9034543656602537e-07
Position 299: 1.8217096748871515e-07
Position 747: 1.018238404659369e-07
Position 575: 9.12711940355365e-08
Position 203: 4.922006132023358e-08
Position 272: 3.220160816508991e-08
Position 285: 2.4800752371193884e-08
Position 128: 2.3498210608672963e-08
Position 155: 1.6243309649053863e-08
Position 742: 8.167195685096203e-09
Position 659: 7.231199023613361e-09
Position 942: 5.285902445298275e-09
Position 290: 2.8951675711323666e-09
Position 303: 4.2439778751329044e-10
