Gene = mRpS23
index = 1778
Annotated 5SS: [134 351]
Annotated 3SS: [188 411]
SMsplice 5SS: [134 351]
SMsplice 3SS: [188 411]
Partition function (log Z): -4.366086074037547

Sorted 5' Splice Sites (High to Low Probability):
Position 351: 0.9711978079994499
Position 134: 0.728712950545132
Position 45: 0.09934142280961751
Position 100: 0.01957825457928297
Position 39: 0.0021407482782638105
Position 243: 0.0014308431004979479
Position 52: 0.0012318562515898205
Position 21: 0.001150646616729784
Position 313: 0.0005342398324364758
Position 252: 0.0003339782586170149
Position 343: 0.000284000927586508
Position 355: 0.0001728111653179831
Position 400: 0.0001270789828163782
Position 340: 9.939892573898795e-05
Position 369: 8.193859710770908e-05
Position 36: 6.444545103258427e-05
Position 677: 1.9374376218586e-05
Position 190: 7.0479650131191624e-06
Position 454: 6.809170397965944e-06
Position 209: 4.372850760394224e-06
Position 250: 8.037608121010275e-07
Position 643: 3.5330484364760916e-07
Position 159: 1.2301071926154797e-07
Position 674: 4.371260137043162e-08
Position 491: 3.223235857244164e-09
Position 478: 2.1372909690974568e-09
Position 694: 1.6595081467822e-09
Position 697: 1.4752069994380754e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 188: 0.8382775516488844
Position 411: 0.8155555285456096
Position 465: 0.12690845760188396
Position 439: 0.025494072422910827
Position 133: 0.011856018183499316
Position 505: 0.005370879410056611
Position 471: 0.0006756924217708985
Position 103: 0.0006529184772524931
Position 415: 0.0005906208874591523
Position 100: 0.0004686821506959476
Position 165: 0.0001714191477091346
Position 293: 0.00010610874433903521
Position 195: 7.323989621528338e-05
Position 313: 7.269034583620802e-05
Position 425: 6.548739497929767e-05
Position 369: 6.211798979298419e-05
Position 577: 4.436733929866491e-05
Position 515: 2.2224941231771437e-05
Position 113: 1.7449127805062664e-05
Position 730: 1.721656137612158e-05
Position 484: 5.080195574872367e-06
Position 478: 1.8554859352612633e-06
Position 190: 1.8387531443002706e-06
Position 649: 1.7743085175005749e-06
Position 704: 1.5209809504568882e-06
Position 321: 1.2569667820429285e-06
Position 540: 7.339245764989337e-07
Position 521: 6.988966269945762e-07
Position 775: 6.912012464522912e-07
Position 755: 5.357692668441784e-07
Position 759: 5.156313334251929e-07
Position 721: 3.59177188762927e-07
Position 628: 3.2984763948117254e-07
Position 623: 2.859771553394801e-07
Position 608: 2.112259332525096e-07
Position 769: 1.5666966489082506e-07
Position 667: 1.4549755745606356e-07
Position 524: 1.3400167217065627e-07
Position 586: 1.1064465949743204e-07
Position 734: 1.0394144783859716e-07
Position 643: 7.712423111955379e-08
Position 583: 6.172737467451185e-08
Position 625: 4.6631082018020774e-08
Position 610: 3.464934449627431e-08
Position 670: 2.422953536420652e-08
Position 550: 1.608315930614502e-08
Position 279: 5.686874546618117e-09
Position 306: 3.364625748458105e-09
Position 574: 2.6203437314075483e-09
Position 336: 1.2283718499914171e-09
Position 598: 7.011489576364057e-10
Position 685: 6.686238802176718e-10
Position 228: 5.755446262542395e-10
Position 349: 1.0104860999243268e-11
Position 214: 3.308880573190922e-12
Position 657: 6.887349077211286e-13
Position 535: 2.9560120293270586e-13
Position 681: 5.923963044728017e-18
