Gene = sturkopf
index = 1898
Annotated 5SS: [122 658]
Annotated 3SS: [255 716]
SMsplice 5SS: [658]
SMsplice 3SS: [716]
Partition function (log Z): -7.38694115655281

Sorted 5' Splice Sites (High to Low Probability):
Position 658: 0.9460030135660074
Position 122: 0.07942946681892578
Position 1412: 0.06370325698107542
Position 1010: 0.06172144148349021
Position 1075: 0.014779224967493504
Position 1078: 0.011814902521889931
Position 849: 0.009392709167207742
Position 524: 0.008189820486764818
Position 1033: 0.006811376533843699
Position 1024: 0.005498753634512062
Position 338: 0.004712993488012049
Position 689: 0.004458859584504485
Position 1031: 0.0043987785488191185
Position 592: 0.004384480681373045
Position 943: 0.004145487885903193
Position 1533: 0.0035696706173519418
Position 1073: 0.002812048399237768
Position 761: 0.001494001492093198
Position 5: 0.0014183164395878834
Position 651: 0.0013890714051489454
Position 1406: 0.0012086234015549024
Position 998: 0.0010581213578400403
Position 1238: 0.000811609625709981
Position 341: 0.0007885221477649284
Position 965: 0.0006382694555564453
Position 31: 0.0005802236402714056
Position 583: 0.0005677812268469494
Position 1214: 0.0005397487683245945
Position 45: 0.0005312115666539423
Position 415: 0.00046735250626683394
Position 400: 0.0004539403306572872
Position 889: 0.0004458326114613154
Position 1337: 0.00034288136613998716
Position 1264: 0.00029661427705708734
Position 180: 0.0002814239554643242
Position 1292: 0.00020311341118375796
Position 1449: 0.00015581145337999967
Position 1440: 0.00014931117842863364
Position 1000: 0.00010991831001837618
Position 629: 0.00010243717212937409
Position 1169: 9.304148058231809e-05
Position 662: 9.174702932550936e-05
Position 1442: 9.105558435025613e-05
Position 174: 8.821489008508514e-05
Position 1181: 8.248496261701012e-05
Position 605: 6.842441323790117e-05
Position 126: 5.984422962630226e-05
Position 982: 5.8089278784497914e-05
Position 854: 5.5446530478737113e-05
Position 59: 4.812281412805468e-05
Position 1456: 4.406459047550823e-05
Position 685: 4.117990280325293e-05
Position 360: 3.499635528837537e-05
Position 842: 3.479679729389572e-05
Position 391: 3.4633187245844716e-05
Position 930: 3.1221281949440715e-05
Position 750: 2.8887528767425935e-05
Position 645: 2.428125857590567e-05
Position 389: 2.0572296256412118e-05
Position 1584: 1.9261490499140996e-05
Position 101: 1.7282911967418427e-05
Position 664: 1.4553426884039467e-05
Position 209: 1.4197580456174345e-05
Position 1153: 1.3145140084324415e-05
Position 319: 1.2595566513800628e-05
Position 672: 9.362646701290801e-06
Position 258: 6.8943210509634755e-06
Position 480: 6.1626982374751225e-06
Position 437: 4.824959139187171e-06
Position 189: 4.731125372873001e-06
Position 558: 4.3109948427391485e-06
Position 1184: 3.921682157711573e-06
Position 260: 3.0873483851895504e-06
Position 955: 2.2007486026330854e-06
Position 1132: 1.1766046911433072e-06
Position 1572: 9.459902693415628e-07
Position 113: 6.27653985114923e-07
Position 1379: 2.0868503768315094e-07
Position 218: 1.7573745432086128e-07
Position 1588: 8.81994925987023e-08
Position 1483: 4.433958955689762e-08
Position 1574: 2.06256420082349e-08
Position 1598: 1.3926591179728487e-08
Position 706: 1.2287266374154465e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.7525936128154989
Position 1132: 0.35033772145152425
Position 1611: 0.047261021890467936
Position 186: 0.04001454251224375
Position 1512: 0.02033714504386538
Position 1470: 0.00639563357254271
Position 437: 0.006157838734671545
Position 591: 0.0046741274945556075
Position 432: 0.00391614297691318
Position 1315: 0.0024657863346637687
Position 197: 0.0022465104668295526
Position 1172: 0.0016522310532132143
Position 523: 0.00160281048767211
Position 307: 0.001261456736807218
Position 453: 0.0010102877251396878
Position 603: 0.0009851005334752462
Position 1053: 0.0007853899637068494
Position 414: 0.0007453849431104285
Position 161: 0.0007037782879084881
Position 258: 0.000647447059570005
Position 255: 0.0006253146187411627
Position 743: 0.00047910630344198186
Position 1584: 0.000450394042375575
Position 1598: 0.0003921318519666918
Position 456: 0.0003514610240670029
Position 268: 0.0003433618974454676
Position 904: 0.00032226743840548346
Position 325: 0.0002789565842356069
Position 657: 0.0002596540272593261
Position 1336: 0.00022813698834657023
Position 1153: 0.00019969335508668616
Position 398: 0.0001448020014696961
Position 141: 0.00013697970108446546
Position 1636: 0.00010489112101202634
Position 1099: 0.0001014683562443082
Position 1478: 9.595230935580171e-05
Position 774: 9.347046313409661e-05
Position 1396: 7.189319124809779e-05
Position 1541: 4.534187748473046e-05
Position 1204: 3.943636672695986e-05
Position 1241: 3.419711593743369e-05
Position 1009: 3.152244007667397e-05
Position 1643: 3.082815195542012e-05
Position 943: 2.9249974167602282e-05
Position 1552: 2.7215296081575472e-05
Position 1180: 2.6360040839939034e-05
Position 1620: 2.5034956711200623e-05
Position 1325: 2.3770314911131732e-05
Position 107: 2.2977673802391365e-05
Position 612: 2.2278817343889997e-05
Position 1264: 2.016987200353287e-05
Position 645: 1.769755568631385e-05
Position 1230: 1.5066597300658465e-05
Position 745: 1.4489666198689243e-05
Position 695: 1.4346155772159765e-05
Position 126: 1.2829208007021955e-05
Position 1432: 1.2699961709346158e-05
Position 376: 1.108094382498724e-05
Position 859: 9.140650597148364e-06
Position 626: 8.348556572460824e-06
Position 551: 7.652326386540406e-06
Position 554: 7.0829546555445636e-06
Position 1348: 6.627751424402088e-06
Position 470: 6.489880157086438e-06
Position 835: 6.1878897216637816e-06
Position 849: 6.0006546403353876e-06
Position 270: 4.999397169765043e-06
Position 473: 3.5541933516124403e-06
Position 1416: 2.446756959557076e-06
Position 332: 2.4319378543270736e-06
Position 1234: 2.0986480230266133e-06
Position 1363: 1.913104063699023e-06
Position 750: 1.8119579869388478e-06
Position 1246: 9.539721821842892e-07
Position 1449: 7.856693256101891e-07
Position 662: 5.452548747888556e-07
Position 970: 4.447496330143745e-07
Position 760: 3.1139179610210224e-07
Position 1429: 2.857349082430378e-07
Position 351: 1.916956024264685e-07
Position 1360: 1.6523669797785515e-07
Position 1212: 1.0555923362742388e-07
Position 1437: 9.213666281764696e-08
Position 784: 5.846038157058656e-08
Position 1177: 3.679876969929193e-08
Position 400: 2.6610367632809288e-08
Position 337: 2.3859957281185993e-08
Position 629: 2.013507227165991e-08
Position 919: 1.918558294973224e-08
Position 887: 9.447997451507341e-09
Position 605: 5.645081697810578e-09
Position 548: 2.5919870737831596e-09
Position 787: 1.8718721777032402e-09
Position 1243: 1.1600875118731473e-09
Position 930: 6.980238351133281e-10
Position 536: 2.6107276843025257e-10
Position 1418: 1.8872425829130056e-10
Position 685: 1.7650414654779058e-10
Position 982: 6.457691574920569e-11
Position 533: 6.356631825197868e-12
