Gene = CG31816
index = 491
Annotated 5SS: [238]
Annotated 3SS: [446]
SMsplice 5SS: [238]
SMsplice 3SS: [446]
Partition function (log Z): -4.84288018799813

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9937298189340789
Position 618: 0.002594919628526996
Position 167: 0.002426669279695768
Position 277: 0.002135776742519663
Position 251: 0.0010321661304836215
Position 380: 0.00035155055082463445
Position 608: 0.00029310902649311966
Position 383: 0.0001693031701966328
Position 105: 8.184643104937106e-05
Position 332: 6.0330292158434835e-05
Position 375: 5.9279067232669836e-05
Position 578: 2.4488553941696885e-05
Position 414: 1.8856724284616512e-05
Position 65: 1.8392308431162778e-05
Position 581: 1.8266261344113933e-05
Position 48: 1.6635640286269238e-05
Position 217: 1.6229856025567274e-05
Position 280: 5.319195270330793e-06
Position 575: 3.2398490029932405e-06
Position 222: 1.8799317303412769e-06
Position 538: 1.4815161951919583e-06
Position 96: 8.470257650759714e-07
Position 485: 5.708604282999068e-07
Position 150: 1.9666967877560885e-07
Position 456: 1.727848380246098e-07
Position 522: 1.0982985589183244e-07
Position 543: 8.624087408767649e-08
Position 78: 6.926184966332835e-09
Position 424: 3.703471055972683e-09
Position 451: 1.0379428364369353e-09
Position 446: 9.833115668039277e-10
Position 464: 1.4978915955178434e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 446: 0.9743154890455977
Position 451: 0.016258875188906254
Position 360: 0.004520609163299643
Position 679: 0.0032744016319991905
Position 335: 0.0024648707489165317
Position 332: 0.0009387165371341365
Position 527: 0.0005830293724852438
Position 485: 0.000399277482203286
Position 280: 0.00011033965059984429
Position 493: 0.00010534927096208192
Position 138: 2.2679434256086488e-05
Position 690: 1.8180856199338935e-05
Position 177: 9.027574298679537e-06
Position 96: 9.022774033942484e-06
Position 563: 7.0143745077304965e-06
Position 549: 7.009628322212456e-06
Position 586: 6.472450320635088e-06
Position 171: 3.8188105786606855e-06
Position 362: 3.812870540211248e-06
Position 608: 1.2731758297398797e-06
Position 135: 1.100831988804559e-06
Position 618: 4.893294775873983e-07
Position 629: 2.0908567073267936e-07
Position 277: 1.406479940093114e-07
Position 196: 9.744790715112035e-08
Position 145: 6.677796353640056e-08
Position 251: 5.8245364654892364e-08
Position 652: 4.387638229515585e-08
Position 632: 2.997064824453894e-08
Position 575: 2.7500047689358654e-08
Position 235: 1.1374641616596799e-08
Position 366: 8.369261990335832e-09
Position 237: 1.6073666513358944e-09
Position 647: 9.841665091722994e-11
Position 157: 8.083300739134166e-11
Position 208: 1.6277116397474786e-11
Position 231: 6.797751476661962e-13
