Gene = CG17996
index = 436
Annotated 5SS: [131]
Annotated 3SS: [183]
SMsplice 5SS: [131]
SMsplice 3SS: [202]
Partition function (log Z): -8.286759764945302

Sorted 5' Splice Sites (High to Low Probability):
Position 131: 0.9917794229623136
Position 43: 0.007760151975828725
Position 316: 0.002567868510026786
Position 7: 0.0011145513036544762
Position 498: 0.0008648368754608874
Position 482: 0.00044223841647907835
Position 485: 0.00033523768369785343
Position 327: 0.00021857552286994668
Position 501: 0.0002012136486179815
Position 25: 0.00018608245186954727
Position 46: 6.749218813040439e-05
Position 31: 6.669096714069828e-05
Position 511: 6.184810099857927e-05
Position 282: 4.7444626810366674e-05
Position 380: 3.50401470892826e-05
Position 213: 3.30575622456121e-05
Position 203: 3.233672408783649e-05
Position 135: 3.0377317785152326e-05
Position 63: 8.780245573663966e-06
Position 490: 8.588900058828966e-06
Position 377: 5.636989095803954e-06
Position 299: 4.876765312531705e-06
Position 337: 3.739434710262197e-06
Position 103: 4.1688572958095384e-07
Position 266: 4.126143781942053e-07
Position 514: 3.3967172039912607e-07
Position 225: 2.685900319333802e-07
Position 407: 1.963422299335662e-07
Position 253: 1.6993704064847233e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 202: 0.5976224472016396
Position 183: 0.3790264882732484
Position 96: 0.008579534458077983
Position 377: 0.006743265568766392
Position 558: 0.0032419595081297245
Position 239: 0.0027977097937198583
Position 260: 0.0023569905237959252
Position 212: 0.0020067849389706727
Position 347: 0.0006901620014074227
Position 278: 0.0006445598951450527
Position 428: 0.0005932623377530453
Position 63: 0.0005386310888550461
Position 386: 0.0002650277444215281
Position 316: 0.00024375108923255982
Position 531: 0.00018118964533150408
Position 281: 6.697585128390528e-05
Position 448: 6.360810257635754e-05
Position 401: 4.429682876106718e-05
Position 296: 3.004704253766769e-05
Position 362: 2.948580920372827e-05
Position 100: 2.0555298676096624e-05
Position 299: 1.8197079556631328e-05
Position 416: 1.7352974573625742e-05
Position 536: 1.4466342092501115e-05
Position 404: 1.0983682775003681e-05
Position 431: 7.672339394920058e-06
Position 142: 5.772743072212007e-06
Position 354: 4.505165772208038e-06
Position 413: 2.9484656627766856e-06
Position 467: 2.6242495420484873e-06
Position 308: 2.3840325951312432e-06
Position 225: 2.3442708079924467e-06
Position 407: 6.5537064781846e-07
Position 393: 5.760045095380991e-07
Position 266: 1.9224745566844968e-07
Position 501: 1.3625414670216704e-07
Position 313: 9.315282113291519e-08
Position 218: 5.100558737235654e-08
Position 464: 3.0405152051137406e-08
Position 488: 2.0736202930896266e-08
Position 482: 4.780677353664087e-10
Position 479: 3.6250321199047394e-10
Position 135: 3.002755088980866e-11
Position 83: 2.1485108461876937e-11
Position 498: 8.647953364702323e-13
Position 490: 8.00720895311879e-13
