Gene = mRpL20
index = 1766
Annotated 5SS: [192 464]
Annotated 3SS: [254 517]
SMsplice 5SS: [192 464]
SMsplice 3SS: [254 517]
Partition function (log Z): -2.8853198266497215

Sorted 5' Splice Sites (High to Low Probability):
Position 192: 0.9576499224859512
Position 464: 0.9546445821102122
Position 40: 0.011877717977832184
Position 408: 0.007074694206170074
Position 468: 0.003857959746424803
Position 28: 0.0015025466870439341
Position 23: 0.0014796192235689092
Position 412: 0.000694697000681548
Position 401: 6.919679940403181e-05
Position 45: 4.998072355783837e-05
Position 642: 3.117905034137512e-05
Position 132: 2.900119853752726e-05
Position 391: 1.6390134094197278e-05
Position 394: 8.717344969426573e-06
Position 209: 3.9347270988274365e-06
Position 196: 3.435445095398858e-06
Position 570: 2.6073043968266257e-06
Position 381: 2.0104435824045147e-06
Position 48: 1.9112483680978257e-06
Position 17: 1.5363146764593124e-06
Position 522: 1.0086986054186525e-06
Position 368: 5.289494736900713e-07
Position 145: 4.848398965196461e-07
Position 238: 1.5702351857770558e-07
Position 137: 1.2022756894000067e-07
Position 142: 1.0469371063153383e-07
Position 108: 2.578177852022519e-08
Position 91: 2.4125178298559308e-08
Position 301: 1.1803967320891403e-08
Position 303: 1.1052041993388442e-08
Position 279: 1.0321933266713863e-08
Position 597: 8.754465807894901e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9671426614127088
Position 254: 0.9208997013220467
Position 262: 0.020099921510989018
Position 102: 0.014830747714687058
Position 310: 0.009475786352398534
Position 522: 0.0038829901379206617
Position 238: 0.0010344935108687133
Position 265: 0.0007506502744346803
Position 570: 0.0004262102550198361
Position 332: 0.00015809151229943406
Position 564: 7.07073411650485e-05
Position 341: 6.0607837636415387e-05
Position 464: 4.2880691909819955e-05
Position 575: 3.7935669363483066e-05
Position 703: 2.9805894813332863e-05
Position 585: 2.0132836028416515e-05
Position 301: 1.3143498662377452e-05
Position 641: 1.2436901788566673e-05
Position 401: 4.514259757297419e-06
Position 429: 2.577735674584274e-06
Position 689: 2.4669419442564775e-06
Position 594: 1.3540185969468661e-06
Position 347: 1.0480399823234784e-06
Position 386: 7.117057910083037e-07
Position 548: 6.304849803610167e-07
Position 411: 5.083396223979383e-07
Position 679: 4.842796566879713e-07
Position 398: 4.0992253398771854e-07
Position 625: 1.3155566246141046e-07
Position 692: 1.2645165280795911e-07
Position 373: 1.1865489435128394e-07
Position 665: 5.7858674775139594e-08
Position 612: 4.09074318104492e-08
Position 182: 2.6600907721619692e-08
Position 189: 1.7123017587954758e-08
Position 686: 4.495540755195123e-09
Position 587: 1.114321161397706e-09
Position 431: 7.590322947389793e-10
Position 167: 3.6688927891755787e-10
Position 169: 9.695596291539974e-11
Position 408: 3.2870289983037374e-11
Position 655: 1.4800610829993766e-11
Position 231: 7.295233420264598e-12
Position 602: 9.183522065956717e-13
