Gene = RpL37A
index = 1444
Annotated 5SS: [ 74 201 399]
Annotated 3SS: [145 269 651]
SMsplice 5SS: [ 74 201 399]
SMsplice 3SS: [145 269 651]
Partition function (log Z): 4.935514013447085

Sorted 5' Splice Sites (High to Low Probability):
Position 399: 0.9934267038447282
Position 74: 0.9828600267382038
Position 201: 0.9375966860267722
Position 795: 0.034440465584235615
Position 301: 0.0015372071849654725
Position 463: 0.0011207437384856643
Position 80: 0.0010541880715164422
Position 334: 0.0009824118001571433
Position 892: 0.0009316168531677301
Position 288: 0.0006303311170522372
Position 766: 0.0004585942258371149
Position 531: 0.0004505278372134102
Position 889: 0.0003237134102302158
Position 374: 0.0002473461059428317
Position 10: 0.00022691049436976917
Position 859: 0.00014713296847130886
Position 78: 0.0001167990745481072
Position 779: 0.00011359454032306988
Position 754: 9.039439873516441e-05
Position 947: 8.152004296509558e-05
Position 310: 7.431869858354082e-05
Position 484: 6.288834782979617e-05
Position 770: 5.61203396159238e-05
Position 957: 5.445176908319551e-05
Position 342: 4.483967579148416e-05
Position 557: 4.1603839088066554e-05
Position 729: 3.8684551221288216e-05
Position 436: 3.3001425384880435e-05
Position 773: 3.0575241804532124e-05
Position 297: 2.7418839350132347e-05
Position 912: 2.484427729491941e-05
Position 171: 2.014541455546337e-05
Position 90: 1.9628762041098208e-05
Position 473: 1.8147338513481925e-05
Position 63: 1.667750188260426e-05
Position 403: 1.55479382673475e-05
Position 862: 1.4070970156636483e-05
Position 322: 1.3351896014427442e-05
Position 570: 1.3004006747013363e-05
Position 100: 1.1183893992198882e-05
Position 72: 1.1107164079451647e-05
Position 727: 9.542347506933917e-06
Position 901: 5.5352118582674485e-06
Position 491: 3.687060864298482e-06
Position 21: 3.434707395233773e-06
Position 972: 3.178803310440994e-06
Position 1030: 2.6244008934553916e-06
Position 992: 1.7688342199608418e-06
Position 34: 1.5428892236707017e-06
Position 930: 1.1780659735414784e-06
Position 716: 6.70317441357488e-07
Position 907: 3.9809562886470827e-07
Position 169: 2.613429647544522e-07
Position 984: 2.2070656150687107e-07
Position 995: 1.035398608074463e-07
Position 138: 8.531715872136038e-08
Position 709: 4.133868351533588e-08
Position 673: 2.8446005119493433e-08
Position 684: 1.2037686416931118e-08
Position 316: 6.732101987579755e-09
Position 625: 5.7938336344762886e-09
Position 612: 5.0214892255377244e-09
Position 670: 5.640277618045089e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 651: 0.9951425193740296
Position 145: 0.9732711146103772
Position 269: 0.9477187207682072
Position 947: 0.014816799248694284
Position 853: 0.013583824224004002
Position 862: 0.007041606072079723
Position 597: 0.001397625766089898
Position 1030: 0.001338027322342456
Position 581: 0.0010041701383833289
Position 612: 0.000621871172336016
Position 193: 0.00053409992910919
Position 600: 0.000349775527618555
Position 1083: 0.00030634587820704557
Position 449: 7.007957576789167e-05
Position 275: 6.596700059448091e-05
Position 663: 5.004254799952486e-05
Position 370: 4.354828370085479e-05
Position 338: 3.452957178235242e-05
Position 625: 2.9238369843407114e-05
Position 365: 2.3287391396064802e-05
Position 984: 1.522070126636143e-05
Position 972: 1.0165664420338667e-05
Position 557: 9.34065508728704e-06
Position 704: 9.235987216340552e-06
Position 287: 4.885512490742456e-06
Position 398: 3.221631141111399e-06
Position 434: 2.9655844011925497e-06
Position 350: 2.848601512214099e-06
Position 506: 2.6616154303467837e-06
Position 693: 2.1290036084348466e-06
Position 1091: 1.821928971348684e-06
Position 957: 8.243328292178288e-07
Position 531: 8.065457143720293e-07
Position 565: 7.161012839776168e-07
Position 374: 6.078926149725867e-07
Position 347: 5.581425651878007e-07
Position 284: 4.3669042068034726e-07
Position 491: 3.9019241619561226e-07
Position 1088: 3.433980984469282e-07
Position 992: 2.488583229550618e-07
Position 789: 8.018758649009641e-08
Position 453: 7.929456397305668e-08
Position 78: 4.134128172944443e-08
Position 795: 3.133154671332252e-08
Position 422: 2.78430085239251e-09
Position 403: 7.722509272495409e-10
