Gene = grnd
index = 1719
Annotated 5SS: [ 786 1518]
Annotated 3SS: [1208 1599]
SMsplice 5SS: [ 786 1518]
SMsplice 3SS: [1208 1599]
Partition function (log Z): -3.946252671273105

Sorted 5' Splice Sites (High to Low Probability):
Position 1518: 0.9771692941331516
Position 844: 0.3563723734503592
Position 961: 0.10445402526325713
Position 346: 0.10393987280947142
Position 96: 0.08452879335312283
Position 519: 0.06266569705865004
Position 790: 0.04479840420366622
Position 645: 0.03822878052618241
Position 380: 0.03523024422753549
Position 922: 0.029165092792983828
Position 1792: 0.02433101834426741
Position 728: 0.02093728048842661
Position 1524: 0.019411731281247794
Position 873: 0.01767034947198402
Position 89: 0.016643150911388606
Position 460: 0.014831990988202188
Position 2010: 0.012502898843528017
Position 983: 0.011033077077140614
Position 1872: 0.010966866246635665
Position 34: 0.010700526172651223
Position 623: 0.009390075201727117
Position 1728: 0.008921895420836051
Position 106: 0.008017444427921367
Position 1136: 0.007535179843806726
Position 350: 0.005767967636963247
Position 371: 0.005439919004143769
Position 240: 0.005147001177002998
Position 895: 0.004337403386140824
Position 7: 0.004252840162893299
Position 138: 0.004240201288380226
Position 1130: 0.003966858622857581
Position 780: 0.0037724510013279105
Position 1857: 0.003497851821400748
Position 66: 0.0034664312873976463
Position 378: 0.003387952517417465
Position 766: 0.003101175709250818
Position 443: 0.0026580700578658955
Position 1638: 0.0026348614025163016
Position 1109: 0.0026122836736424153
Position 2472: 0.0022993766339173883
Position 1887: 0.002232593320435701
Position 867: 0.002177923422090809
Position 38: 0.002141175416818395
Position 1138: 0.002091259148073351
Position 354: 0.0019906020052767237
Position 282: 0.001857084096196806
Position 52: 0.0011053678110756085
Position 446: 0.0010339863398321626
Position 195: 0.0009027473982504104
Position 136: 0.0008848220084642343
Position 1041: 0.0008045671316957315
Position 557: 0.0007731726973164692
Position 856: 0.000732796433741264
Position 565: 0.0006691629288657385
Position 1838: 0.0006362790641283963
Position 760: 0.0005608093831907589
Position 553: 0.0005405212176873572
Position 909: 0.0005340796230753924
Position 1725: 0.0005111446607476591
Position 1544: 0.0004498447152859865
Position 1683: 0.0004356450338189474
Position 205: 0.0003982503139819094
Position 292: 0.0003486090392987861
Position 2024: 0.0003435096668413363
Position 1737: 0.0003276869802606289
Position 677: 0.00027137135791255036
Position 2121: 0.00026632709840424115
Position 45: 0.000265258300271177
Position 612: 0.00026264716141878716
Position 1052: 0.00025450102748913604
Position 1061: 0.0002539610750733109
Position 1377: 0.00020944965329358316
Position 1118: 0.00020767289309978713
Position 452: 0.0001947467252243644
Position 402: 0.0001838206908172897
Position 1770: 0.0001373551091840383
Position 1946: 0.00010907684828473068
Position 1058: 9.681539605991768e-05
Position 2340: 9.046681215442064e-05
Position 944: 8.22402754600025e-05
Position 1321: 6.989290619061338e-05
Position 1354: 5.812368428118435e-05
Position 197: 5.378593249466486e-05
Position 591: 4.91063974604808e-05
Position 3: 4.72620558720063e-05
Position 2193: 4.645847331250639e-05
Position 1666: 4.5885130250294374e-05
Position 2355: 4.461538267924974e-05
Position 2510: 4.320024781472474e-05
Position 1921: 4.3192379959995835e-05
Position 360: 3.924542617474393e-05
Position 1522: 3.581730632046048e-05
Position 718: 3.141169952626238e-05
Position 601: 1.9251889518375715e-05
Position 1538: 1.913641632074843e-05
Position 1173: 1.832413193930061e-05
Position 2476: 1.4984065853623782e-05
Position 570: 1.384672704052037e-05
Position 264: 1.3742561859477155e-05
Position 669: 1.3072984271386796e-05
Position 1956: 1.292505145070604e-05
Position 2448: 1.2800210349060972e-05
Position 2397: 1.2126588671903861e-05
Position 596: 1.1889504564539119e-05
Position 1820: 1.1529733202380103e-05
Position 1081: 9.777049906541857e-06
Position 2452: 8.945679633227322e-06
Position 1509: 8.791487644949556e-06
Position 2362: 7.367411840503009e-06
Position 2258: 6.82682166203249e-06
Position 1009: 6.325062869776971e-06
Position 2186: 5.534832817943533e-06
Position 170: 5.442015840287774e-06
Position 1039: 4.762094505184798e-06
Position 2415: 4.2299701452605556e-06
Position 172: 3.983242348406281e-06
Position 2159: 3.700668526288765e-06
Position 614: 3.4824764565760974e-06
Position 1314: 3.1869844781636247e-06
Position 711: 2.8495801388115956e-06
Position 2478: 2.2809274325398688e-06
Position 2504: 2.2307669293009496e-06
Position 1620: 2.0191553810507855e-06
Position 1612: 2.002534793063008e-06
Position 1327: 1.5657645547570802e-06
Position 2142: 1.0718064473787263e-06
Position 1568: 9.86938133439302e-07
Position 1298: 9.617713286281245e-07
Position 2402: 7.98032910334035e-07
Position 1983: 7.612073499115421e-07
Position 2235: 6.304576139728085e-07
Position 695: 6.192422842003216e-07
Position 1600: 5.458074998144188e-07
Position 1228: 5.098509048112012e-07
Position 2306: 5.090390675715382e-07
Position 2181: 4.939984235741394e-07
Position 1617: 3.69169069856382e-07
Position 1511: 3.663899484247389e-07
Position 2371: 3.228861081268107e-07
Position 2345: 2.812548667157829e-07
Position 2164: 1.6514963585889688e-07
Position 2484: 3.829182405506535e-08
Position 2173: 3.0653242127781916e-08
Position 2426: 1.9323189602307025e-08
Position 2432: 7.0951608931160185e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1599: 0.970099401882895
Position 1208: 0.8474553315970014
Position 909: 0.11794151257500382
Position 1945: 0.05052758025604685
Position 1327: 0.026405857336196853
Position 2066: 0.024728878514338838
Position 842: 0.014623991859823531
Position 1924: 0.01101709513314555
Position 1039: 0.01063095353256581
Position 150: 0.007609062858312204
Position 626: 0.004221710016191922
Position 188: 0.0036189685846359575
Position 2590: 0.0035416776471307904
Position 170: 0.003282041318699106
Position 480: 0.002654695880455375
Position 1666: 0.0024498939042870683
Position 561: 0.0021203726284648003
Position 2164: 0.0019005742253384273
Position 298: 0.0014944045166617333
Position 1346: 0.001473290706144322
Position 519: 0.0013266041149440605
Position 1447: 0.0012608836139772614
Position 1872: 0.0008401159862936798
Position 1363: 0.0008084169848060574
Position 2553: 0.0007479558353983341
Position 2029: 0.00046238879802271436
Position 1267: 0.00041593885568440574
Position 1366: 0.00041300390236616216
Position 2181: 0.0004084713184949599
Position 1235: 0.0003485172312572245
Position 1782: 0.00033669261964648146
Position 1019: 0.0003172621216697395
Position 823: 0.00024563515606894077
Position 1857: 0.00023363994214513928
Position 612: 0.00020185266032204068
Position 813: 0.00020068922629180866
Position 1820: 0.00019226007714906912
Position 775: 0.00017853536754855887
Position 2391: 0.00012178419185028429
Position 1047: 0.00010864498071117779
Position 1176: 0.00010668898374191561
Position 1390: 9.099216585716928e-05
Position 1173: 8.830450730564165e-05
Position 528: 8.301757765704405e-05
Position 1255: 7.944465542585514e-05
Position 1058: 7.719651089537722e-05
Position 2566: 6.681971130115548e-05
Position 317: 6.273306327744125e-05
Position 436: 5.010879980822389e-05
Position 1758: 4.8446651450481555e-05
Position 2362: 4.5642935505289616e-05
Position 255: 3.961705388614144e-05
Position 1476: 3.75745007473944e-05
Position 327: 3.7049499426871336e-05
Position 1718: 3.6012824686427824e-05
Position 1880: 3.38437526791967e-05
Position 1755: 3.315171001658378e-05
Position 2126: 3.0055587122339596e-05
Position 1264: 2.9978721690116196e-05
Position 1216: 2.73554308737247e-05
Position 1071: 2.3967845340446368e-05
Position 872: 2.3416962485167864e-05
Position 452: 1.69115935461438e-05
Position 2467: 1.658497291877788e-05
Position 1240: 1.4043921675705062e-05
Position 2397: 1.3895781635487732e-05
Position 648: 1.2521528543878195e-05
Position 443: 8.858093599525116e-06
Position 324: 8.74475435359342e-06
Position 918: 8.573093273358366e-06
Position 2340: 8.34214037579708e-06
Position 570: 8.169287297877003e-06
Position 2318: 6.862041248618633e-06
Position 971: 6.753612314806682e-06
Position 785: 3.2641508984895105e-06
Position 2306: 2.67120657033122e-06
Position 1825: 2.5505547755877233e-06
Position 867: 2.538379497764363e-06
Position 565: 2.5067048989600693e-06
Position 1501: 2.2785797048740806e-06
Position 2104: 2.206373539012912e-06
Position 96: 1.7713913865885257e-06
Position 1884: 1.5846332080684894e-06
Position 346: 1.4883498257263958e-06
Position 210: 1.3025635494231724e-06
Position 1694: 1.1278162933467697e-06
Position 957: 1.095782146364055e-06
Position 1887: 1.0766503884030103e-06
Position 706: 1.028942742160868e-06
Position 979: 1.0232505404708215e-06
Position 1076: 7.918345230382113e-07
Position 343: 7.897193752792832e-07
Position 882: 7.404181669281178e-07
Position 1423: 6.305771764020407e-07
Position 1509: 5.896698345697596e-07
Position 1792: 5.375326830918813e-07
Position 1831: 3.247784030474307e-07
Position 354: 2.871550508257428e-07
Position 793: 2.2748200173700983e-07
Position 358: 2.093006804270554e-07
Position 104: 2.0738930467246877e-07
Position 2402: 1.8653288214133358e-07
Position 350: 1.6917042817856483e-07
Position 727: 1.5580113150027325e-07
Position 802: 1.432495994387593e-07
Position 1081: 1.1401330036076259e-07
Position 1610: 1.1378064140606549e-07
Position 1118: 1.0595888301802447e-07
Position 489: 1.0106077139565356e-07
Position 944: 7.572303793184254e-08
Position 641: 6.933481284880796e-08
Position 1745: 2.9349372306470513e-08
Position 790: 2.2785405375056437e-08
Position 596: 1.7842512854924157e-08
Position 2415: 1.6213722032972838e-08
Position 331: 1.1507198234926767e-08
Position 1517: 7.450563382090447e-09
Position 1225: 7.197613415397362e-09
Position 708: 6.596097224770822e-09
Position 1642: 4.476134415783838e-09
Position 1486: 1.9289791502870363e-10
Position 643: 1.318895916748601e-10
Position 1522: 9.208268784594767e-11
Position 1528: 7.19262168654852e-11
Position 645: 2.5892860904277042e-11
Position 2106: 5.602258868679912e-12
Position 45: 6.365481982996787e-13
