Gene = CG9107
index = 1020
Annotated 5SS: [100]
Annotated 3SS: [154]
SMsplice 5SS: [100]
SMsplice 3SS: [154]
Partition function (log Z): -6.729209158610154

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.9235426973319866
Position 384: 0.1627477091574397
Position 96: 0.06705680825180986
Position 381: 0.010423128261716024
Position 1457: 0.009519954664686057
Position 1398: 0.0062842564264568
Position 934: 0.00400016033557584
Position 944: 0.0029811859923107014
Position 748: 0.0024641714519456847
Position 772: 0.0024342629547394077
Position 439: 0.0021432674295339175
Position 744: 0.0018389306933528948
Position 78: 0.0010607680116277464
Position 564: 0.0008393150351252151
Position 453: 0.0006417060538438421
Position 104: 0.0006243064627457229
Position 867: 0.0005758141002877136
Position 1418: 0.0004967006226688316
Position 930: 0.0004794194589638099
Position 224: 0.00044076520198787274
Position 42: 0.00043350290973370585
Position 1012: 0.000362521109797369
Position 618: 0.0002387614979010195
Position 50: 0.00014293595484170688
Position 29: 0.00012221403487434402
Position 1472: 0.00011132304184065798
Position 197: 0.00010844694316713394
Position 1227: 8.376377199392594e-05
Position 850: 7.158812078642778e-05
Position 1129: 5.272695429970766e-05
Position 1245: 5.199403205428146e-05
Position 345: 4.677389116849533e-05
Position 419: 4.178333076444124e-05
Position 310: 4.1456436480006934e-05
Position 1487: 4.004682271526363e-05
Position 532: 3.946667294657778e-05
Position 906: 2.8143898864830212e-05
Position 1423: 2.550378021917194e-05
Position 1229: 2.2097292935520972e-05
Position 451: 1.9979671637642444e-05
Position 716: 1.6507132688489505e-05
Position 697: 1.6360672899463576e-05
Position 703: 1.3626803102369447e-05
Position 430: 9.299717129931556e-06
Position 45: 7.390327885355084e-06
Position 340: 5.99010101606741e-06
Position 525: 5.883233195032098e-06
Position 1251: 4.183932738117354e-06
Position 1438: 3.881980821835663e-06
Position 274: 3.792615945510028e-06
Position 11: 2.3534359685690437e-06
Position 157: 1.9418062757331157e-06
Position 286: 1.845795282700297e-06
Position 1436: 1.5316094795554699e-06
Position 1354: 1.4476592964117178e-06
Position 1177: 1.2388697917078395e-06
Position 31: 8.43577012027443e-07
Position 507: 6.568806443314503e-07
Position 154: 1.9596454314036586e-07
Position 1202: 1.6291836091262542e-07
Position 552: 1.2142628426304914e-07
Position 1346: 8.283916148708732e-08
Position 1179: 7.205581689284077e-08
Position 1317: 3.367280634649503e-09
Position 1314: 2.3332896735432024e-09
Position 1303: 3.797351577586116e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 154: 0.9900358965133966
Position 438: 0.08654657164743636
Position 1023: 0.05631576457295217
Position 1565: 0.022883243695426242
Position 1129: 0.012983030058750518
Position 518: 0.009111939529391825
Position 515: 0.004959140544846534
Position 1346: 0.00481998421405268
Position 930: 0.004311447983885474
Position 978: 0.0030344456992281187
Position 1002: 0.0025538517074148287
Position 292: 0.001228916062140402
Position 943: 0.0009303993629706557
Position 451: 0.0005431365869084491
Position 1102: 0.0003991565576084969
Position 462: 0.000389589832613986
Position 1417: 0.00030581843187576217
Position 597: 0.00020195394936373936
Position 996: 0.000200716906028971
Position 495: 0.00013051826696291904
Position 831: 0.00011601948669333487
Position 1397: 0.00010513620144636074
Position 609: 7.448270062418264e-05
Position 470: 7.231874262841035e-05
Position 1210: 6.293638201581737e-05
Position 197: 6.020520835666458e-05
Position 837: 4.886963657069926e-05
Position 639: 4.1701644354511065e-05
Position 1487: 3.5336568391958766e-05
Position 1155: 3.129210147540418e-05
Position 1354: 3.1178864966860275e-05
Position 249: 3.074939643287794e-05
Position 467: 2.6124763710787484e-05
Position 1363: 2.223724245577999e-05
Position 1261: 1.7007557794587678e-05
Position 906: 1.1200977353041398e-05
Position 537: 1.0639822158060127e-05
Position 738: 1.0193631052983786e-05
Position 180: 9.843988252173297e-06
Position 459: 8.616634690164225e-06
Position 843: 7.516140962713549e-06
Position 660: 7.497314156517002e-06
Position 1170: 5.8393902972868894e-06
Position 804: 5.820080436753015e-06
Position 949: 4.1710071750078e-06
Position 1449: 3.567753586284454e-06
Position 142: 3.100333612612493e-06
Position 795: 2.851398552072883e-06
Position 89: 2.688120090466597e-06
Position 1159: 2.450261933193059e-06
Position 864: 1.9501782080158714e-06
Position 614: 1.9492274335489885e-06
Position 561: 1.9323642246361346e-06
Position 603: 1.7953349378753325e-06
Position 771: 1.3196217848477064e-06
Position 113: 1.2934601648788167e-06
Position 867: 1.1928998196712043e-06
Position 294: 1.1719514220568293e-06
Position 480: 1.1169516523412226e-06
Position 99: 1.0089039600524023e-06
Position 711: 8.733159123836942e-07
Position 549: 8.259724982343083e-07
Position 366: 7.182515539820292e-07
Position 564: 6.499267767043227e-07
Position 1175: 5.57259128186919e-07
Position 765: 4.658621940669028e-07
Position 882: 4.489602000894857e-07
Position 789: 3.964067473595269e-07
Position 525: 3.750242256001984e-07
Position 714: 3.483541816670475e-07
Position 741: 3.4601691659174104e-07
Position 497: 3.328383627042901e-07
Position 903: 2.914543568233376e-07
Position 299: 2.5153939628352926e-07
Position 1144: 2.0881635688132685e-07
Position 618: 1.5100192883282508e-07
Position 645: 1.4529585667564016e-07
Position 798: 1.1594045275717325e-07
Position 369: 1.121609849596371e-07
Position 888: 6.253009877654631e-08
Position 649: 5.498284817802254e-08
Position 735: 4.165071432837514e-08
Position 768: 3.924567064625445e-08
Position 669: 2.7364950990735615e-08
Position 873: 2.3577539390168998e-08
Position 855: 1.5230591168250652e-08
Position 104: 1.522122456397092e-08
Position 1133: 1.317615683594563e-08
Position 833: 6.345125335877028e-09
Position 390: 3.7038506708276704e-09
Position 780: 3.022816888092054e-09
Position 213: 1.6329080488556352e-09
Position 381: 1.619538782046676e-09
Position 641: 1.4472969612006856e-09
Position 676: 1.3089924356481068e-09
Position 1198: 1.1263864722857299e-09
Position 336: 5.784833738681172e-10
Position 372: 5.608650389849035e-10
Position 345: 3.533659555028478e-10
Position 329: 5.586680182597222e-11
Position 876: 1.052309833947639e-12
Position 678: 6.349418799489462e-15
