Gene = Vps36
index = 1596
Annotated 5SS: [184 973]
Annotated 3SS: [ 246 1030]
SMsplice 5SS: [184 973]
SMsplice 3SS: [ 246 1030]
Partition function (log Z): 1.8385895039751583

Sorted 5' Splice Sites (High to Low Probability):
Position 973: 0.9877709757639049
Position 184: 0.9865584232811302
Position 841: 0.018879569969925448
Position 157: 0.009250574950778924
Position 328: 0.00913371558341687
Position 772: 0.005846358944450063
Position 1343: 0.0017522942252577586
Position 355: 0.001081417908420292
Position 982: 0.0006716775878583116
Position 195: 0.0002614465488519816
Position 364: 0.00025939467746154615
Position 527: 0.0001960922235642878
Position 519: 0.0001139908756759059
Position 438: 0.0001057029431549445
Position 512: 7.913629314510958e-05
Position 514: 7.851849703813853e-05
Position 492: 6.712858733175456e-05
Position 470: 6.358727713876768e-05
Position 8: 2.904800194404864e-05
Position 291: 1.8191071031174675e-05
Position 845: 9.350288118645592e-06
Position 1181: 7.945618477371863e-06
Position 268: 7.9204734502052e-06
Position 926: 7.154062725459068e-06
Position 745: 5.5856564633659994e-06
Position 271: 3.356538106951847e-06
Position 1073: 2.8106949974089856e-06
Position 556: 2.5734887445167755e-06
Position 608: 2.242242897554218e-06
Position 299: 1.6227313867476407e-06
Position 1238: 1.5181367243646046e-06
Position 1089: 1.4918351271163644e-06
Position 780: 1.1643137147714628e-06
Position 598: 1.0492541665486364e-06
Position 1375: 9.62309536755096e-07
Position 220: 7.761811486075622e-07
Position 139: 7.187155500767276e-07
Position 1038: 7.161651923137946e-07
Position 1170: 6.7452748044265e-07
Position 743: 5.625792211281305e-07
Position 886: 3.5097935866453783e-07
Position 778: 3.0538516596804637e-07
Position 1143: 2.1864892904186068e-07
Position 13: 1.9428892716036758e-07
Position 1361: 1.584674296234877e-07
Position 1357: 1.5361293194520984e-07
Position 116: 1.4803727135214783e-07
Position 1086: 1.3387586232218082e-07
Position 122: 1.1335086120904109e-07
Position 27: 9.178188986372e-08
Position 1140: 8.914672699801863e-08
Position 1332: 7.166095929903621e-08
Position 25: 6.642855965059888e-08
Position 106: 6.029310642127965e-08
Position 1195: 2.9313937565221304e-08
Position 1252: 2.5173624702351875e-08
Position 992: 1.5224443547847226e-08
Position 1322: 1.2434772303251158e-08
Position 1262: 9.292216020114361e-09
Position 1071: 6.560052915925462e-09
Position 1347: 4.996743039743567e-09
Position 1345: 3.2199721543219656e-09
Position 1002: 2.635269576265645e-09
Position 1068: 2.4769523188673066e-09
Position 1061: 1.8081648276479255e-09
Position 1220: 1.6469296042965538e-09
Position 1048: 4.0166957379025046e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1030: 0.9978455173391211
Position 246: 0.9864743590090629
Position 908: 0.011222762060208013
Position 735: 0.00860949894133766
Position 405: 0.008556868788667066
Position 929: 0.002536526846066075
Position 1397: 0.0017100190578050514
Position 816: 0.0012217156648314392
Position 230: 0.0010655498616157929
Position 578: 0.0008861726462452835
Position 926: 0.000515787107577992
Position 448: 0.00046822798584611686
Position 527: 0.00035967490095087476
Position 350: 0.00016399325773766669
Position 608: 0.00010166744991643602
Position 470: 7.181420617200819e-05
Position 942: 5.793973261877273e-05
Position 635: 4.871489368536928e-05
Position 1448: 4.45592065739021e-05
Position 368: 4.3027952546817526e-05
Position 797: 4.29803151331884e-05
Position 259: 3.532639911279787e-05
Position 65: 2.6824055083685567e-05
Position 582: 2.4329551924478214e-05
Position 1161: 2.1765371751915664e-05
Position 813: 1.8042628921093966e-05
Position 820: 1.3936280384603612e-05
Position 605: 1.3859495753716267e-05
Position 1237: 1.1178411358541757e-05
Position 373: 1.0073548530081949e-05
Position 743: 8.142075838689335e-06
