Gene = SsRbeta
index = 1524
Annotated 5SS: [ 96 667]
Annotated 3SS: [290 888]
SMsplice 5SS: [ 96 667]
SMsplice 3SS: [290 888]
Partition function (log Z): -1.0871716995905123

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9871020777360388
Position 96: 0.8592221943264029
Position 430: 0.0073680722272569665
Position 475: 0.006398111729684453
Position 1102: 0.0015143904005440725
Position 237: 0.0013059685248796322
Position 125: 0.0012287380579197795
Position 58: 0.0009592609526994326
Position 1154: 0.000698946814346059
Position 589: 0.0004983195645138814
Position 426: 0.00035699984027218754
Position 100: 0.00033564246925687845
Position 249: 0.0003082370559562455
Position 802: 0.00024781875965791005
Position 484: 0.00023058530383775682
Position 256: 0.00019497958156553495
Position 402: 0.00018542776771497628
Position 684: 0.00016022185790644797
Position 55: 0.00014834431773782709
Position 281: 9.071002555029887e-05
Position 216: 8.85909915909723e-05
Position 287: 5.965471461532994e-05
Position 917: 5.349546935988213e-05
Position 103: 5.24957289056911e-05
Position 331: 4.526905037147041e-05
Position 207: 4.4426760733327614e-05
Position 705: 4.0560627711719054e-05
Position 1172: 3.8932246569658225e-05
Position 451: 3.8540073171392373e-05
Position 409: 3.290914802514663e-05
Position 671: 3.1915831888673306e-05
Position 820: 2.9612594038258583e-05
Position 634: 1.2633414781556357e-05
Position 166: 1.1975970485933288e-05
Position 1163: 1.176680516396026e-05
Position 657: 1.1377123545106237e-05
Position 324: 9.365146665755828e-06
Position 461: 7.119169539541199e-06
Position 586: 6.9359726694662375e-06
Position 196: 5.12421498714425e-06
Position 544: 4.929792602972074e-06
Position 737: 4.879228150026222e-06
Position 333: 3.592373413281951e-06
Position 142: 3.396930303859958e-06
Position 982: 3.136984331317649e-06
Position 994: 2.982425770061394e-06
Position 735: 2.9029621458264126e-06
Position 945: 2.7952559323275743e-06
Position 901: 2.6099981219885203e-06
Position 923: 2.42174715591158e-06
Position 517: 2.2182146355317622e-06
Position 636: 2.214828317241298e-06
Position 703: 1.927453585134146e-06
Position 541: 1.5153502378584644e-06
Position 315: 1.3245554054903132e-06
Position 123: 1.1306412612097007e-06
Position 9: 1.0957203529099712e-06
Position 379: 8.618557963770332e-07
Position 172: 7.771702175322084e-07
Position 371: 7.665316188388433e-07
Position 837: 7.412031445277387e-07
Position 294: 7.177575446175159e-07
Position 348: 5.185747408251612e-07
Position 129: 3.581924686140087e-07
Position 520: 2.709612118736378e-07
Position 649: 2.626781748013317e-07
Position 931: 2.6206469726045977e-07
Position 1041: 2.0251140870096733e-07
Position 1032: 1.6982268681840852e-07
Position 1192: 1.0677310275374544e-07
Position 144: 9.280836322833873e-08
Position 1258: 8.951634312974319e-08
Position 844: 7.829939421914919e-08
Position 365: 6.302212978184627e-08
Position 1266: 5.23685637522297e-08
Position 1195: 1.541168740632502e-08
Position 580: 6.051176275254677e-09
Position 1244: 1.4059427079459174e-10
Position 1231: 1.2180264841806904e-10
Position 1241: 4.542867170436068e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9889824530785264
Position 290: 0.4364960355573462
Position 156: 0.20895078026810945
Position 177: 0.16762351617257915
Position 338: 0.02176754200202873
Position 390: 0.014826166729777638
Position 487: 0.006687181868654638
Position 564: 0.00436453507406706
Position 820: 0.004304223981711536
Position 735: 0.0026057340139089345
Position 1172: 0.002058818554184183
Position 507: 0.0018597027852239889
Position 458: 0.0014124545499846451
Position 1231: 0.001326102964998647
Position 851: 0.0012747706984569099
Position 531: 0.0008986121559634481
Position 551: 0.0008751473631213629
Position 387: 0.0008253415935079799
Position 300: 0.00036025817857595434
Position 862: 0.00035061726463761424
Position 743: 0.0003069316478529442
Position 193: 0.00017533040047723313
Position 402: 0.00015633256420815683
Position 474: 0.00015557223039027948
Position 802: 0.00015263341571591224
Position 355: 0.00013559086397624216
Position 526: 9.520437068407014e-05
Position 249: 5.1175792039526064e-05
Position 417: 3.9994076513176264e-05
Position 645: 2.909922858152024e-05
Position 1272: 2.5219385495488535e-05
Position 1041: 2.51681204161503e-05
Position 746: 1.310890403875907e-05
Position 921: 5.667303207984169e-06
Position 905: 5.643115986847449e-06
Position 633: 3.852242794622698e-06
Position 600: 3.781432317504826e-06
Position 1071: 2.354048801203163e-06
Position 954: 1.2755341202965481e-06
Position 1335: 9.849800658661627e-07
Position 945: 8.592836077846659e-07
Position 758: 5.318946272634083e-07
Position 593: 4.4794325600287597e-07
Position 1137: 4.454638938540566e-07
Position 1315: 3.513710670437184e-07
Position 1330: 2.504751357977353e-07
Position 360: 2.434478148191958e-07
Position 1251: 2.3669218359591705e-07
Position 1077: 1.708876723842249e-07
Position 657: 1.4204014747081103e-07
Position 663: 1.337011822257939e-07
Position 1047: 8.573272671688141e-08
Position 1284: 7.928382807970541e-08
Position 912: 6.904141994050281e-08
Position 1121: 5.7700357469024164e-08
Position 703: 5.5840653594292823e-08
Position 1080: 5.3103123658905684e-08
Position 103: 3.2838739904314536e-08
Position 1093: 3.017900635532603e-08
Position 1087: 1.4388183713764582e-08
Position 1123: 8.95596867451132e-09
Position 414: 5.473587628626191e-09
Position 77: 3.367440063753972e-09
Position 677: 3.1408882861018435e-09
Position 654: 3.0869125498790038e-09
Position 100: 2.3860365350551876e-09
Position 1302: 2.3775747920949144e-09
Position 55: 1.7865340477308422e-09
Position 1059: 1.0962550894697299e-10
Position 1049: 1.0052727139171652e-10
Position 96: 9.011169559473966e-11
Position 671: 7.949929879293841e-12
Position 1295: 7.694477095049784e-12
Position 419: 5.29662759102649e-14
