Gene = Gr77a
index = 1199
Annotated 5SS: [1188]
Annotated 3SS: [1653]
SMsplice 5SS: [1188]
SMsplice 3SS: [1653]
Partition function (log Z): -6.5292207192308656

Sorted 5' Splice Sites (High to Low Probability):
Position 1188: 0.834223890329987
Position 97: 0.25731749803268494
Position 1753: 0.03341745999374645
Position 602: 0.009735212853688701
Position 1436: 0.007041833205935257
Position 1047: 0.006880698367676574
Position 585: 0.004893610969920359
Position 1469: 0.004695118786509991
Position 186: 0.004207711936529404
Position 1545: 0.004147511813458445
Position 112: 0.003153719083944181
Position 348: 0.0024587905612473166
Position 977: 0.00235727147217915
Position 1573: 0.00230468201267042
Position 630: 0.0022811298846097767
Position 1167: 0.002001640043964088
Position 852: 0.0018212339599601535
Position 818: 0.0016713588757025833
Position 1565: 0.0013810402911757166
Position 1484: 0.0013273518600442182
Position 1359: 0.0011765028954214274
Position 1533: 0.0009324596188520951
Position 1603: 0.0008716638718910992
Position 266: 0.0008087480492070618
Position 1595: 0.0006920250756741173
Position 1537: 0.0006028970678043389
Position 821: 0.00046744732289325154
Position 1391: 0.00041845215647811756
Position 237: 0.00038101971292171555
Position 119: 0.00036022577717655774
Position 135: 0.00033812307041500685
Position 222: 0.0003019730173473322
Position 437: 0.0002813188980411951
Position 1202: 0.00027031589583130104
Position 1757: 0.0002638558071334399
Position 665: 0.0002569132255164238
Position 1301: 0.0002543835552822917
Position 519: 0.000242856133521799
Position 513: 0.00018702621616787523
Position 986: 0.00018698622102401966
Position 1420: 0.00018624301576620724
Position 624: 0.00016598989722137728
Position 699: 0.00016266152085789222
Position 1200: 0.00013197430498397756
Position 1597: 0.000106387632588992
Position 1350: 0.00010372036617098403
Position 124: 0.00010214404505611336
Position 836: 9.103631152245139e-05
Position 800: 7.875169045536883e-05
Position 1461: 7.311283948168415e-05
Position 1114: 7.018549804587077e-05
Position 516: 6.924030794091621e-05
Position 896: 5.8591415450711765e-05
Position 903: 5.7563891588501756e-05
Position 1216: 5.710932143118931e-05
Position 404: 5.4689205750615483e-05
Position 1192: 5.392982042424284e-05
Position 1316: 5.352468146675403e-05
Position 1074: 5.333773736297172e-05
Position 618: 4.1244333983654304e-05
Position 866: 3.361241292810619e-05
Position 912: 3.029936579336748e-05
Position 1234: 2.850553395407806e-05
Position 137: 2.843513390163176e-05
Position 166: 2.6298627473723443e-05
Position 427: 2.2873165831279216e-05
Position 1013: 2.2648883715474632e-05
Position 941: 1.3509806819174762e-05
Position 691: 1.23668965417345e-05
Position 760: 1.0480961936131049e-05
Position 244: 9.34303691071809e-06
Position 1019: 8.797461766988288e-06
Position 484: 8.513630017025475e-06
Position 1464: 8.101473760175383e-06
Position 1241: 8.059811440713589e-06
Position 1261: 7.371920250809477e-06
Position 352: 7.3102746174461575e-06
Position 368: 6.8555218649910925e-06
Position 1381: 6.714439385097721e-06
Position 1271: 5.959994605927237e-06
Position 79: 5.7931308895788625e-06
Position 101: 5.2643122965225984e-06
Position 425: 4.962821390185811e-06
Position 1330: 4.576277554865706e-06
Position 529: 4.40601273711851e-06
Position 930: 3.7476187961557413e-06
Position 406: 3.2471040237373054e-06
Position 36: 2.719584761438074e-06
Position 956: 2.470685243135435e-06
Position 893: 1.8433318998223802e-06
Position 1719: 1.8370299442826883e-06
Position 881: 1.7745416398401579e-06
Position 1693: 7.783534079040991e-07
Position 1702: 5.32742781279875e-07
Position 1791: 4.81025044344136e-07
Position 1352: 4.5961680684416345e-07
Position 1274: 4.503283992852839e-07
Position 1671: 5.483017873063122e-08
Position 336: 4.974855056631505e-08
Position 703: 4.220688928370359e-08
Position 1638: 3.0352739960295917e-08
Position 1712: 7.696627066045589e-09
Position 1684: 7.589454528242926e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1653: 0.962832914828138
Position 1098: 0.053943623375343155
Position 1815: 0.03179029961626327
Position 638: 0.031365648194034715
Position 903: 0.021188707115759927
Position 1381: 0.014994330265325352
Position 1294: 0.013961753796371728
Position 1264: 0.011140342635240608
Position 1267: 0.009694260768846134
Position 280: 0.006516303442243022
Position 770: 0.005530481627610209
Position 650: 0.004879873112080754
Position 1349: 0.003121013388789345
Position 389: 0.0029290989619756287
Position 1346: 0.0027975945330365034
Position 872: 0.001841679648829759
Position 563: 0.0018310407516559945
Position 794: 0.001826993191984481
Position 1831: 0.0016406141332680655
Position 425: 0.0015802971340025066
Position 1009: 0.0014827985451544385
Position 554: 0.0013483033409486358
Position 977: 0.0013105029046351576
Position 767: 0.0008008482190990463
Position 1621: 0.0007131748723378045
Position 386: 0.0006778246244594044
Position 982: 0.0005642611591281113
Position 1120: 0.0005234262841794074
Position 1577: 0.0005223107336534557
Position 464: 0.00045518587648496825
Position 1102: 0.00044525675035532035
Position 1625: 0.0003825293556653288
Position 1484: 0.0003708280219632425
Position 1330: 0.00034833413687354934
Position 1835: 0.0003239768654937298
Position 1591: 0.00030993139362439957
Position 1436: 0.00029600399067761354
Position 1306: 0.0002844689664838491
Position 760: 0.00023937017110571326
Position 1105: 0.00023198025880963327
Position 908: 0.00020553971153993157
Position 497: 0.00019620838860839147
Position 1159: 0.00014663636523623436
Position 510: 0.00013724171366175282
Position 1216: 0.0001171247347383623
Position 166: 0.00010135652336848475
Position 1680: 9.645505805212749e-05
Position 1391: 6.708597410029062e-05
Position 1448: 5.9565504626256854e-05
Position 941: 5.767398986133015e-05
Position 513: 5.4041270143617206e-05
Position 529: 4.4995697956445655e-05
Position 433: 4.2147210566780614e-05
Position 182: 3.929945240528113e-05
Position 1706: 3.5355349667960246e-05
Position 1134: 3.3408011904015984e-05
Position 818: 2.9127469079182422e-05
Position 572: 2.7845562562494268e-05
Position 797: 2.428164553327553e-05
Position 174: 2.334721803494923e-05
Position 1725: 1.824803213290347e-05
Position 986: 1.751476479793739e-05
Position 1501: 1.6658112109169443e-05
Position 470: 1.5033673770694598e-05
Position 1801: 1.4202499720253773e-05
Position 190: 1.1958449331424195e-05
Position 442: 1.0801010602251895e-05
Position 194: 1.0426144345220797e-05
Position 585: 9.0510851476498e-06
Position 445: 7.059326171098082e-06
Position 841: 5.320235129691956e-06
Position 1180: 4.370719236352973e-06
Position 1791: 4.239528027651703e-06
Position 1603: 3.723123158450952e-06
Position 592: 2.8090203400099795e-06
Position 1557: 2.152451094644273e-06
Position 1548: 1.6342131009418456e-06
Position 395: 1.5194029587234309e-06
Position 1545: 1.1480662430526521e-06
Position 1172: 8.795688551316497e-07
Position 807: 4.839181228851661e-07
Position 746: 2.855823068753986e-07
Position 1768: 2.3985408288561885e-07
Position 124: 1.4411690527084667e-07
Position 1271: 5.712142253947153e-08
Position 184: 4.2322742163521376e-08
Position 133: 3.101913593927966e-08
Position 1140: 1.4892728961265881e-08
Position 1689: 1.4552608937785378e-08
Position 1192: 4.0989565530443e-09
Position 196: 3.0849104496746124e-10
