Gene = CG43230
index = 745
Annotated 5SS: [ 12 321]
Annotated 3SS: [ 80 391]
SMsplice 5SS: [321]
SMsplice 3SS: [391]
Partition function (log Z): -8.424531252699692

Sorted 5' Splice Sites (High to Low Probability):
Position 321: 0.9673278486410339
Position 12: 0.02315434694096739
Position 22: 0.00928817323335402
Position 171: 0.008794284390015221
Position 338: 0.00860837769908342
Position 345: 0.003966734269950867
Position 263: 0.0011476999795720306
Position 17: 0.0007887728321869546
Position 27: 0.0006160702665231267
Position 109: 0.0005165523727638647
Position 250: 0.00042776025080542586
Position 565: 0.000259699520666781
Position 706: 0.00021272384836142397
Position 618: 0.00019208479293165076
Position 725: 0.00016563066892985094
Position 310: 6.558705847083922e-05
Position 534: 5.509978127989269e-05
Position 183: 4.533192738403198e-05
Position 325: 3.6369014734157745e-05
Position 89: 3.454218766532148e-05
Position 679: 2.6097812519225324e-05
Position 243: 2.1181200293732706e-05
Position 694: 8.089258183157608e-06
Position 536: 5.523319578201798e-06
Position 189: 4.921452061394883e-06
Position 510: 4.474052726372026e-06
Position 71: 3.198903757862293e-06
Position 472: 2.752044218743212e-06
Position 220: 1.3242445248694036e-06
Position 399: 1.0857969447511748e-06
Position 352: 1.0200989973430255e-06
Position 424: 9.653787660741166e-07
Position 363: 4.3654800397968014e-07
Position 458: 3.9827435750769234e-07
Position 632: 2.401104829282677e-07
Position 80: 1.311845485060623e-07
Position 599: 6.904341390244666e-08
Position 879: 3.407117614159324e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 391: 0.9884499333176994
Position 220: 0.01266139176811247
Position 109: 0.00977902311188042
Position 198: 0.006842567596753311
Position 235: 0.0021568055745093927
Position 609: 0.0018704702689762798
Position 779: 0.0011590588517466874
Position 80: 0.0007502602731784781
Position 422: 0.0005978208431423644
Position 240: 0.000526461904103713
Position 89: 0.00034603591747883923
Position 118: 0.0002121885311151269
Position 543: 0.0001396835920295854
Position 709: 7.507625517352487e-05
Position 613: 5.581139899229936e-05
Position 770: 4.044201725027461e-05
Position 785: 2.6817817859868785e-05
Position 683: 1.6261852855322838e-05
Position 788: 1.4815413203822481e-05
Position 143: 1.3477775073527132e-05
Position 171: 1.1773196757239039e-05
Position 570: 7.326168030671682e-06
Position 832: 5.56257888421515e-06
Position 861: 4.245342600223905e-06
Position 841: 3.955307540433598e-06
Position 435: 3.023846099498049e-06
Position 632: 2.384659216376655e-06
Position 168: 2.1255952112206065e-06
Position 510: 2.0161589394682145e-06
Position 818: 1.9897747625038945e-06
Position 263: 1.9387227230488333e-06
Position 635: 9.303006047805568e-07
Position 295: 9.090331507420028e-07
Position 246: 5.855980783743981e-07
Position 803: 5.699468773886481e-07
Position 298: 5.058884773370668e-07
Position 821: 3.863078104277196e-07
Position 140: 2.250323575775597e-07
Position 924: 2.1931214657956223e-07
Position 624: 2.1099845052609125e-07
Position 561: 1.2365425887458977e-07
Position 891: 8.680707854050583e-08
Position 269: 3.698188532641916e-08
Position 177: 2.2918674499217605e-08
Position 150: 1.7124554424752255e-08
Position 618: 1.4800879745760465e-08
Position 908: 1.3817612004407325e-08
Position 827: 1.1228900061754997e-08
Position 900: 7.271505355123978e-09
Position 545: 4.849572879365824e-09
Position 865: 2.8438055638708086e-09
Position 885: 1.965518940799376e-09
Position 867: 1.185245193597622e-10
Position 271: 1.1701072585739942e-10
Position 879: 8.92459135139559e-11
Position 300: 2.1796421942636977e-11
Position 870: 1.0557539486059738e-11
