Gene = MRPL55
index = 870
Annotated 5SS: [ 308  510 1077]
Annotated 3SS: [ 425  874 1825]
SMsplice 5SS: [ 308  510 1077]
SMsplice 3SS: [ 422  986 1825]
Partition function (log Z): -3.8025387468494807

Sorted 5' Splice Sites (High to Low Probability):
Position 1077: 0.8837752210866119
Position 510: 0.8189593660480868
Position 308: 0.6804951748271959
Position 768: 0.16657502258976079
Position 1736: 0.15698082665784902
Position 1586: 0.146438029610771
Position 1446: 0.13103437681489596
Position 304: 0.11713289203868037
Position 174: 0.11402230448891387
Position 1105: 0.023795579375417198
Position 1095: 0.01709726562479896
Position 474: 0.008356951008798432
Position 1430: 0.004104565376387354
Position 320: 0.004011324093670753
Position 1212: 0.003324114143397253
Position 1592: 0.002590174169828599
Position 528: 0.0017720069697066492
Position 160: 0.0011540858221326916
Position 11: 0.0010954013637959831
Position 273: 0.0006762785442404611
Position 1981: 0.0003247597433327993
Position 1017: 0.00023929805074989437
Position 1614: 0.00021291550737795653
Position 232: 0.00012762823755514474
Position 544: 0.00011771384312818256
Position 291: 9.980766896050667e-05
Position 330: 9.661556764242132e-05
Position 1142: 8.77959293617341e-05
Position 1407: 8.220558821617487e-05
Position 426: 7.301927123788927e-05
Position 1912: 6.311999215086564e-05
Position 1884: 6.109789298449611e-05
Position 1500: 5.582395864834886e-05
Position 1130: 5.299712733697531e-05
Position 493: 4.74265159050948e-05
Position 317: 4.64646035020383e-05
Position 755: 4.5592852860638855e-05
Position 1740: 4.510417948443118e-05
Position 773: 3.327183278353798e-05
Position 376: 2.9298716127317853e-05
Position 1183: 2.907419093154157e-05
Position 283: 2.7408836523479625e-05
Position 235: 2.2813514579915343e-05
Position 1960: 2.124931561163509e-05
Position 1215: 2.0586301949772534e-05
Position 1489: 1.9383997818113824e-05
Position 1118: 1.934054597365804e-05
Position 1373: 1.827126051517909e-05
Position 1199: 1.7872489067275977e-05
Position 1136: 1.4832249518128383e-05
Position 1177: 1.4240923127183699e-05
Position 894: 1.3530021067906298e-05
Position 1703: 1.0033179367513704e-05
Position 443: 9.059730739057811e-06
Position 1943: 6.526723161727418e-06
Position 973: 6.022476487612381e-06
Position 841: 5.154679760409642e-06
Position 1929: 4.941850611414822e-06
Position 819: 4.041416404430752e-06
Position 975: 3.619439014650258e-06
Position 791: 3.3765304875740066e-06
Position 312: 2.852846829673727e-06
Position 606: 2.7508675004016686e-06
Position 780: 2.706916528895345e-06
Position 1168: 2.6091005472303715e-06
Position 1287: 2.2375373647408415e-06
Position 632: 1.6730982306707263e-06
Position 78: 1.5456520711287846e-06
Position 332: 8.514921044920114e-07
Position 1290: 8.237435686848101e-07
