Gene = IL3
index = 693
Annotated 5SS: [ 340  480 1873 2039]
Annotated 3SS: [ 437 1782 1996 2139]
SMsplice 5SS: [ 340  480 1873 2039]
SMsplice 3SS: [ 437 1782 1996 2139]
Partition function (log Z): 2.236448586858968

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.9778317296174462
Position 1873: 0.9662928188080464
Position 480: 0.930503153150771
Position 2039: 0.8938766756907163
Position 767: 0.12836312151719217
Position 1222: 0.09571865393742575
Position 743: 0.0475274857123514
Position 522: 0.031455539286199735
Position 217: 0.01083718521461562
Position 1892: 0.006739081510295789
Position 1711: 0.0037223811677551994
Position 582: 0.0022809620816289728
Position 2165: 0.0020682051042517267
Position 778: 0.001715469362294361
Position 274: 0.0011568203227165267
Position 372: 0.0010718526594163944
Position 1689: 0.0009069379458759159
Position 1202: 0.0007031161283600607
Position 572: 0.0005401971378737261
Position 1885: 0.00041535064706212874
Position 1877: 0.00033954601095756377
Position 1055: 0.0002959527236865849
Position 1705: 0.0002866385413717075
Position 1592: 0.00020702397986829016
Position 3: 0.00018149234713296883
Position 1469: 0.00015671198346375615
Position 1061: 0.00010642831480730355
Position 2270: 8.384630931283588e-05
Position 1367: 6.630620852416689e-05
Position 667: 5.915117373375023e-05
Position 536: 5.302647962522512e-05
Position 1167: 4.050208566631678e-05
Position 633: 4.0089383161886986e-05
Position 2409: 3.8564057028370604e-05
Position 2084: 3.854549576780102e-05
Position 344: 3.711452822611621e-05
Position 10: 3.5336336865429616e-05
Position 1008: 2.9142028965439954e-05
Position 2453: 2.6333042534949097e-05
Position 2263: 2.375888682342277e-05
Position 962: 1.9133695370747557e-05
Position 2346: 1.6308425151278048e-05
Position 854: 1.610062683728287e-05
Position 2432: 1.3680480963263102e-05
Position 495: 1.0987565672994633e-05
Position 2458: 1.0811335346151805e-05
Position 1907: 1.0139721839493297e-05
Position 2503: 9.999355501957655e-06
Position 2499: 9.795533115626206e-06
Position 1098: 9.466278108654487e-06
Position 71: 8.835419093461878e-06
Position 917: 7.985806653037148e-06
Position 1744: 7.834971812137923e-06
Position 1335: 6.974303272720724e-06
Position 1496: 6.3525269919730265e-06
Position 601: 6.332209800684727e-06
Position 1679: 3.580725463886079e-06
Position 157: 3.478717543893388e-06
Position 74: 3.1787353321765526e-06
Position 823: 2.8876040029793916e-06
Position 2128: 2.820641401340679e-06
Position 773: 2.7624387325451956e-06
Position 639: 2.43669548502688e-06
Position 1549: 2.2388366035402448e-06
Position 1835: 2.033990704428299e-06
Position 1441: 1.8566869580262191e-06
Position 898: 1.8084779820174238e-06
Position 609: 1.4407777600659053e-06
Position 1905: 1.0347600155632211e-06
Position 927: 9.73807825678463e-07
Position 974: 9.708094959964253e-07
Position 1416: 9.685271520394785e-07
Position 1006: 9.30346688758563e-07
Position 736: 8.85087786791817e-07
Position 2010: 7.410831726909059e-07
Position 1266: 7.262896583902939e-07
Position 1728: 6.816139557014948e-07
Position 1983: 6.60123161135522e-07
Position 1620: 6.353163077135899e-07
Position 911: 5.870977592630168e-07
Position 1291: 4.6188723059633414e-07
Position 2046: 4.32874179904107e-07
Position 1115: 4.1515071270689987e-07
Position 991: 2.786180158049346e-07
Position 935: 2.5604190402191606e-07
Position 1450: 2.2330079050335486e-07
Position 112: 1.8446647825984657e-07
Position 1276: 1.573696046469165e-07
Position 1407: 1.436317180252637e-07
Position 930: 1.3229000726570352e-07
Position 771: 9.191471675369353e-08
