Gene = ATPIF1
index = 117
Annotated 5SS: [138 320]
Annotated 3SS: [ 227 1703]
SMsplice 5SS: [138 320]
SMsplice 3SS: [ 227 1703]
Partition function (log Z): -4.128547915306466

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9915102570505879
Position 320: 0.9543582781654392
Position 1115: 0.05051080596255597
Position 626: 0.016452829507799492
Position 1637: 0.004712113255255376
Position 1437: 0.003674892660728256
Position 796: 0.0027729424838537978
Position 824: 0.002210823795767906
Position 271: 0.0020493690159418404
Position 862: 0.0006651952091546943
Position 99: 0.000629621367829629
Position 1855: 0.0004644074549929402
Position 341: 0.00038117546812703516
Position 939: 0.0002954311859403498
Position 1013: 0.0002885836948757839
Position 1548: 0.00027941098246704523
Position 410: 0.00023729689788375843
Position 1240: 0.00020707817904207468
Position 34: 0.00018850990922476344
Position 1846: 0.0001789858411465209
Position 334: 0.0001415617441724011
Position 681: 0.0001307711607970689
Position 1562: 0.00012922578607221653
Position 914: 0.00011670210861009989
Position 153: 6.581980117936612e-05
Position 557: 6.262169209178968e-05
Position 629: 5.7848646940302116e-05
Position 1277: 5.208093226789879e-05
Position 1159: 4.5681770638044886e-05
Position 843: 4.349084097889827e-05
Position 1661: 3.839149270177047e-05
Position 1123: 3.065469318989281e-05
Position 92: 2.8271317603933358e-05
Position 458: 1.8748508765500785e-05
Position 494: 1.627687850111301e-05
Position 1857: 1.2515459031163218e-05
Position 946: 1.0977031690356988e-05
Position 1067: 1.0137933886442131e-05
Position 1784: 8.066343452239571e-06
Position 1100: 5.9966032104328905e-06
Position 658: 5.838174343672018e-06
Position 57: 5.7116045273567776e-06
Position 610: 5.498523526486477e-06
Position 1200: 4.535604633729972e-06
Position 660: 4.372213180826387e-06
Position 1183: 3.4203043622875457e-06
Position 615: 3.0813234282127166e-06
Position 543: 2.7732160683563627e-06
Position 525: 2.7228570061901054e-06
Position 151: 2.575190946555675e-06
Position 510: 2.287236465008869e-06
Position 1156: 1.8508771048092082e-06
Position 1362: 1.8094110660278431e-06
Position 1420: 1.7461267634238516e-06
Position 1876: 1.364484991212516e-06
Position 1511: 1.3425107969018684e-06
Position 1759: 1.224997976760243e-06
Position 1712: 1.1948172724024865e-06
Position 976: 6.601395442896363e-07
Position 1570: 4.737775342247033e-07
Position 798: 4.477198861475385e-07
Position 477: 4.3888298865851984e-07
Position 1411: 4.234181689423241e-07
