Gene = TMEM141
index = 1416
Annotated 5SS: [  70  423  676 1004]
Annotated 3SS: [ 355  591  895 1463]
SMsplice 5SS: [  70  423 1004]
SMsplice 3SS: [ 355  895 1463]
Partition function (log Z): -1.1978631453820048

Sorted 5' Splice Sites (High to Low Probability):
Position 1004: 0.9712994434404613
Position 70: 0.9489589298255033
Position 423: 0.7497135063824856
Position 676: 0.2925688714696069
Position 538: 0.07291425138243571
Position 1588: 0.06700743307880587
Position 680: 0.04387406847530941
Position 714: 0.032993150914650535
Position 519: 0.025576227247555827
Position 1669: 0.022024048039605837
Position 1577: 0.021044504293334623
Position 672: 0.019563899400297954
Position 559: 0.016325684186239083
Position 438: 0.010994406795685873
Position 1715: 0.009087843853954024
Position 1752: 0.0034817297635500477
Position 82: 0.0031123563562065167
Position 776: 0.0022428941056745794
Position 215: 0.002215689697903066
Position 635: 0.0019317630100071374
Position 230: 0.001313837296370193
Position 565: 0.0012591040477723675
Position 1020: 0.0009825171335533405
Position 824: 0.0008660094569986465
Position 812: 0.0007545176665521299
Position 147: 0.0006173359897286555
Position 1105: 0.0004203880863709114
Position 432: 0.00034327371593779115
Position 367: 0.0002958977613995106
Position 1605: 0.00028597458268487207
Position 29: 0.000251516205710163
Position 276: 0.00021461978696671777
Position 1306: 0.00017712271736222872
Position 1164: 0.00016097298434646955
Position 305: 0.00011231043622747996
Position 730: 0.00010865764595693367
Position 19: 0.00010528367088329481
Position 1031: 9.877283100179553e-05
Position 155: 8.979581788482644e-05
Position 1265: 8.179294664829753e-05
Position 1696: 7.743148833979862e-05
Position 1699: 7.7024045837482e-05
Position 816: 7.289220182810804e-05
Position 1289: 7.18451229677595e-05
Position 620: 5.228962697327285e-05
Position 141: 4.772278017068303e-05
Position 1597: 4.3622188718785665e-05
Position 910: 3.963841684128529e-05
Position 666: 3.2663207916928725e-05
Position 1251: 3.2130722680743657e-05
Position 237: 2.2335925141204813e-05
Position 718: 2.018716249628736e-05
Position 504: 2.0087766683214412e-05
Position 1151: 1.9022230794324978e-05
Position 1433: 1.5491748876957477e-05
Position 1079: 1.4683811786281476e-05
Position 1227: 1.4319945243251765e-05
Position 440: 1.4308301159229129e-05
Position 922: 1.206728111088384e-05
Position 209: 7.541408391223687e-06
Position 831: 7.436381316865518e-06
Position 40: 6.154182283062804e-06
Position 1607: 6.013555969366529e-06
Position 254: 5.852855959958416e-06
Position 653: 5.580963022006302e-06
Position 1519: 5.28929437863267e-06
Position 166: 4.823202868317891e-06
Position 1258: 4.104668483286019e-06
Position 838: 3.9919341652715545e-06
Position 1729: 3.7780669345773703e-06
Position 1136: 3.2615531224185163e-06
Position 1430: 3.1861868212961147e-06
Position 1701: 2.812802775057096e-06
Position 1754: 1.6399490397155991e-06
Position 278: 7.632888764021674e-07
Position 1369: 7.427419815214583e-07
Position 1382: 6.198891517298049e-07
Position 1756: 5.908095058987025e-07
Position 1173: 5.508454580473403e-07
Position 742: 5.320217140202073e-07
Position 239: 4.0070423442948947e-07
Position 739: 3.559281481257841e-07
Position 1443: 2.563721142935503e-07
Position 1058: 2.512996864796959e-07
Position 936: 2.1039002203865802e-07
Position 1585: 1.4260839826780857e-07
Position 416: 1.1982901211426493e-07
Position 931: 9.765667545395791e-08
Position 1363: 9.069813888020159e-08
Position 33: 7.867976724208748e-08
Position 1267: 1.0213978160026835e-08
Position 382: 8.932148188070978e-09
Position 907: 6.737213486490374e-09
Position 749: 4.586512507762605e-09
Position 895: 2.4309851114158173e-09
Position 404: 2.1298124989517435e-09
Position 52: 6.653024176517553e-10
Position 1360: 2.40886915886575e-10
Position 1786: 1.1523037764133049e-10
Position 1799: 4.3768406868264126e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 895: 0.8799055563942435
Position 1463: 0.6626304209390236
Position 355: 0.5805517983126186
Position 1575: 0.2259359888631802
Position 518: 0.15815616797513876
Position 270: 0.13538339568493665
Position 564: 0.1228565774808945
Position 1823: 0.10351308546473977
Position 274: 0.06686826012263375
Position 1713: 0.06460211582203355
Position 591: 0.06223164397759683
Position 617: 0.05294765827147092
Position 901: 0.050211889936518275
Position 847: 0.038387686215019305
Position 1614: 0.036906981864050045
