Gene = IL13
index = 688
Annotated 5SS: [ 188 1299 1656]
Annotated 3SS: [1244 1550 2001]
SMsplice 5SS: [ 188 1299 1656]
SMsplice 3SS: [1244 1550 2001]
Partition function (log Z): 0.922391451926077

Sorted 5' Splice Sites (High to Low Probability):
Position 188: 0.9656920344309616
Position 1656: 0.9377228260842139
Position 1299: 0.8907991256235931
Position 1871: 0.29531465202178975
Position 719: 0.193229591510282
Position 2199: 0.11315806043983574
Position 1644: 0.054777713421716376
Position 1903: 0.01662750691659293
Position 1269: 0.01582218450860544
Position 231: 0.010928117982591653
Position 2041: 0.004753889507809949
Position 1940: 0.004185587554630579
Position 1865: 0.0023641904084402846
Position 1860: 0.0023405009595827845
Position 2215: 0.0019144559695944714
Position 743: 0.0016869808012196306
Position 2226: 0.001534101566849818
Position 1745: 0.0013335698930785275
Position 748: 0.0012874669510362679
Position 1151: 0.0010786947172057716
Position 1313: 0.0010180779493606158
Position 2314: 0.0009717856695445426
Position 386: 0.0008816685098612194
Position 287: 0.0008547811345377758
Position 2100: 0.0006977940005841931
Position 753: 0.0006905059825883518
Position 2053: 0.000532628133788574
Position 235: 0.0004429430994178769
Position 291: 0.0003837461446750741
Position 1880: 0.0003824299584011823
Position 77: 0.00031099473713029516
Position 1160: 0.0002845796228805457
Position 194: 0.00026416861270270857
Position 1051: 0.00023902055098498978
Position 601: 0.00022574613564048317
Position 2049: 0.00019452566730234267
Position 208: 0.00019413771302119847
Position 606: 0.00016827600280768394
Position 1763: 0.0001672998265508519
Position 2157: 0.00012695838179474405
Position 2020: 0.00010925260309632839
Position 626: 9.629394753404794e-05
Position 2649: 7.598028444210865e-05
Position 252: 6.766784385822145e-05
Position 1402: 6.702577164027426e-05
Position 1944: 5.1751366768501244e-05
Position 1131: 4.99338053524725e-05
Position 2410: 4.946702520258533e-05
Position 1979: 3.990382338715775e-05
Position 1013: 3.672524387961828e-05
Position 1076: 3.654653545518373e-05
Position 164: 3.447996761120263e-05
Position 1747: 2.8698364635370924e-05
Position 894: 2.3539751914483943e-05
Position 2192: 2.115873628285567e-05
Position 1010: 2.0318989354631102e-05
Position 667: 1.919740879195603e-05
Position 2183: 1.876157985064067e-05
Position 2346: 1.4877924880518917e-05
Position 40: 1.1544055027801223e-05
Position 192: 1.1334025127572124e-05
Position 1749: 6.287699910450687e-06
Position 512: 6.1485215291937445e-06
Position 388: 4.55236665854402e-06
Position 1922: 4.2001767539586565e-06
Position 273: 3.830584801934548e-06
Position 1384: 3.7403015999212826e-06
Position 2785: 3.6387319828942836e-06
Position 800: 2.8673004880540446e-06
Position 2437: 2.7239567436253526e-06
Position 640: 2.416912359814685e-06
Position 1950: 2.259173403504759e-06
Position 1015: 1.471993934452269e-06
Position 2656: 1.4698484545721647e-06
Position 1583: 1.3317378473839103e-06
Position 2520: 1.3057234635756185e-06
Position 2414: 1.0258797280109948e-06
Position 999: 9.818666260720257e-07
Position 434: 8.747212182037343e-07
Position 2399: 7.672273932711001e-07
Position 2537: 7.389685723925902e-07
Position 758: 6.503741481242472e-07
Position 2722: 3.9017664112711805e-07
Position 1751: 3.623908499196183e-07
Position 2004: 3.441623497208182e-07
Position 122: 3.2363518135430255e-07
Position 2597: 3.1206426957832644e-07
Position 67: 2.9769672091053145e-07
Position 368: 2.919721636298247e-07
Position 682: 2.8350889987463193e-07
Position 2505: 2.8037997306008797e-07
Position 802: 2.700459764862e-07
Position 1550: 2.394693984852796e-07
Position 2434: 2.3092961685167318e-07
Position 673: 2.0712401434443615e-07
Position 2663: 1.9425845030367056e-07
Position 2327: 1.714192515485554e-07
Position 1788: 1.53998667351026e-07
Position 901: 1.5195151478638528e-07
Position 823: 1.1952005799283998e-07
Position 1993: 1.1645535187591667e-07
Position 2255: 1.0351147055832365e-07
Position 928: 8.705828316638183e-08
Position 1581: 7.757449538962216e-08
Position 1534: 6.803615198397907e-08
Position 1953: 5.594621618001985e-08
Position 959: 4.891691791488378e-08
Position 1774: 4.234242316625011e-08
Position 1555: 3.798935201701048e-08
Position 684: 2.879955476236394e-08
Position 2541: 2.741916566334193e-08
Position 2805: 1.5924115945442563e-08
Position 1227: 1.499037073641368e-08
Position 2835: 1.04943754499632e-08
Position 2689: 9.148187279891073e-09
Position 888: 8.302588577868309e-09
Position 821: 6.240077844291959e-09
Position 2851: 5.715824099194686e-09
Position 2642: 5.3814303489686714e-09
Position 1594: 4.2794993562567166e-09
Position 2824: 3.620132133759738e-09
Position 2365: 3.5119727883504534e-09
Position 2539: 2.6012706433477087e-09
Position 1968: 2.1632229986392337e-09
Position 2522: 1.6030126783518306e-09
Position 1536: 1.2373835379427292e-09
Position 2524: 1.1990826204938027e-09
Position 2571: 8.173612566616314e-10
Position 2551: 6.705773157825383e-10
Position 2629: 3.97415743373891e-10
Position 2751: 3.63761620465009e-10
Position 2545: 2.483071105839985e-10
Position 2661: 1.14102450898419e-10
Position 2795: 5.847426057475174e-11
Position 2264: 1.102194783846493e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1550: 0.9824355658564905
Position 2001: 0.6812539353347606
Position 1244: 0.6643087018354096
Position 1760: 0.40948855114486304
Position 1033: 0.14113243671619224
Position 2302: 0.10023374513471182
Position 448: 0.0921133994281222
Position 2390: 0.08142305867948944
Position 2271: 0.05410733714136485
Position 626: 0.04512082619883089
Position 1142: 0.03107873737481197
Position 2004: 0.030567119242352433
Position 1807: 0.022352878533193288
Position 2079: 0.016654847752708174
Position 952: 0.01409763542305968
Position 588: 0.013178594963265206
Position 1086: 0.012425060487724909
Position 1492: 0.01028713020489333
Position 2332: 0.009825553955906138
Position 1213: 0.007735564496615159
Position 1010: 0.007540054001955899
Position 1264: 0.006997929277085937
Position 2429: 0.006691161514455428
Position 1783: 0.00639137167238056
Position 1083: 0.00631871984854527
Position 901: 0.005834719736476913
Position 1190: 0.0055782168027329266
Position 563: 0.00487666966757272
Position 632: 0.00467771702666657
Position 1780: 0.004110075247625002
Position 1452: 0.0037993857849756047
Position 661: 0.0037342656657079246
Position 1722: 0.003101340626521983
Position 473: 0.0029257763388245333
Position 574: 0.002720616731539913
Position 459: 0.002701051646985639
Position 1171: 0.002572840182642543
Position 2100: 0.0019724928460861067
Position 2135: 0.0017433832828877551
Position 550: 0.0016361849520304807
Position 702: 0.0013835382946453519
Position 2464: 0.00130391434096702
Position 1868: 0.001066291667682699
Position 1195: 0.0010603406819261715
Position 604: 0.0010258746619927939
Position 405: 0.0010057183902171564
Position 1587: 0.000981206789255086
Position 2720: 0.0009636867535670856
Position 1865: 0.0009605925182471066
Position 1560: 0.0007368001895634741
Position 2759: 0.0006478725359064974
Position 2912: 0.0005719715291687183
Position 1051: 0.0005357069950972026
Position 2276: 0.0004977657834280103
Position 2392: 0.0004790456821778299
Position 396: 0.00046035050770690326
Position 505: 0.00044122525844952107
Position 2567: 0.0003588294615257631
Position 2355: 0.0003482818710263239
Position 2012: 0.00033584656016437837
Position 1922: 0.00032672036816905483
Position 2239: 0.00030448513888654225
Position 290: 0.00028714700107531905
Position 1040: 0.0002488250598601809
Position 2595: 0.00023013614463552885
Position 995: 0.00022863747279977311
Position 2410: 0.0002035355895167774
Position 2537: 0.0001701367569246879
Position 316: 0.0001578312865887376
Position 2202: 0.00014932408522388206
Position 591: 0.0001473004958033798
Position 2668: 0.00013937452776183366
Position 1727: 0.0001280428887744223
Position 1467: 0.00012607581153698997
Position 2049: 0.0001230057689651064
Position 2639: 0.00011216373885905376
Position 838: 0.00010176772123465925
Position 280: 9.85593743878177e-05
Position 475: 9.69447136792527e-05
Position 2120: 9.204109596087246e-05
Position 601: 9.028932391179087e-05
Position 1821: 8.880113332852741e-05
Position 2244: 8.592300548103954e-05
Position 1120: 7.573958743292438e-05
Position 2058: 7.446636876828856e-05
Position 2094: 7.17083788497989e-05
Position 1594: 6.724679823507518e-05
Position 2309: 6.557440449273878e-05
Position 1933: 6.522576023359804e-05
Position 2828: 6.315159241903483e-05
Position 2445: 5.943364211244458e-05
Position 2581: 5.886750552233658e-05
Position 821: 5.65430629684708e-05
Position 1519: 5.629165712316049e-05
Position 2026: 5.448130406185466e-05
Position 2629: 5.1633895634233185e-05
Position 1290: 4.715580975871746e-05
Position 909: 4.3270357436626884e-05
Position 1907: 4.326971214807414e-05
Position 2163: 4.287417689214885e-05
