Gene = LCE4A
index = 768
Annotated 5SS: [235]
Annotated 3SS: [894]
SMsplice 5SS: [235]
SMsplice 3SS: [894]
Partition function (log Z): -4.694465164031153

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9835136276317692
Position 975: 0.24464177891066194
Position 208: 0.008681572715329799
Position 770: 0.004931152027711963
Position 606: 0.004591102467710892
Position 161: 0.004279135915962307
Position 731: 0.0032329255090667764
Position 739: 0.002626054585658
Position 476: 0.0015395002040199891
Position 960: 0.0011369243330563432
Position 295: 0.0006515055626432766
Position 999: 0.0006162775779226945
Position 610: 0.0006064269296418362
Position 69: 0.0004905488337096469
Position 370: 0.0003341485826448895
Position 488: 0.000294856778297015
Position 327: 0.00027892961116924566
Position 1082: 0.00022451116306146718
Position 346: 0.00017548785412496463
Position 623: 0.00010634551668022565
Position 1116: 0.00010588549057299316
Position 1001: 4.1055751607527795e-05
Position 373: 3.793090355968101e-05
Position 962: 2.4014108053642267e-05
Position 315: 2.1569334286625653e-05
Position 680: 2.050670883244985e-05
Position 528: 1.6666944774087915e-05
Position 422: 8.472889860205692e-06
Position 843: 8.065149653537533e-06
Position 1181: 6.687492594520142e-06
Position 1246: 4.479564839410605e-06
Position 782: 4.176408423670959e-06
Position 90: 3.100821542292892e-06
Position 759: 2.9657205327113215e-06
Position 322: 1.6741002619293641e-06
Position 222: 1.3973989167558205e-06
Position 163: 1.2529438926548258e-06
Position 241: 9.977118436282194e-07
Position 376: 8.331648181081092e-07
Position 1061: 7.862038190721465e-07
Position 1058: 7.738059381958488e-07
Position 239: 7.485176045890821e-07
Position 918: 3.6173936148902396e-07
Position 989: 3.4340568356176854e-07
Position 307: 3.146950610688085e-07
Position 214: 3.135498219110647e-07
Position 1037: 2.3891636443274894e-07
Position 1173: 1.7738105466872725e-07
Position 634: 1.6240821939221687e-07
Position 1208: 8.690833877262824e-08
Position 942: 8.526266044015293e-08
Position 895: 8.275177633502508e-08
Position 1163: 7.8809579837911e-08
Position 165: 4.0176091985699495e-08
Position 103: 7.153445012629515e-09
Position 869: 5.311201763005187e-09
Position 1157: 1.511351355891429e-09
Position 863: 1.1790908126942683e-09
Position 875: 2.0593909754529473e-11
Position 886: 1.948984921416844e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 894: 0.9835397036187757
Position 1046: 0.15486741441985888
Position 1070: 0.05620982919599751
Position 1312: 0.025205693109250357
Position 642: 0.005052568530336277
Position 1157: 0.004986954097081086
Position 533: 0.004907954693436385
Position 563: 0.004404558985492529
Position 595: 0.003380170953306915
Position 1130: 0.002778091403124748
Position 930: 0.002142924116692426
Position 1106: 0.0020101456677843947
Position 395: 0.0018167862843862727
Position 672: 0.0018166886495669852
Position 1115: 0.0017406228757717338
Position 1225: 0.0016925669559996936
Position 863: 0.0016312503274887274
Position 915: 0.0007680145058340211
Position 1201: 0.0006173475802353194
Position 794: 0.0005560382642220236
Position 927: 0.0002964588928011141
Position 510: 0.0002928103220905968
Position 203: 0.0002681679538172809
Position 429: 0.0002463089940085094
Position 1163: 0.00022792238284469922
Position 250: 0.0002177728415859697
Position 433: 0.00017526941621144381
Position 495: 0.00017060657417795807
Position 728: 0.00014230987923845575
Position 1077: 0.00012874771954203408
Position 392: 0.00010957523554193185
Position 999: 9.070807414886493e-05
Position 1228: 8.076400840390611e-05
Position 307: 7.931547275126082e-05
Position 767: 6.519388291118687e-05
Position 960: 6.0624289912098276e-05
Position 975: 5.353489430518363e-05
Position 315: 4.966050999675346e-05
Position 1231: 4.718105899730025e-05
Position 514: 4.642939124934423e-05
Position 1137: 3.815419414899605e-05
Position 1081: 2.9889673817306437e-05
Position 677: 2.586090090055989e-05
Position 1173: 2.1844118488332108e-05
Position 1267: 1.801759828603672e-05
Position 613: 1.787892168520804e-05
Position 722: 1.7438680029610532e-05
Position 1170: 1.622926578855183e-05
Position 939: 1.5739597113709432e-05
Position 354: 1.5139246797193005e-05
Position 330: 1.0701421205622575e-05
Position 359: 1.0555221660270372e-05
Position 1246: 7.073961252788405e-06
Position 1239: 5.2240243134735624e-06
Position 148: 5.142977960085603e-06
Position 411: 4.721516304650545e-06
Position 769: 4.4947840280784656e-06
Position 710: 3.5861254799593182e-06
Position 239: 3.0060066847992376e-06
Position 362: 2.472474194317676e-06
Position 320: 2.454268357084283e-06
Position 258: 2.2950133304185883e-06
Position 1097: 2.2638751943374783e-06
Position 1139: 2.0702829702958103e-06
Position 142: 1.962794645036723e-06
Position 271: 1.9200204829349357e-06
Position 680: 1.669998959959414e-06
Position 336: 9.120718614230865e-07
Position 287: 7.355814764476486e-07
Position 942: 7.166895848541788e-07
Position 437: 6.952594558266121e-07
Position 281: 6.747901101562593e-07
Position 948: 6.195451746679854e-07
Position 1255: 5.729304803738249e-07
Position 747: 4.426949752108612e-07
Position 376: 3.0873866516901444e-07
Position 161: 2.3952042227027494e-07
Position 136: 1.7252723153951897e-07
Position 333: 1.2454636660581558e-07
Position 327: 1.1066623818571401e-07
Position 373: 1.0964607219596479e-07
Position 739: 8.39094510253738e-08
Position 821: 5.48080998735051e-08
Position 260: 3.254682448839017e-08
Position 370: 3.117200870441386e-08
Position 293: 1.0215216544113312e-08
Position 367: 1.006038682982786e-08
Position 295: 4.132898650775592e-09
