Gene = C1orf134
index = 163
Annotated 5SS: [61]
Annotated 3SS: [479]
SMsplice 5SS: [282]
SMsplice 3SS: [594]
Partition function (log Z): -19.118562081298165

Sorted 5' Splice Sites (High to Low Probability):
Position 282: 0.5238514581162412
Position 498: 0.12924876175335265
Position 300: 0.12254510105913882
Position 160: 0.07488969233794429
Position 455: 0.05403310936283239
Position 332: 0.04100184689888164
Position 128: 0.022971254262793523
Position 53: 0.012786015406578376
Position 372: 0.006318269839961416
Position 104: 0.006054277079631963
Position 449: 0.00153048464177554
Position 237: 0.000892665792351026
Position 580: 0.00088970286656576
Position 63: 0.0005739735227107551
Position 10: 0.0005305228350257534
Position 212: 0.0004955158989966169
Position 78: 0.00041885969161610244
Position 390: 0.00028020960938014467
Position 307: 0.0001693368966132313
Position 558: 0.00015256782241695872
Position 255: 0.00014470243221821884
Position 561: 0.00013135737325872376
Position 342: 7.83134540777529e-05
Position 140: 4.21163032510632e-05
Position 377: 1.644815245567715e-05
Position 584: 1.500763971770332e-05
Position 374: 9.263107939459628e-06
Position 83: 1.3215652198091542e-06
Position 242: 4.958425784466915e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 594: 0.3250993431173274
Position 399: 0.1479020940996136
Position 439: 0.09461116580883865
Position 367: 0.0513100242051399
Position 264: 0.04790390733538372
Position 564: 0.04006981695828933
Position 631: 0.03727273150649372
Position 242: 0.03709386397613005
Position 484: 0.035575178013693025
Position 448: 0.03412942736166226
Position 496: 0.028132510230103325
Position 407: 0.026949069652620974
Position 628: 0.01841379726761951
Position 613: 0.015567331256921866
Position 272: 0.013705446583633167
Position 151: 0.01311418042729162
Position 597: 0.009895518144366566
Position 384: 0.007178748850389622
Position 442: 0.005838319503319336
Position 551: 0.0025915858325731823
Position 591: 0.0018169891253112876
Position 410: 0.001479258019689161
Position 652: 0.0008433259270584602
Position 455: 0.0006978883136396692
Position 645: 0.0005741328363874509
Position 281: 0.00036489651824091304
Position 416: 0.00028331699330730824
Position 664: 0.00028313783801966845
Position 647: 0.00026561040439798504
Position 554: 0.00020028139212785
Position 498: 0.00019381433963410483
Position 200: 0.00017627683985453003
Position 275: 0.00015290901615802385
Position 202: 0.00013446535316169578
Position 179: 0.00010469606642551406
Position 107: 3.36052736095764e-05
Position 423: 2.1745885668790707e-05
Position 502: 2.03573209495771e-05
Position 163: 1.839659622027768e-05
Position 208: 1.1740429537255539e-05
Position 304: 1.1183685328971823e-05
Position 128: 7.72769728622239e-06
Position 160: 6.48237099159305e-06
Position 289: 4.970710143131946e-06
Position 464: 3.440155111565647e-06
Position 318: 2.0689472591978692e-06
Position 602: 1.7989370290993966e-06
Position 313: 1.5682174580507357e-06
Position 307: 9.75770905165435e-07
Position 459: 6.918728058072861e-07
Position 299: 6.162012260968921e-07
Position 83: 2.114516622623186e-07
Position 78: 1.0927508456455958e-08
