Gene = LOC119629846
index = 859
Annotated 5SS: [158]
Annotated 3SS: [241]
SMsplice 5SS: [158]
SMsplice 3SS: [241]
top_k =  500
Partition function (log Z): -3.441796509006651

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.9980935973151401
Position 541: 0.10976652148942043
Position 428: 0.06533550991012438
Position 510: 0.010003688947055778
Position 371: 0.009896711981177407
Position 1607: 0.002236134514370835
Position 162: 0.001869237650754472
Position 1433: 0.0012822157282680526
Position 398: 0.0007388772460586656
Position 1166: 0.000185293443388528
Position 1259: 0.00011669910132502492
Position 1329: 5.3936610578756514e-05
Position 957: 4.930851475338031e-05
Position 849: 4.399346122496345e-05
Position 420: 3.9315940209159225e-05
Position 1496: 3.1705578444381304e-05
Position 1517: 2.4401449189751295e-05
Position 278: 3.1656311612124135e-06
Position 337: 1.466223284114504e-06
Position 68: 1.395361235496047e-06
Position 242: 1.3423799924545603e-06
Position 1030: 1.0810862434982388e-06
Position 247: 6.362436588665293e-07
Position 274: 5.790441418362296e-07
Position 54: 2.5595696244672037e-07
Position 16: 2.4866119704313754e-07
Position 208: 1.0532736298961597e-07
Position 1511: 6.627004658655915e-08
Position 110: 3.3212249050864504e-08
Position 101: 2.0882203752915645e-08
Position 198: 2.0710593633590358e-08
Position 27: 9.356557066183962e-09
Position 77: 6.2999141068950054e-09
Position 52: 1.0733931482209679e-09
Position 425: 4.6550269552985577e-10
Position 417: 4.189145282395579e-10
Position 244: 2.7130623801509e-10
Position 600: 2.290094140283004e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 241: 0.9608481857818122
Position 1067: 0.05829884457342244
Position 926: 0.03320906732328038
Position 1425: 0.024502055411727293
Position 1594: 0.018111295753108454
Position 1024: 0.016623304633569293
Position 1318: 0.01424598464584374
Position 287: 0.012136527528902746
Position 1682: 0.009560087360515586
Position 446: 0.005899133174743373
Position 1138: 0.005303407466575977
Position 632: 0.005264766873328059
Position 1150: 0.005162396766710436
Position 508: 0.004168345973152703
Position 629: 0.004152574242316901
Position 1284: 0.003061941388683414
Position 1088: 0.002875132903684285
Position 449: 0.001878036978310953
Position 1251: 0.0017788962668731396
Position 1363: 0.001369371051199832
Position 393: 0.0012841462782934396
Position 667: 0.0011354524109796007
Position 257: 0.001031334770035257
Position 1322: 0.0008316434626914121
Position 879: 0.0008002518867359991
Position 540: 0.0005315920288664208
Position 1162: 0.0005220901227949757
Position 1339: 0.0005211303566626034
Position 1103: 0.0005060163452673807
Position 347: 0.0004233174278322595
Position 937: 0.0004035861920750478
Position 1027: 0.0003667099664089802
Position 653: 0.0002355080690321473
Position 952: 0.00021812268052416898
Position 1466: 0.00021160546383049345
Position 1699: 0.00020135564250377345
Position 1013: 0.00018285065428372168
Position 1226: 0.00017360060107206193
Position 608: 0.0001406895733023304
Position 1030: 0.00012359486632977808
Position 676: 0.00012162910741587375
Position 1469: 0.00012019873877953637
Position 626: 9.419622442226653e-05
Position 970: 9.144866090327363e-05
Position 1542: 8.842977813712803e-05
Position 635: 7.514403785073898e-05
Position 821: 7.426079116649795e-05
Position 600: 7.050195899805964e-05
Position 1507: 6.680151456705059e-05
Position 1114: 6.414114344968016e-05
Position 413: 6.296341268939337e-05
Position 901: 5.0554921178127014e-05
Position 988: 4.9245447482133156e-05
Position 659: 4.7288894912545746e-05
Position 1165: 4.4716655246092665e-05
Position 593: 4.085243558080385e-05
Position 432: 3.879882914501144e-05
Position 727: 3.33238740288668e-05
Position 490: 2.9720113184446407e-05
Position 553: 2.660012723480245e-05
Position 985: 2.3209415213683258e-05
Position 704: 1.8625472366420242e-05
Position 698: 1.6646286271098507e-05
Position 1127: 1.644629968835052e-05
Position 404: 1.53593773724012e-05
Position 368: 1.4637162761262095e-05
Position 515: 1.1078871154427392e-05
Position 1725: 1.0366251883459291e-05
Position 586: 8.567539702659145e-06
Position 619: 8.551586273874432e-06
Position 642: 8.194598054165416e-06
Position 858: 7.779034005183792e-06
Position 733: 7.74586958910545e-06
Position 691: 7.2875335256518135e-06
Position 530: 6.276974435543069e-06
Position 398: 4.9048316990441295e-06
Position 371: 3.6701206911098543e-06
Position 467: 1.425198117571059e-06
Position 1534: 9.744074633169009e-07
Position 485: 4.2967042979033333e-07
Position 88: 2.307584142108446e-07
Position 461: 1.501521628688796e-07
Position 143: 1.1703252209230792e-07
Position 472: 5.7895466974807946e-08
Position 825: 3.462278918387647e-08
Position 715: 3.344062830313316e-08
Position 117: 5.748391703923716e-09
Position 478: 3.838205139035014e-09
Position 454: 1.8633844781140273e-09
Position 110: 4.20776239200993e-10
Position 99: 1.4601024708265234e-10
Position 176: 3.309672898509877e-12
Position 178: 5.714016528048435e-19
Position 162: 7.133545232416177e-20
