Gene = AT2G46000
index = 561
Annotated 5SS: [450 719]
Annotated 3SS: [589 805]
SMsplice 5SS: [450 719]
SMsplice 3SS: [589 805]
top_k =  1000
Partition function (log Z): -1.0275376215812613

Sorted 5' Splice Sites (High to Low Probability):
Position 719: 0.9824657109065229
Position 450: 0.9823671324773554
Position 951: 0.04425375408292163
Position 428: 0.012117231526583993
Position 986: 0.009855745368055514
Position 442: 0.0009384673360950083
Position 1010: 0.0005801846105133333
Position 945: 0.000558923300144568
Position 485: 0.0004929012447156541
Position 505: 0.00011466231008938355
Position 493: 0.00010272402756030305
Position 710: 8.264168267848676e-05
Position 474: 7.994550700058328e-05
Position 499: 7.671672190089097e-05
Position 1013: 5.517640763474082e-05
Position 412: 4.165712390181856e-05
Position 650: 3.6249050947771004e-05
Position 511: 1.4864665542579271e-05
Position 685: 1.2041708100163032e-05
Position 144: 1.116152909275063e-05
Position 435: 9.527968378020252e-06
Position 899: 9.264901357605607e-06
Position 299: 7.489455467157728e-06
Position 596: 7.2715225604470405e-06
Position 680: 6.341812944215866e-06
Position 43: 6.235883616559407e-06
Position 1022: 4.279467424529145e-06
Position 845: 4.188274175494606e-06
Position 408: 4.012039026108016e-06
Position 417: 3.69839678495983e-06
Position 23: 2.4369282723632213e-06
Position 9: 2.030838804792239e-06
Position 665: 1.6898509607235505e-06
Position 564: 1.6663120434735734e-06
Position 287: 1.5434699741858713e-06
Position 47: 1.324047962290294e-06
Position 865: 1.2255557078388507e-06
Position 405: 1.2067967915125154e-06
Position 35: 1.0588530352250881e-06
Position 37: 4.971564976382581e-07
Position 87: 3.894776917623022e-07
Position 124: 3.037603933218256e-07
Position 756: 2.75560920048958e-07
Position 593: 2.6829264426395345e-07
Position 579: 2.597632446280213e-07
Position 1060: 2.5045667569096627e-07
Position 1055: 2.3678888866234226e-07
Position 538: 2.2455639139806436e-07
Position 571: 1.7516018224841424e-07
Position 543: 1.6928888061879395e-07
Position 148: 1.234471313329961e-07
Position 101: 1.2041362776188467e-07
Position 1067: 1.091317942800334e-07
Position 28: 8.601783676997595e-08
Position 626: 7.598372792360473e-08
Position 75: 6.538232253013892e-08
Position 264: 4.0028174755487064e-08
Position 171: 3.830766852951317e-08
Position 761: 2.216556897916728e-08
Position 1073: 1.326856493543338e-08
Position 769: 2.3442106806259857e-09
Position 207: 6.80405011183859e-10
Position 818: 3.932287929305789e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 589: 0.8952112677081131
Position 805: 0.8141324442224651
Position 810: 0.16308488006489114
Position 1067: 0.04502437364844194
Position 543: 0.03834183462169648
Position 638: 0.021580969497743397
Position 552: 0.019860219875141197
Position 626: 0.012854369411476533
Position 1086: 0.010392267126761735
Position 668: 0.005009271725595965
Position 850: 0.0017894866875353074
Position 833: 0.001232552575249077
Position 830: 0.001232054196375578
Position 564: 0.0010693706772149543
Position 825: 0.0007882850810791597
Position 641: 0.0005682483945751305
Position 647: 0.0005011570019336982
Position 633: 0.00040458205289244163
Position 854: 0.00034698458905904346
Position 1144: 0.00032800354420279985
Position 1126: 9.733257286788438e-05
Position 1098: 6.487500973166777e-05
Position 917: 6.364815428672582e-05
Position 836: 6.275424457817217e-05
Position 761: 4.5312112244374097e-05
Position 1105: 4.291698664124078e-05
Position 896: 3.0707125152920975e-05
Position 654: 2.525489059654381e-05
Position 865: 2.197972590103351e-05
Position 1013: 1.825990864961081e-05
Position 985: 1.7428654353607133e-05
Position 863: 1.1669013792163778e-05
Position 1100: 1.1529751607459423e-05
Position 769: 1.1469681467404384e-05
Position 844: 6.71411836176092e-06
Position 140: 6.393257548697581e-06
Position 222: 5.569669914594074e-06
Position 680: 5.1373720255546395e-06
Position 675: 4.7739970892867675e-06
Position 368: 3.565872543625863e-06
Position 870: 3.3438919811052785e-06
Position 505: 3.3108110524808403e-06
Position 1022: 3.209478200068796e-06
Position 87: 2.6288555567472445e-06
Position 706: 2.5406916652118042e-06
Position 137: 2.3564177213108097e-06
Position 922: 1.6961594472210859e-06
Position 859: 1.611481851242977e-06
Position 973: 1.1377373301058658e-06
Position 650: 1.076672448591587e-06
Position 992: 9.921889044349823e-07
Position 873: 8.822820686988885e-07
Position 927: 6.538928316567265e-07
Position 499: 5.541805600691095e-07
Position 258: 5.061715619685985e-07
Position 493: 2.597453684814638e-07
Position 932: 1.9723051218292688e-07
Position 958: 1.9322825150090341e-07
Position 230: 1.5485468615002824e-07
Position 242: 1.5045877185275108e-07
Position 270: 1.4709178901391117e-07
Position 279: 1.4643434997849042e-07
Position 725: 1.2932147040793761e-07
Position 731: 8.873769179217497e-08
Position 282: 6.332951702742037e-08
Position 881: 5.139389957889549e-08
Position 377: 3.772229038251192e-08
Position 941: 2.2187119534407404e-08
Position 375: 2.0940587480988307e-08
Position 997: 1.9671416625710224e-08
Position 432: 1.5993169053873612e-08
Position 308: 6.6649183945489965e-09
Position 312: 5.377769412785288e-09
Position 297: 1.8737627653153586e-09
Position 422: 1.4433167794488124e-09
Position 299: 1.4074669329693746e-09
Position 287: 3.232841977017181e-10
Position 718: 2.3322344797492316e-10
Position 449: 4.084636427853965e-13
