Gene = AT4G11720
index = 708
Annotated 5SS: [ 219  465  632  923 1063 1216 1431 1700 1855 2042 2228 2335 2503 2678
 2880 3057]
Annotated 3SS: [ 320  542  824 1001 1136 1295 1501 1773 1940 2109 2301 2408 2588 2760
 2955 3134]
SMsplice 5SS: [ 219  465  632  923 1056 1216 1700 2042 2228 2335 2503 2678 2880 3057]
SMsplice 3SS: [ 320  542  824 1001 1136 1295 1940 2109 2301 2408 2588 2760 2955 3134]
top_k =  1000
Partition function (log Z): 34.25384799475209

Sorted 5' Splice Sites (High to Low Probability):
Position 2678: 0.9960973363571706
Position 2503: 0.9870539445170566
Position 465: 0.9852057947181403
Position 2880: 0.978543471250383
Position 2042: 0.971542830433371
Position 1700: 0.9621578622890331
Position 219: 0.9615867024281439
Position 923: 0.9549991071033301
Position 1216: 0.9452040439068533
Position 2228: 0.8985966821495882
Position 632: 0.8367230630315853
Position 2335: 0.706731090985982
Position 1056: 0.6790797237087224
Position 3057: 0.6540699998289209
Position 1431: 0.3866879994020556
Position 1063: 0.29473734464776025
Position 1855: 0.26578023485903707
Position 1387: 0.11892992638354535
Position 680: 0.11829361455168494
Position 1860: 0.0721914205413181
Position 1416: 0.05513208063704393
Position 163: 0.02171370081927663
Position 625: 0.011845162468961086
Position 911: 0.010625877457369703
Position 678: 0.01018917731309418
Position 1596: 0.009845371489092349
Position 2199: 0.009272611250125828
Position 2489: 0.008470450717890843
Position 408: 0.008058276138068973
Position 1210: 0.007097012806790643
Position 2204: 0.007093096487766367
Position 707: 0.006323938742078535
Position 1568: 0.0058723026912722975
Position 2212: 0.00485465095455803
Position 393: 0.004466717407461371
Position 1375: 0.004019223694925488
Position 929: 0.0035140219573453818
Position 615: 0.003327669143514518
Position 2846: 0.003179184068942041
Position 702: 0.0028086377892749194
Position 1695: 0.002785325690845197
Position 3020: 0.0024230028582849306
Position 1164: 0.0022648193780531746
Position 1378: 0.002189105421135793
Position 684: 0.0017285079869781312
Position 2031: 0.0017141197823741191
Position 749: 0.0017030401783369323
Position 1220: 0.0015998695408105505
Position 927: 0.0015092407948154136
Position 3030: 0.0014164455871314928
Position 469: 0.001181937820417161
Position 1353: 0.0010313634639491972
Position 2707: 0.000919285789342985
Position 1180: 0.0008914774666098651
Position 1186: 0.0008099450195278768
Position 2657: 0.0008059102250968892
Position 1876: 0.0007225689461793597
Position 2801: 0.00047437607265489245
Position 2329: 0.0004560363524592558
Position 3519: 0.0004470383064768814
Position 1474: 0.0003229398871110354
Position 3063: 0.00031263840466658405
Position 211: 0.00029151040236284175
Position 142: 0.00028827583414387843
Position 2851: 0.0002758236657447112
Position 3025: 0.00026650895546303165
Position 3061: 0.0002622151393061986
Position 417: 0.00025231497495423086
Position 689: 0.00024277588899558532
Position 1704: 0.00024154655306618273
Position 379: 0.0002356360100267418
Position 1133: 0.00022073713458002018
Position 1191: 0.00022063218653331962
Position 1549: 0.0001904895244258752
Position 704: 0.00018238791240918035
Position 2273: 0.00017060492476746018
Position 1178: 0.00014752829187324632
Position 3122: 0.00014437988509718959
Position 204: 0.00012603809786129128
Position 956: 0.00011302019421891572
Position 2118: 9.701502868018787e-05
Position 945: 8.952136467226465e-05
Position 2320: 7.435349648156598e-05
Position 3193: 6.82314051804127e-05
Position 2180: 6.71191326817869e-05
Position 376: 6.684702296320613e-05
Position 2263: 6.410751460994927e-05
Position 1047: 6.190276867101149e-05
Position 842: 5.54316710338325e-05
Position 140: 5.3018819117655546e-05
Position 189: 4.7719257359880675e-05
Position 587: 4.109245803151267e-05
Position 2643: 4.0874635402865626e-05
Position 1137: 3.8235843172656995e-05
Position 940: 3.802600182895023e-05
Position 881: 3.634870669391403e-05
Position 3002: 3.594970090176969e-05
Position 1971: 2.7248279084992303e-05
Position 2737: 2.5154594160107298e-05
Position 2462: 2.4830058297542535e-05
Position 1245: 2.3568602026077758e-05
Position 2719: 2.2794631645437065e-05
Position 1082: 2.0593295358718095e-05
Position 2928: 2.0070449161806923e-05
Position 1610: 1.8642808959058085e-05
Position 2907: 1.6559904080744745e-05
Position 2725: 1.5947309406357507e-05
Position 1614: 1.5875606636348674e-05
Position 175: 1.4048079780956442e-05
Position 1733: 1.1685755105511777e-05
Position 39: 1.0934529413413145e-05
Position 1608: 1.0441430396656386e-05
Position 589: 9.915577478379608e-06
Position 360: 9.88823118721663e-06
Position 2985: 8.794675771047143e-06
Position 872: 8.404826108037849e-06
Position 1299: 8.314640070095125e-06
Position 478: 8.06589017865818e-06
Position 1144: 7.271720160455855e-06
Position 1292: 7.162933025493383e-06
Position 1958: 5.8313937727705125e-06
Position 3306: 5.740192471774499e-06
Position 2761: 4.7648186248896534e-06
Position 3525: 4.698115375805614e-06
Position 2171: 4.571071639191416e-06
Position 2439: 4.392828168353615e-06
Position 61: 4.343988836754262e-06
Position 566: 4.3256200067787745e-06
Position 2258: 4.305201271886874e-06
Position 1101: 4.24707444402683e-06
Position 513: 4.108402799053741e-06
Position 89: 4.033165341850324e-06
Position 99: 3.7071437748100183e-06
Position 2450: 3.4889433030570843e-06
Position 1741: 3.487346163300549e-06
Position 1763: 3.382305718051069e-06
Position 875: 2.6571465082400945e-06
Position 24: 2.271877250030086e-06
Position 2608: 2.2245844454759386e-06
Position 1252: 1.954254628853347e-06
Position 259: 1.9360726828809212e-06
Position 3533: 1.7386823042762553e-06
Position 768: 1.7321051907653342e-06
Position 2301: 1.6042994582616506e-06
Position 1309: 1.4281359383670089e-06
Position 2618: 1.4085546317942772e-06
Position 2370: 1.1416476157215736e-06
Position 1099: 1.1092220686303116e-06
Position 265: 9.470833457186212e-07
Position 546: 9.151900941697227e-07
Position 2634: 8.99725073155818e-07
Position 2373: 8.96234391231365e-07
Position 3480: 5.493840278975575e-07
Position 847: 5.042726423875729e-07
Position 3491: 4.667230124744633e-07
Position 3485: 3.890122742242455e-07
Position 573: 3.8738288050739813e-07
Position 2632: 2.589022935132134e-07
Position 825: 1.9031471203224274e-07
Position 2401: 1.3796372002515907e-07
Position 2079: 1.249393882096413e-07
Position 774: 1.2391395520584336e-07
Position 2084: 8.896755944017586e-08
