Gene = AT2G25920
index = 262
Annotated 5SS: [201 796 984]
Annotated 3SS: [ 655  885 1087]
SMsplice 5SS: [201 796 984]
SMsplice 3SS: [ 655  885 1087]
top_k =  1000
Partition function (log Z): 1.4710107866991469

Sorted 5' Splice Sites (High to Low Probability):
Position 984: 0.9867994099840578
Position 796: 0.944971989057001
Position 201: 0.9348478585399141
Position 568: 0.4449462094123642
Position 572: 0.14578599440856443
Position 751: 0.04899227525591702
Position 1207: 0.026943369941598773
Position 551: 0.015185408128377894
Position 1376: 0.014125979090211727
Position 1212: 0.013679630314621776
Position 171: 0.004847750030511401
Position 524: 0.0038983567799505303
Position 782: 0.001929558082225669
Position 960: 0.001511511921231161
Position 1001: 0.0012911823245204037
Position 1439: 0.0012539733491869498
Position 24: 0.0011597999164549024
Position 412: 0.001017216118179324
Position 549: 0.0008661718137322181
Position 503: 0.00048825842133215795
Position 335: 0.0004791596789799051
Position 179: 0.00046725408670531785
Position 576: 0.0003918964933635651
Position 1411: 0.000336614262969107
Position 1147: 0.0003152254922463259
Position 3: 0.00029384705963615335
Position 988: 0.00022638865311550344
Position 490: 0.00015002323261598246
Position 416: 0.00013812607149229825
Position 1028: 0.00013135467063862005
Position 942: 0.00012061375400257716
Position 14: 0.0001154274002664791
Position 1036: 0.00010624868583315386
Position 1588: 9.809279609906271e-05
Position 1004: 9.095209756222026e-05
Position 477: 7.475320360083021e-05
Position 1393: 5.650541288955807e-05
Position 262: 5.440298360233418e-05
Position 800: 4.568909966315192e-05
Position 100: 3.991177154776281e-05
Position 597: 3.960369715712894e-05
Position 1015: 3.80787742942216e-05
Position 421: 2.358955078664441e-05
Position 991: 2.273668225910149e-05
Position 948: 2.230690571708705e-05
Position 151: 2.1236938763211858e-05
Position 154: 2.097092324968097e-05
Position 333: 2.074168567145323e-05
Position 588: 2.0533489789949658e-05
Position 1265: 1.3504933372887e-05
Position 465: 1.0825152740878643e-05
Position 1685: 1.066173832734924e-05
Position 916: 1.0573276166031785e-05
Position 275: 1.0425226139485285e-05
Position 1603: 9.505495107060603e-06
Position 717: 7.4604775456561136e-06
Position 435: 5.995380506302097e-06
Position 602: 3.981327432142477e-06
Position 1018: 3.7441116417981833e-06
Position 1634: 3.5099845774077385e-06
Position 1343: 3.408545177878156e-06
Position 586: 2.3572370623791278e-06
Position 1443: 1.5668807377518274e-06
Position 118: 1.3371111043825236e-06
Position 1031: 9.93934019880527e-07
Position 1765: 9.05203583186414e-07
Position 81: 8.747708155137739e-07
Position 706: 2.9355302961012986e-07
Position 844: 1.5036752770743288e-07
Position 1581: 1.1547054854378242e-07
Position 75: 1.1475236578178781e-07
Position 1504: 9.880479942995059e-08
Position 694: 7.821108609164327e-08
Position 1118: 7.284459684057914e-08
Position 934: 2.9573197096486647e-08
Position 854: 2.1610877572461504e-08
Position 36: 1.7633597055705342e-08
Position 896: 1.4211472330803871e-08
