Gene = AT4G20970
index = 854
Annotated 5SS: [279 744]
Annotated 3SS: [ 377 1025]
SMsplice 5SS: [279 744]
SMsplice 3SS: [ 377 1025]
top_k =  1000
Partition function (log Z): -3.9793998719298638

Sorted 5' Splice Sites (High to Low Probability):
Position 744: 0.9550574984983873
Position 279: 0.7031715741515291
Position 22: 0.24514391142789801
Position 589: 0.0936202393238279
Position 328: 0.05505496734384706
Position 230: 0.03952153234902124
Position 29: 0.03187279862659894
Position 758: 0.02436087895751169
Position 172: 0.0187989484476381
Position 201: 0.012712514763853749
Position 938: 0.009034104745784692
Position 863: 0.0022343603714388765
Position 334: 0.002039827759608072
Position 543: 0.0018633623660511335
Position 525: 0.0015421604547395972
Position 53: 0.0007384920276666117
Position 1092: 0.000586085674154788
Position 1083: 0.0004898911209624771
Position 952: 0.00041860172650495125
Position 186: 0.0003263199626971231
Position 957: 0.00031405342354843505
Position 823: 0.0002734710933112687
Position 837: 0.00022015654773785128
Position 549: 0.0002152840206847878
Position 477: 0.00019002523147049655
Position 632: 0.00018682197734208093
Position 1113: 0.0001776015757997041
Position 438: 0.00014344616923175218
Position 530: 0.0001391190681287464
Position 537: 0.00013732539311050253
Position 643: 0.00012092940272232385
Position 886: 0.00010921431873339625
Position 1090: 8.423871593313704e-05
Position 1211: 6.391311581075339e-05
Position 1231: 5.2713097598182454e-05
Position 856: 4.172167807476031e-05
Position 612: 3.787612709100633e-05
Position 89: 3.614606606313362e-05
Position 444: 3.1884890026474085e-05
Position 113: 2.597149665468555e-05
Position 1134: 2.5945966888532302e-05
Position 720: 2.5648070172519297e-05
Position 510: 2.0431064267400502e-05
Position 708: 1.4013029822381995e-05
Position 889: 1.177274032343205e-05
Position 100: 1.1294364644340919e-05
Position 812: 9.193793493161565e-06
Position 638: 8.061570202345828e-06
Position 119: 3.0141825803533912e-06
Position 991: 1.620621263189686e-06
Position 1141: 1.5361289267243196e-06
Position 1217: 1.4285957555119475e-06
Position 1199: 7.772537169199214e-07
Position 657: 7.510118123276807e-07
Position 1222: 6.751153154847018e-07
Position 1147: 5.840671615688404e-07
Position 1206: 5.699671740873239e-07
Position 104: 4.59905923679048e-07
Position 1173: 3.499028527746736e-07
Position 373: 2.6815280961245586e-07
Position 1171: 1.8871040141570728e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1025: 0.9616206930753355
Position 377: 0.7052886768403587
Position 132: 0.27084929300225075
Position 401: 0.11417374441136575
Position 675: 0.0823907467538322
Position 822: 0.02933130248109072
Position 668: 0.01566520913002721
Position 405: 0.012021478433377924
Position 380: 0.0017165792439428587
Position 833: 0.001468309962810579
Position 1177: 0.0012234109630852733
Position 171: 0.001052987875389059
Position 1032: 0.0007470641494933917
Position 1051: 0.0006986415107912904
Position 1181: 0.0003705294209826544
Position 995: 0.0003314161755538133
Position 100: 0.0002665000128647637
Position 967: 0.00023450014801415452
Position 431: 0.00022708373646497643
Position 428: 0.00020303921638894592
Position 867: 0.000176356284042467
Position 1299: 0.00016470922154363218
Position 678: 0.00016338784490287642
Position 863: 0.0001358432088134948
Position 411: 0.0001259142256869676
Position 632: 0.00010187686666588057
Position 647: 9.650433692291578e-05
Position 152: 5.854354325629946e-05
Position 144: 5.4821812214316416e-05
Position 320: 5.3673083895351027e-05
Position 619: 3.895267460345006e-05
Position 1263: 2.96179151108546e-05
Position 856: 2.8970619053783975e-05
Position 957: 2.7922480922149612e-05
Position 455: 2.358764227393222e-05
Position 1235: 2.0897043707534567e-05
Position 683: 1.7488741366733516e-05
Position 189: 1.7197569706557542e-05
Position 157: 1.30944385318607e-05
Position 1054: 1.0506090548492097e-05
Position 1047: 1.0106974692710087e-05
Position 214: 9.590727621931743e-06
Position 459: 7.4967576537666025e-06
Position 928: 7.4562690584228036e-06
Position 457: 7.432735380610126e-06
Position 84: 6.73230403315287e-06
Position 243: 6.3154903938000905e-06
Position 438: 5.924118002697429e-06
Position 1217: 3.4760477513955114e-06
Position 449: 3.378558216912712e-06
Position 931: 2.7128004689574213e-06
Position 1134: 2.6444133760530788e-06
Position 181: 2.4800935194514115e-06
Position 217: 2.3816490227139365e-06
Position 1215: 1.8744023715998023e-06
Position 469: 1.5344423017025201e-06
Position 786: 1.4003955743682277e-06
Position 1090: 9.106477348286728e-07
Position 535: 7.156404042164445e-07
Position 497: 6.417367581312796e-07
Position 560: 5.982168096806418e-07
Position 1069: 5.926494556954082e-07
Position 463: 4.196409336626576e-07
Position 206: 3.094029485316139e-07
Position 556: 2.2529780082447987e-07
Position 230: 1.4391959211814234e-07
Position 743: 2.0523569246973884e-10
