Gene = AT4G20260
index = 846
Annotated 5SS: [  81  958 1376 1552]
Annotated 3SS: [ 801 1285 1463 2089]
SMsplice 5SS: [ 527  958 1376 1552 2003]
SMsplice 3SS: [ 801 1285 1466 1885 2089]
Partition function (log Z): 5.078093096506972

Sorted 5' Splice Sites (High to Low Probability):
Position 958: 0.9988023839569458
Position 1376: 0.9893389982088663
Position 1552: 0.9292796550922017
Position 527: 0.7839755770799612
Position 81: 0.6203857446719299
Position 2003: 0.42677544930640027
Position 1835: 0.07366335219145298
Position 273: 0.07345226765131015
Position 1992: 0.055633499145661944
Position 1140: 0.02366687363890652
Position 712: 0.015719789336703652
Position 243: 0.013901863309355432
Position 266: 0.012968498312942106
Position 2497: 0.009037601950104631
Position 1370: 0.0074171659850058
Position 2179: 0.0059531805625972845
Position 703: 0.005013265310778902
Position 2016: 0.004511333953873139
Position 1213: 0.00399135140842741
Position 1578: 0.0030852332435912016
Position 357: 0.003024145894836836
Position 1360: 0.0019423393232652203
Position 345: 0.0016266734321030364
Position 1542: 0.0015676925742434838
Position 455: 0.001319935609505808
Position 2530: 0.0012613088109883369
Position 1526: 0.0011484354903985817
Position 2514: 0.0009585551982474102
Position 1216: 0.0007941767767591515
Position 1580: 0.0007100079557029193
Position 366: 0.0006380975993211314
Position 1573: 0.0006179900709177424
Position 460: 0.0006049692081599726
Position 2110: 0.0005696871163480042
Position 656: 0.00048744800264766396
Position 2611: 0.00048719199998431675
Position 85: 0.0004184939982242121
Position 1337: 0.0004161305294736886
Position 1751: 0.00037180741052718824
Position 1774: 0.0003600770222654979
Position 686: 0.0003204093071375373
Position 743: 0.00027278269494827336
Position 294: 0.0002691832334758836
Position 1762: 0.00026856394017214775
Position 334: 0.00026360557165261856
Position 1063: 0.00025904153743005413
Position 1165: 0.00025293849710535137
Position 2203: 0.0002515329504330625
Position 1616: 0.00024379173203848418
Position 1959: 0.0002415569644798259
Position 1784: 0.00022166881461080533
Position 773: 0.0001945554225908169
Position 626: 0.00019170288072446328
Position 715: 0.00018990369263178914
Position 1083: 0.000188783872739786
Position 1176: 0.000178980768587395
Position 2425: 0.00017255227892253516
Position 315: 0.0001581179936486525
Position 1069: 0.0001419179639283073
Position 174: 0.00013053740680724798
Position 1875: 0.00012850015961991357
Position 1397: 0.00012258505635774053
Position 247: 0.00011149028018922606
Position 563: 8.976485401315086e-05
Position 383: 8.661952180671744e-05
Position 678: 8.64347614389988e-05
Position 519: 8.293783811498617e-05
Position 2534: 8.200722805775618e-05
Position 299: 7.344472254608424e-05
Position 756: 6.46637872568805e-05
Position 1708: 6.449658393895631e-05
Position 1728: 6.331258678274565e-05
Position 2291: 5.594497307563352e-05
Position 1720: 5.554156172509924e-05
Position 1687: 5.542250024406584e-05
Position 1075: 5.537937528833781e-05
Position 560: 5.4456011317501774e-05
Position 632: 5.2089830384001275e-05
Position 204: 4.7278198618649445e-05
Position 142: 4.247877887040269e-05
Position 74: 4.0679710872119736e-05
Position 1839: 4.006595778626252e-05
Position 2371: 3.876955978319452e-05
Position 1088: 3.8239776967483506e-05
Position 619: 3.384094812598637e-05
Position 1006: 3.080335777491447e-05
Position 2458: 2.6559429615021988e-05
Position 131: 2.6084656073444872e-05
Position 136: 2.3510400845481252e-05
Position 1639: 2.3077791704227363e-05
Position 1888: 1.9430270984164556e-05
Position 2048: 1.711129524828229e-05
Position 1049: 1.4141257265592026e-05
Position 168: 1.3151437222036257e-05
Position 1632: 1.2006441721398984e-05
Position 996: 1.1256466416900149e-05
Position 2158: 1.1194624957937836e-05
Position 868: 1.1045858857782136e-05
Position 987: 1.0821065071366996e-05
Position 2485: 1.0257121773706353e-05
Position 1495: 8.243339110915911e-06
Position 771: 8.073423312966252e-06
Position 2163: 7.260260441908793e-06
Position 1488: 6.9650319049955e-06
Position 1416: 6.729429537946696e-06
Position 635: 6.691149493156638e-06
Position 2114: 5.81325089353296e-06
Position 1885: 5.468203350568527e-06
Position 664: 4.847244739665458e-06
Position 2051: 4.708553185901582e-06
Position 2621: 4.6783646500907726e-06
Position 1848: 4.261741046177415e-06
Position 7: 3.777307897727798e-06
Position 1015: 3.6493664367475794e-06
Position 2233: 3.4728266436632884e-06
Position 2413: 3.328096389752254e-06
Position 1518: 3.0414219913368324e-06
Position 431: 3.0371285333251333e-06
Position 888: 3.0283750506772312e-06
Position 2224: 2.417994585707953e-06
Position 1406: 2.380266987605774e-06
Position 2623: 2.315717616638797e-06
Position 785: 2.2830730427730646e-06
Position 12: 2.259518099617457e-06
Position 2663: 2.2279233038538874e-06
Position 1868: 2.1262786836166973e-06
Position 134: 1.783543366711097e-06
Position 2639: 1.7470594412226101e-06
Position 2615: 1.6439996603046927e-06
Position 1051: 1.6274516189437331e-06
Position 207: 1.5376722183945718e-06
Position 187: 1.454608371710524e-06
Position 445: 1.1006716574208802e-06
Position 1340: 9.764182771180169e-07
Position 2124: 9.132707056989958e-07
Position 1473: 8.22364875796979e-07
Position 905: 5.823698359122064e-07
Position 2347: 5.400335344367254e-07
Position 2410: 5.206208619267419e-07
Position 2185: 4.584127984450903e-07
Position 999: 4.435801050650919e-07
Position 2288: 4.1229082605510285e-07
Position 2063: 3.8632251329577326e-07
Position 1438: 1.5402666822746786e-07
Position 2146: 1.537636291336566e-07
Position 2308: 1.3239904771498216e-07
Position 16: 1.2769921812646745e-07
Position 1270: 1.0951795322557405e-07
Position 1265: 9.965156961158322e-08
Position 2080: 6.404226603734532e-08
Position 2350: 5.340162235690844e-08
Position 1277: 2.6231082114014107e-08
Position 14: 2.3908893964642167e-08
Position 820: 1.9804441352020912e-08
Position 851: 1.6132742731235473e-08
Position 812: 1.1318019483927362e-08
Position 871: 9.373692508067954e-09
Position 806: 3.2589702337578844e-09
Position 1247: 7.375853902484265e-10
Position 1245: 7.221685026852027e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1466: 0.998142160703174
Position 1285: 0.9510908146084541
Position 2089: 0.8837271027824821
Position 801: 0.7395215609974037
Position 1885: 0.4888627553024457
Position 454: 0.22552094339338213
Position 202: 0.17405178975481966
Position 867: 0.16363056233381743
Position 1048: 0.07236887676201413
Position 431: 0.05343318594223703
Position 1926: 0.052979889032746134
Position 154: 0.04720835075984875
Position 1751: 0.026882432697493058
Position 459: 0.024472564929160428
Position 846: 0.024278328332568266
Position 2733: 0.017507090206516317
Position 168: 0.014555760293655476
Position 1720: 0.014341727530578538
Position 643: 0.014272096179815412
Position 830: 0.01250773447934419
Position 820: 0.012200999099531875
Position 264: 0.008767973617609105
Position 2041: 0.007526107608327554
Position 1832: 0.005600820678559824
Position 1770: 0.005217567780182072
Position 383: 0.004199508835837674
Position 366: 0.003983051978482415
Position 2152: 0.003759344893769416
Position 1300: 0.0036141140229999564
Position 1986: 0.0033181649026816046
Position 526: 0.0025691735976406237
Position 681: 0.0023459531930711606
Position 1762: 0.001746748203784337
Position 2129: 0.0016431187837809187
Position 2202: 0.001631191575922121
Position 233: 0.001528880665126034
Position 334: 0.0014285187373976025
Position 2107: 0.0014119277386873074
Position 678: 0.0012962266271394972
Position 2263: 0.001008969254475243
