Gene = mTTF
index = 1782
Annotated 5SS: [ 493 1138]
Annotated 3SS: [ 556 1192]
SMsplice 5SS: [ 493 1138]
SMsplice 3SS: [ 556 1192]
top_k =  500
Partition function (log Z): 1.6685424676881908

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9972278120653286
Position 1138: 0.9957164827604539
Position 661: 0.20988196681080307
Position 751: 0.04849613486680621
Position 1018: 0.01936152783787502
Position 958: 0.010491775390897816
Position 185: 0.0019675807294695434
Position 1323: 0.001645136560239966
Position 1114: 0.0007285515472328591
Position 1202: 0.0005889521025167163
Position 397: 0.0005737597375687926
Position 235: 0.0005735513513247843
Position 1343: 0.0005480259085758131
Position 804: 0.0005021473788831401
Position 202: 0.000397305033824901
Position 736: 0.00037363084429277806
Position 841: 0.00023827230218752304
Position 1481: 0.00022166213496794428
Position 665: 0.00020470816107637666
Position 1487: 0.00019333822837288504
Position 1492: 0.00019310264711600903
Position 894: 0.00013618748506876444
Position 1369: 0.00013598071130887075
Position 64: 0.00011155981353009075
Position 464: 9.01949104854711e-05
Position 856: 8.55628088898128e-05
Position 1247: 7.273178557243214e-05
Position 1123: 5.888424920878384e-05
Position 795: 5.226891057297508e-05
Position 1042: 2.5075919832756627e-05
Position 1466: 2.449823145900401e-05
Position 441: 2.2163938217683205e-05
Position 709: 2.057397750350627e-05
Position 1039: 1.5528279021037677e-05
Position 640: 1.5136429926515221e-05
Position 707: 1.4653599376603361e-05
Position 951: 1.4063438720081862e-05
Position 328: 1.3450118365396423e-05
Position 1419: 1.2874369724918933e-05
Position 588: 9.800267386950352e-06
Position 24: 6.567562440347076e-06
Position 1421: 5.459242854497207e-06
Position 33: 5.438396094612066e-06
Position 903: 5.392462059206596e-06
Position 1067: 5.2019791015093495e-06
Position 1484: 5.120703682527571e-06
Position 777: 4.968934993546378e-06
Position 223: 4.936450684750953e-06
Position 1142: 4.844845509875813e-06
Position 303: 4.596281833681476e-06
Position 459: 4.55134149774142e-06
Position 1129: 4.097261385566003e-06
Position 1029: 3.1929293657569405e-06
Position 647: 3.0777306516633235e-06
Position 378: 2.7228204892150986e-06
Position 843: 2.384825411559398e-06
Position 1326: 2.328618864959581e-06
Position 521: 1.7859391741602327e-06
Position 13: 1.3901923667148855e-06
Position 53: 1.329147178510514e-06
Position 619: 1.1117355994000174e-06
Position 479: 1.0689643018614455e-06
Position 1061: 8.456995531553845e-07
Position 414: 7.87169151002308e-07
Position 536: 6.868033233941881e-07
Position 1378: 2.879264618662428e-07
Position 261: 1.8639761553218612e-07
Position 543: 1.8169633390627954e-09
Position 1152: 1.7060411720250453e-09
Position 1231: 1.3259109419898773e-09
Position 1079: 4.6217133078702533e-10
Position 898: 1.7327318183266188e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 556: 0.9948288490924423
Position 1192: 0.9885834482252459
Position 894: 0.14403580420886572
Position 722: 0.08721576937267793
Position 1073: 0.029226959225647064
Position 1017: 0.015469444249373888
Position 1278: 0.005876105752140577
Position 822: 0.005639875153203213
Position 903: 0.004622496635995261
Position 1387: 0.0022872368324366008
Position 813: 0.0018705265996317492
Position 275: 0.0018525351243253785
Position 1359: 0.0016677127082604672
Position 1113: 0.001552074569292574
Position 1079: 0.0010904996966615119
Position 1543: 0.0006578624029708486
Position 729: 0.0006023412163426934
Position 771: 0.0005733341146859731
Position 234: 0.0004562490997712813
Position 1199: 0.0003827367666219054
Position 603: 0.0002928597518380039
Position 1513: 0.0002593333866881213
Position 1231: 0.00022946004205295
Position 864: 0.00021387856387716943
Position 400: 0.00019645498227997328
Position 1419: 0.00017516039245399738
Position 1294: 0.00016126638215476947
Position 296: 0.00014278265103222188
Position 924: 0.00010495622727348796
Position 1054: 9.363306601609595e-05
Position 984: 7.317354461653707e-05
Position 996: 7.233586395832568e-05
Position 801: 5.57613636740772e-05
Position 1239: 5.072032488729547e-05
Position 1246: 4.396086962640287e-05
Position 1172: 3.7833528482672766e-05
Position 936: 3.696879975635051e-05
Position 238: 3.46211547573829e-05
Position 1297: 2.969547905579295e-05
Position 1225: 2.924622643956786e-05
Position 315: 2.5744475409568357e-05
Position 740: 2.5114501691271318e-05
Position 106: 2.456523847766759e-05
Position 588: 2.2975430251482455e-05
Position 573: 2.1230091033102377e-05
Position 1430: 2.1206999725664706e-05
Position 163: 1.9376947432918928e-05
Position 431: 1.7742729345811018e-05
Position 113: 1.547641580729166e-05
Position 579: 1.3935974145944397e-05
Position 1201: 1.063252726621021e-05
Position 1407: 1.0496017158014678e-05
Position 185: 9.960267299468797e-06
Position 1427: 9.362322906679871e-06
Position 1492: 8.674286391115182e-06
Position 942: 8.398733699400663e-06
Position 350: 4.912162777117038e-06
Position 1398: 4.506809380507031e-06
Position 454: 4.152945845027201e-06
Position 73: 3.928703718525549e-06
Position 699: 3.889410460916316e-06
Position 166: 3.872918099070035e-06
Position 367: 3.402033015678969e-06
Position 1208: 3.2449926448393583e-06
Position 125: 2.905755158895004e-06
Position 915: 2.790353186976393e-06
Position 359: 1.9131585305704855e-06
Position 94: 1.7329095850419397e-06
Position 1084: 1.6733337272312916e-06
Position 1089: 1.6611675722763923e-06
