Gene = tadr
index = 1905
Annotated 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
Annotated 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
SMsplice 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
SMsplice 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
top_k =  500
Partition function (log Z): 20.435621175755966

Sorted 5' Splice Sites (High to Low Probability):
Position 4731: 0.9881298424066147
Position 4552: 0.977715193550995
Position 2353: 0.9746139329078222
Position 2781: 0.9720473995381061
Position 3717: 0.9636278580637478
Position 311: 0.9473391319198496
Position 2100: 0.8989117455147756
Position 3004: 0.7164520130808827
Position 1694: 0.29068981559838436
Position 4100: 0.27937962800362365
Position 3314: 0.1335896721241501
Position 5018: 0.07866839483639301
Position 604: 0.06531287536027132
Position 4205: 0.05553748161857714
Position 2136: 0.05461180925515244
Position 4841: 0.04462006072540913
Position 4025: 0.040370675787188004
Position 3051: 0.019177645695210535
Position 2360: 0.015263094304068026
Position 4178: 0.015173708822008797
Position 1506: 0.010963792532213334
Position 3055: 0.010524507539642475
Position 1558: 0.010190756986230185
Position 4588: 0.008417731064597618
Position 4137: 0.00734216751091965
Position 1417: 0.007330535964311079
Position 2785: 0.006772872832820014
Position 4097: 0.006640560095139171
Position 1536: 0.006534487254758267
Position 3020: 0.006079333560955767
Position 1202: 0.005552936508361074
Position 1469: 0.0044478316394449356
Position 2373: 0.004317853274439346
Position 2111: 0.003417498898988609
Position 4030: 0.003374546032971718
Position 2122: 0.0033234479502513483
Position 1576: 0.003290119200206899
Position 4210: 0.003146690618627245
Position 3661: 0.0027782666565068026
Position 1622: 0.0027156607124864925
Position 2106: 0.0024894575471362157
Position 3495: 0.0024819058168358997
Position 979: 0.0023306313157916768
Position 3332: 0.0023229473123144873
Position 450: 0.0020855220672721473
Position 1091: 0.001972781884790631
Position 2195: 0.0018927561916754767
Position 2536: 0.0018476338857909495
Position 5402: 0.0018448552765480816
Position 416: 0.0017691353557796282
Position 273: 0.0015891562800076418
Position 446: 0.001572942608967336
Position 3310: 0.0012570951072823108
Position 4053: 0.0011952183616473098
Position 2329: 0.0011136659250864521
Position 3948: 0.0010417809452985644
Position 2009: 0.0009880272969268252
Position 4146: 0.0009000207168290919
Position 4033: 0.0008735875057625805
Position 3367: 0.0008128608317348693
Position 608: 0.0006751190313345368
Position 510: 0.0006318029647693789
Position 4556: 0.0006143883040862394
Position 3326: 0.000571682203335377
Position 3799: 0.0005378454206143642
Position 2809: 0.0005025037844261689
Position 2474: 0.0004696880820395062
Position 5132: 0.0004577498912411845
Position 3757: 0.00040467311363495646
Position 67: 0.00039897240825175265
Position 3706: 0.0003593878349569547
Position 3825: 0.00035480958753614456
Position 3703: 0.00031798992238056767
Position 2060: 0.0003116657672100121
Position 3986: 0.00029713290450612237
Position 4958: 0.0002968837029296677
Position 4079: 0.0002804766929944733
Position 3952: 0.0002630279649086791
Position 4119: 0.0002503420185958233
Position 1843: 0.0002172541351586231
Position 745: 0.0002035504184819806
Position 2164: 0.00019381741199868378
Position 591: 0.00018810526244932233
Position 454: 0.0001774042459652634
Position 815: 0.00016937732854236903
Position 1457: 0.0001693027761008531
Position 4877: 0.00015019604875232968
Position 3394: 0.00013260698878082063
Position 1740: 0.00012508644289509595
Position 2382: 0.00011901289349393554
Position 2357: 0.00011779407862307806
Position 3778: 0.00011191866141422463
Position 87: 9.434412797208551e-05
Position 4139: 9.045266604263894e-05
Position 544: 8.925329150325123e-05
Position 101: 8.78892939245092e-05
Position 4117: 8.430985987283168e-05
Position 140: 8.166280784424153e-05
Position 803: 7.667941671629141e-05
Position 4065: 7.004271668239319e-05
Position 261: 6.739207294941941e-05
Position 5007: 6.290284576256116e-05
Position 813: 6.182822738907677e-05
Position 4108: 6.147804036038192e-05
Position 2621: 6.027041941647793e-05
Position 3692: 4.9838548136261545e-05
Position 1432: 4.798120776576134e-05
Position 2398: 4.5666323644582664e-05
Position 130: 4.357762741276802e-05
Position 5009: 4.167480017822114e-05
Position 708: 3.9892025268080255e-05
Position 138: 3.609047718587919e-05
Position 713: 3.514641944357415e-05
Position 1019: 3.441672284517683e-05
Position 2081: 3.341833448965857e-05
Position 1442: 3.204579086227227e-05
Position 4754: 3.179744951543421e-05
Position 3626: 3.116088117548802e-05
Position 3721: 2.6919390901652357e-05
Position 146: 2.6324917758516824e-05
Position 1206: 2.2141309235884306e-05
Position 2590: 1.9254744616935723e-05
Position 28: 1.8038903775286173e-05
Position 3572: 1.6565404528984178e-05
Position 103: 1.555083320748043e-05
Position 855: 1.5170918489973303e-05
Position 877: 1.2909300922171024e-05
Position 2502: 1.1962292197579888e-05
Position 204: 1.037129094168932e-05
Position 299: 9.359649311584795e-06
Position 2512: 8.33880052492845e-06
Position 448: 8.095236162856958e-06
Position 2739: 7.143081702593512e-06
Position 2199: 6.355996434479808e-06
Position 2268: 5.144511146076862e-06
Position 2762: 3.502417356819852e-06
Position 4717: 3.037965763854299e-06
Position 2735: 2.539820430544582e-06
Position 35: 2.4999985336763358e-06
Position 2964: 2.4593191213525124e-06
Position 195: 2.179346754910468e-06
Position 3192: 1.9083612084896453e-06
Position 3014: 1.521623032397886e-06
Position 4712: 9.868644120133178e-07
Position 74: 7.477925575508504e-07
Position 4874: 5.562883087875456e-07
Position 4704: 4.854887130442345e-07
Position 395: 2.751992154474835e-07
Position 2066: 2.532275370217605e-07
Position 304: 2.438760809745371e-07
Position 392: 2.1687246201986612e-07
Position 72: 1.9199664343193947e-07
Position 189: 1.8617458904429392e-07
Position 4939: 1.7374016567790472e-07
Position 2856: 1.5553530999684042e-07
Position 630: 1.0888296683513663e-07
Position 42: 1.0047348991766648e-07
Position 3300: 9.433250087880938e-08
Position 2724: 7.5694441470184e-08
Position 4669: 2.5172715213253857e-08
Position 411: 1.893699251294086e-08
Position 4406: 1.1198733679461156e-08
Position 4983: 3.851485656617234e-09
Position 4967: 3.692040743077366e-09
Position 4773: 3.5396682954681276e-09
Position 527: 2.1334424183529825e-10
Position 473: 5.0821161277118226e-11
Position 481: 5.061230846483536e-11
Position 4565: 5.017257208201922e-11
Position 487: 4.70673746979401e-11
Position 495: 2.3539921490786762e-11
Position 466: 1.2331065005613891e-11
Position 3972: 2.7150011343517006e-13
Position 2733: 1.8470939726107545e-13
Position 4577: 1.2360271935304612e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.9985968851310448
Position 4795: 0.9973354996678909
Position 1953: 0.9946129278131258
Position 3884: 0.9252861676568771
Position 2865: 0.9087465476818856
Position 4631: 0.8188886312851954
Position 2157: 0.7585038731614265
Position 4250: 0.4663991690363247
Position 3561: 0.3627244310393984
Position 3542: 0.2732586008660456
Position 3424: 0.15345354067907527
Position 2227: 0.15019800586493057
Position 4653: 0.12817416765265954
Position 370: 0.1274410108930839
Position 5070: 0.08680940678429436
Position 1394: 0.05235103573122266
Position 487: 0.04212022666824524
Position 1115: 0.03998944303853361
Position 3412: 0.03540696282010568
Position 3381: 0.027601911514995806
Position 2253: 0.025839179767833363
Position 2182: 0.02408626883106788
Position 3461: 0.021858267367556625
Position 3107: 0.021472353287331825
Position 4646: 0.015668068538942
Position 708: 0.014945135011156224
Position 4669: 0.01382440447026799
Position 1361: 0.013013407274044275
Position 928: 0.012988536350705342
Position 1605: 0.012135838523644167
Position 3440: 0.011731717933247558
Position 3482: 0.008693044765314947
Position 5274: 0.00833934013722804
Position 5194: 0.007522318763794994
Position 1539: 0.007066043352727039
Position 834: 0.0069431325011165695
Position 1017: 0.00691202759386209
Position 3155: 0.006678358628390334
Position 392: 0.006430661849708275
Position 3842: 0.005535763789967757
Position 4309: 0.00508374072599474
Position 4295: 0.0050768790228012135
Position 2927: 0.0047577764001777555
Position 4274: 0.004704981699385824
Position 2173: 0.004400299016820479
Position 5474: 0.004013978858744047
Position 5205: 0.003888185971682953
Position 654: 0.003781936145704455
Position 850: 0.003514918518432937
Position 5258: 0.0031659568482771956
Position 933: 0.0030900976334095435
Position 1486: 0.003088651170753523
Position 1489: 0.003049599052773698
Position 3167: 0.002841611549003898
Position 4170: 0.002476376611353694
Position 5007: 0.002327287392413483
Position 813: 0.0020231975659080665
Position 4937: 0.0017887362097127096
Position 2422: 0.0017142465009768223
Position 1521: 0.0016709759041215212
Position 5546: 0.0015229899494324515
Position 1505: 0.0014978365873745756
Position 1311: 0.0014771771730211576
Position 5595: 0.001365227547791079
Position 1894: 0.0012992647572604838
Position 5289: 0.0012099169130650267
Position 591: 0.0010650033580447212
Position 5139: 0.0009330314322155043
Position 4271: 0.0009145062567913115
Position 5218: 0.0009035751092376993
Position 5343: 0.0008479695923429324
Position 801: 0.000815041351893559
Position 3389: 0.0007879823250609829
Position 1442: 0.000748252548378531
Position 3051: 0.000743415899399133
Position 1904: 0.0007242907111388161
Position 1038: 0.0007184511727501748
Position 4824: 0.000681810375326488
Position 1421: 0.0005966778207733483
Position 901: 0.00058521645817461
Position 2404: 0.0004770586497741694
Position 5326: 0.00046779243450931066
Position 5620: 0.00044769859759023295
Position 627: 0.0003989058380237977
Position 3891: 0.0003289555062007729
Position 3360: 0.00029681822208520685
Position 171: 0.0002933493259310434
Position 3489: 0.000279843945152117
Position 5505: 0.0002486893355182582
Position 778: 0.00024320336070729945
Position 3255: 0.00021563319199929308
Position 1831: 0.00020419159475025352
Position 1974: 0.0001963864504681528
Position 861: 0.00019393526284598226
Position 5220: 0.00018610985640935576
Position 3072: 0.00018567683981878338
Position 3466: 0.000172415862297237
Position 5234: 0.00017039476332121378
Position 2882: 0.00014717425073528981
Position 3059: 0.0001374807282846365
Position 5625: 0.00013427221153822084
Position 970: 0.0001290116618733842
Position 5599: 0.0001156529224699151
Position 1776: 0.00011533832752754741
Position 1567: 0.00010640859050376583
Position 1758: 9.703864319416666e-05
Position 1041: 9.362169392518045e-05
Position 3300: 9.052432141203424e-05
Position 1063: 8.712821598232774e-05
Position 3504: 7.991478334155824e-05
Position 3948: 7.924899659962444e-05
Position 2446: 7.872443924103038e-05
Position 189: 7.351439173652687e-05
Position 888: 7.148922626598753e-05
Position 4189: 6.20392373134724e-05
Position 3665: 5.995349688940478e-05
Position 1694: 4.5113436681067764e-05
Position 4763: 4.285531473907973e-05
Position 2502: 3.551160898513336e-05
Position 2474: 3.364347483667063e-05
Position 2479: 2.0828097120399648e-05
Position 3805: 1.9764358136278702e-05
Position 4724: 1.9184637203316e-05
Position 2531: 1.7615899431423674e-05
Position 1843: 1.6156399604518088e-05
Position 3894: 1.5589445985667677e-05
Position 2136: 1.4265432159091725e-05
Position 256: 1.420987216122716e-05
Position 5550: 1.3671602633426239e-05
Position 2985: 1.3131049625325056e-05
Position 4712: 9.656023891105293e-06
Position 4074: 9.253310703681914e-06
Position 2975: 5.883862360307272e-06
Position 1727: 5.502547898208171e-06
Position 2521: 1.3999717045064895e-06
Position 124: 1.0837915737104994e-06
Position 116: 1.0099223467707426e-06
Position 216: 6.104947314147847e-07
Position 138: 3.9651410470850606e-07
Position 4730: 3.9296003862080143e-07
Position 224: 3.328020888352603e-07
Position 204: 1.5341274881942945e-07
Position 670: 1.324080427314135e-07
Position 324: 4.1481149796990886e-08
Position 2385: 3.7681025647807995e-08
Position 79: 3.4727611049761045e-08
Position 273: 3.450084093211345e-08
Position 146: 2.587143614382298e-08
Position 130: 1.7684202222316343e-08
Position 3002: 1.113401654683708e-08
Position 84: 5.290884788416355e-09
Position 99: 4.692541571412979e-09
Position 2804: 3.4598245225453795e-09
Position 2873: 3.13486306432903e-09
Position 310: 1.4431297187118374e-09
Position 87: 1.326064581069364e-09
Position 2999: 1.257157905624338e-09
Position 4832: 1.117709516079145e-09
Position 81: 4.092178926378113e-10
Position 314: 3.572785430629843e-10
Position 221: 2.455987033451304e-10
Position 304: 7.619459647646039e-11
Position 261: 2.0293944616926933e-13
