Gene = trbl
index = 1918
Annotated 5SS: [1184]
Annotated 3SS: [4133]
SMsplice 5SS: [1184]
SMsplice 3SS: [4133]
top_k =  500
Partition function (log Z): -6.286505424794436

Sorted 5' Splice Sites (High to Low Probability):
Position 1184: 0.983498482046651
Position 2025: 0.4895985578399471
Position 4031: 0.2508324332047611
Position 4045: 0.14842798544227753
Position 4315: 0.04934426147771897
Position 260: 0.016758082978300816
Position 2893: 0.01430027827835693
Position 4941: 0.013494306469796158
Position 133: 0.008887447550263269
Position 58: 0.008723976915422788
Position 3933: 0.007736551897593861
Position 2990: 0.00768700742860961
Position 2021: 0.007420521897136055
Position 4319: 0.007287944954250825
Position 1544: 0.006747611743924588
Position 2074: 0.006638949870062208
Position 3213: 0.006497579330353438
Position 1548: 0.006233632731533069
Position 2903: 0.00553858755497039
Position 1201: 0.005094245015751351
Position 1564: 0.005002219943301886
Position 2701: 0.004105554160988679
Position 1572: 0.004044772811753072
Position 338: 0.003968382022676607
Position 2656: 0.003557403977388871
Position 2559: 0.002885465288384422
Position 3406: 0.0026898442376798635
Position 2964: 0.002645991587156957
Position 3410: 0.0024291971884353477
Position 4944: 0.002189566959564166
Position 4411: 0.002161718505272393
Position 2642: 0.0018167920387474159
Position 97: 0.0016177181675150563
Position 3104: 0.0014559576570120148
Position 2603: 0.0013730160119914763
Position 4407: 0.0012699575199664652
Position 3361: 0.001211867649305345
Position 2192: 0.0011044534600523838
Position 3054: 0.0010941009343128302
Position 325: 0.0010665575092100939
Position 227: 0.0009719880446055316
Position 3454: 0.0009104243179394073
Position 136: 0.0009043788377534419
Position 513: 0.0008508420155490069
Position 1874: 0.0006531423949479274
Position 2705: 0.00061967547079081
Position 2720: 0.0005801088004588375
Position 161: 0.0004911029392631512
Position 840: 0.00048368267702328166
Position 3938: 0.0004720129944416781
Position 1969: 0.00046680248505981707
Position 3300: 0.00044919559300510596
Position 299: 0.0004160854881094111
Position 819: 0.00040739961786318365
Position 2548: 0.0003867061231862446
Position 35: 0.0003778639645500245
Position 2585: 0.000344791329902906
Position 1988: 0.0003411002493841922
Position 803: 0.0003275366938046999
Position 2036: 0.0002537951891420211
Position 330: 0.00021100066443298788
Position 317: 0.0002077476303982141
Position 139: 0.00020567887022041907
Position 1979: 0.0001938187701881447
Position 1113: 0.00019285278077546907
Position 67: 0.0001919791407772254
Position 1552: 0.00018817119829972126
Position 2023: 0.00017068074492319172
Position 248: 0.000164005947345766
Position 335: 0.00014882558640911267
Position 4311: 0.0001434719732603084
Position 2148: 0.00014187323328339815
Position 364: 0.00013089342928335697
Position 101: 0.00011432030081343413
Position 493: 0.00011248803577713043
Position 737: 0.00010140714263826112
Position 1595: 0.00010133518061354489
Position 1455: 0.00010058554361863138
Position 3365: 9.372071286270596e-05
Position 2554: 8.50001734643321e-05
Position 814: 8.49758472280723e-05
Position 2255: 8.198848481085291e-05
Position 673: 7.870049758065531e-05
Position 1019: 7.369129602517317e-05
Position 53: 6.278123659622629e-05
Position 750: 6.11563662040939e-05
Position 414: 5.745694938368891e-05
Position 1754: 5.7275664668536955e-05
Position 1718: 5.471178931667847e-05
Position 1188: 5.4525759728140584e-05
Position 1451: 3.992486152438455e-05
Position 149: 3.668411470476932e-05
Position 1656: 2.559563678142569e-05
Position 30: 1.7267668247073876e-05
Position 206: 1.6623013129351474e-05
Position 1061: 1.5631709048111315e-05
Position 1003: 1.5503334557434064e-05
Position 370: 1.3867543034340259e-05
Position 196: 1.3321089563421602e-05
Position 1720: 1.0935942919314683e-05
Position 76: 9.777179722228358e-06
Position 2104: 6.825697461714759e-06
Position 4641: 6.428042648844804e-06
Position 1677: 6.2108636683496595e-06
