Gene = tomb
index = 1914
Annotated 5SS: [201]
Annotated 3SS: [262]
SMsplice 5SS: [201]
SMsplice 3SS: [262]
top_k =  500
Partition function (log Z): -3.8488844454122746

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9648160490632812
Position 471: 0.46174765191693834
Position 197: 0.03166328253597502
Position 418: 0.01625724022741009
Position 481: 0.0025165002122753627
Position 184: 0.0009524341517028196
Position 804: 0.0004572283530698466
Position 438: 0.00015218239426378492
Position 506: 8.128895348340476e-05
Position 280: 4.293670459341104e-05
Position 104: 2.9283268200190003e-05
Position 133: 2.772090953062044e-05
Position 739: 2.5422973326758507e-05
Position 189: 2.196952395002021e-05
Position 619: 1.3757605248067933e-05
Position 717: 5.916203296310806e-06
Position 288: 5.607371515640142e-06
Position 127: 5.307436794079897e-06
Position 87: 3.7693771757120732e-06
Position 254: 3.5420606305918207e-06
Position 751: 3.3801973355268003e-06
Position 601: 2.914798337126688e-06
Position 762: 2.6609373158364782e-06
Position 571: 2.6512103521747937e-06
Position 163: 2.053225612239179e-06
Position 328: 1.5682313827638731e-06
Position 397: 1.2898671264595568e-06
Position 664: 9.305908053626729e-07
Position 54: 4.812409210210303e-07
Position 292: 2.6265324786519954e-07
Position 741: 1.9975530689279232e-07
Position 655: 8.330237279052312e-08
Position 684: 8.20773214693104e-08
Position 5: 3.1056939784469216e-08
Position 56: 1.935481515758053e-08
Position 509: 7.116475788360578e-11
Position 307: 8.708048179769494e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.992844892407636
Position 544: 0.4797594417537128
Position 660: 0.0020494109200348714
Position 562: 0.0018458421362366846
Position 566: 0.0007780343125029591
Position 855: 0.00047304351807487215
Position 269: 0.00045805298017592304
Position 315: 0.0002530459210432243
Position 323: 0.00011753669302079867
Position 638: 6.148569124387304e-05
Position 699: 5.8638552522283856e-05
Position 862: 5.282872447609687e-05
Position 868: 1.7865935576460463e-05
Position 481: 1.702537555502416e-05
Position 335: 1.662374078326342e-05
Position 509: 1.2306020982897473e-05
Position 471: 8.551246960846369e-06
Position 339: 5.50197431726864e-06
Position 684: 4.8887777176564955e-06
Position 277: 2.50601135814647e-06
Position 571: 2.0529650730408e-06
Position 506: 2.049502743868496e-06
Position 163: 1.3534303268941357e-06
Position 717: 1.0898406363163585e-06
Position 288: 7.757703859759401e-07
Position 402: 7.3965832587798e-07
Position 809: 7.273969626974098e-07
Position 780: 4.192510879712724e-07
Position 221: 3.674181344612432e-07
Position 576: 1.1380905324169064e-07
Position 408: 8.800945965722798e-08
Position 342: 8.458393703034048e-08
Position 813: 5.8335794677255954e-08
Position 184: 5.239602196616074e-08
Position 747: 4.6638584524515e-08
Position 450: 4.551170260908615e-08
Position 804: 2.5932624872467574e-08
Position 363: 1.6755433888199836e-08
Position 417: 1.2932234453249724e-08
Position 65: 1.197938992436617e-08
Position 376: 7.127286363034687e-09
Position 370: 6.607722807888992e-09
Position 79: 6.481972474512551e-09
Position 133: 5.534632773511542e-09
Position 51: 5.095248699183792e-09
Position 367: 4.572216275367379e-09
Position 142: 2.88515031229018e-09
Position 54: 2.64053822062642e-09
Position 279: 2.472887763336955e-09
Position 124: 4.681272438712023e-10
Position 76: 4.442414945438015e-10
Position 98: 3.024228368779148e-10
Position 109: 2.8811700637830534e-10
Position 384: 5.186264784354783e-11
Position 85: 2.403398660648721e-11
Position 95: 1.0052252397505297e-11
Position 92: 3.3666834398424155e-12
Position 356: 2.0052061928076188e-16
