Gene = Sam-S
index = 1466
Annotated 5SS: [  98  936 1907 3581 3975 5117 6467]
Annotated 3SS: [ 861 1684 3502 3851 5003 5786 6530]
SMsplice 5SS: [1907 3581 3975 4215 6467]
SMsplice 3SS: [3502 3851 4134 5786 6530]
top_k =  500
Partition function (log Z): 2.1374893346602217

Sorted 5' Splice Sites (High to Low Probability):
Position 6467: 0.9938701002458575
Position 1907: 0.9664743577449436
Position 3975: 0.9537775124195399
Position 3581: 0.931571068715936
Position 4215: 0.6457954640665313
Position 4723: 0.30127014251367873
Position 5117: 0.2406872077812663
Position 456: 0.20789963881363943
Position 4272: 0.18480633875490232
Position 6684: 0.1466260400378523
Position 872: 0.13115305936689717
Position 1199: 0.12816566461855744
Position 3093: 0.11048954714550341
Position 936: 0.1027583128923973
Position 1444: 0.06787270271320778
Position 4781: 0.06550020760563512
Position 4762: 0.05424747732049503
Position 359: 0.051828217154945434
Position 4276: 0.04744394727644824
Position 5245: 0.0448469965641879
Position 1433: 0.04269228848784855
Position 4268: 0.03834457107244406
Position 733: 0.03114714349599048
Position 3709: 0.024800355422645904
Position 1054: 0.023453927691393713
Position 3990: 0.02047850420302166
Position 3767: 0.020441987074703478
Position 5133: 0.018860029520240407
Position 3656: 0.01849123024503844
Position 2409: 0.0168676041670978
Position 570: 0.015496290986955884
Position 2413: 0.014362952038756918
Position 4280: 0.013993012283462418
Position 1324: 0.01266469592874874
Position 1611: 0.01233778746587928
Position 492: 0.012324121245558232
Position 269: 0.008856339804063017
Position 3926: 0.007872312925397673
Position 5344: 0.00665729500547958
Position 4258: 0.006336273384702676
Position 2918: 0.006220351965267569
Position 3219: 0.004920175928375545
Position 6741: 0.0047488803397967745
Position 141: 0.004351635715547046
Position 2697: 0.00412842937490857
Position 363: 0.003642559102655001
Position 2700: 0.003213256678343133
Position 2940: 0.00304569067982962
Position 303: 0.0030389125387701764
Position 6654: 0.0028141992949417367
Position 753: 0.002658354482149143
Position 1308: 0.0022222371154941847
Position 4270: 0.002055634113842393
Position 6711: 0.0020479223694044695
Position 1265: 0.00201070832026668
Position 156: 0.001944995916909422
Position 5004: 0.0018792878753975885
Position 308: 0.0018317003608966404
Position 2003: 0.0017919759062598338
Position 109: 0.0016056399169706165
Position 6868: 0.0015339342933095596
Position 2417: 0.0014651385156495185
Position 4013: 0.0014260480271798416
Position 4747: 0.0013699928147070514
Position 4870: 0.0012195114937856473
Position 7211: 0.0012066471367423257
Position 4618: 0.0011835566750863268
Position 483: 0.0011508676549140035
Position 7127: 0.0011415586685027627
Position 587: 0.0010651693519076685
Position 741: 0.0010633520662119745
Position 4788: 0.001058010897715072
Position 98: 0.0009644137621944649
Position 5242: 0.0009495286578781157
Position 57: 0.0009093641597572703
Position 667: 0.000898136507386315
Position 3933: 0.0008962873680560458
Position 5579: 0.0008883314378776439
Position 7: 0.0008350331485924821
Position 349: 0.0007919575544061814
Position 750: 0.0006765726341188122
Position 2891: 0.0006583593960728087
Position 1598: 0.0006571779650895602
Position 4707: 0.0006483820825797971
Position 339: 0.0005803693006863564
Position 6987: 0.0005231640487117636
Position 845: 0.0005085537231902431
Position 4207: 0.00047040311388807344
Position 3283: 0.0004698187509378066
Position 1437: 0.0004680159732136586
Position 383: 0.00044601451495270293
Position 430: 0.0004351794799850702
Position 1328: 0.00042474552835501314
Position 189: 0.00041399000381097675
Position 37: 0.00040091809920939645
Position 1225: 0.0003919782076183302
Position 1958: 0.00038960116935627515
Position 1037: 0.0002919305698375426
Position 151: 0.0002918046588468187
Position 888: 0.0002779449138029699
Position 3929: 0.00026204584414081907
Position 2692: 0.00020160219628879658
Position 7264: 0.00018626188368834354
Position 4298: 0.00016330465254015518
Position 7014: 0.00015223666515227374
Position 4568: 0.00014845963585004992
Position 4289: 0.00014701319803102895
Position 3602: 0.00014058664747447779
Position 1964: 0.00011938439854423258
Position 2380: 9.403684953250239e-05
Position 3571: 8.609364304592921e-05
Position 763: 7.075003008149593e-05
Position 129: 5.9739376549445716e-05
Position 12: 4.897914788025867e-05
Position 68: 4.311207553881151e-05
Position 4303: 3.694146933007883e-05
Position 4363: 3.450553271415053e-05
Position 4034: 3.0478944256409132e-05
Position 683: 1.5779025627626607e-05
Position 3941: 1.5587018070058015e-05
Position 1192: 1.4633322222253938e-05
Position 1290: 1.2417261501961827e-05
Position 2240: 1.1368080897313567e-05
Position 218: 1.1367532063897243e-05
Position 14: 1.071669203533996e-05
Position 3981: 9.39250726854017e-06
Position 861: 8.082858126824128e-06
Position 609: 7.78481874698146e-06
Position 254: 6.7567860717915856e-06
Position 3954: 5.604308293339487e-06
Position 533: 4.745155890671615e-06
Position 4232: 4.075255132496706e-06
Position 640: 3.549585847145408e-06
Position 2504: 3.477170151409252e-06
Position 51: 8.316102833210602e-07
Position 768: 6.918151422525944e-07
Position 1160: 5.758695245093692e-07
Position 2019: 5.039490678476458e-07
Position 342: 4.7641383183286737e-07
Position 649: 4.649621583190943e-07
Position 673: 4.581992544034815e-07
Position 2347: 4.1791160211864523e-07
Position 273: 2.6589043205581543e-07
Position 841: 2.566081148327182e-07
Position 239: 5.0138065370354124e-08
Position 638: 3.601477997878965e-08
Position 5931: 2.7104187169648718e-08
Position 434: 2.1805741189838867e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6530: 0.9915411067966867
Position 4134: 0.910546213967869
Position 5786: 0.6018379094650285
Position 4465: 0.5844387272171899
Position 1684: 0.5787139069601889
Position 3851: 0.5731800871721909
Position 3502: 0.48715507216625786
Position 2994: 0.4752500656913773
Position 3690: 0.3905165351104815
Position 4857: 0.36318867362993734
Position 936: 0.1525738282200743
Position 6765: 0.09063601338259157
Position 4352: 0.06532594040380191
Position 2214: 0.06138378287021676
Position 6751: 0.031474584311633365
Position 1244: 0.027022166153759138
Position 861: 0.02200925532567446
Position 4101: 0.019738362758265918
Position 1378: 0.01966309638590498
Position 4115: 0.018805776729486984
Position 2583: 0.018515304462541172
Position 5404: 0.018368612228176717
Position 4822: 0.017449595461963025
Position 5746: 0.01737383581400173
Position 3025: 0.01703480697244344
Position 5502: 0.014834049799486597
Position 2426: 0.014697917827272405
Position 4639: 0.01439645614571353
Position 5003: 0.014376677117229895
Position 2099: 0.0134167656330643
Position 7358: 0.01322346354185495
Position 2054: 0.012357899812271972
Position 4430: 0.012250086201568165
Position 3629: 0.01200027876833283
Position 3730: 0.011091792850000766
Position 3156: 0.009831602047639738
Position 3766: 0.009402014564132026
Position 3189: 0.00870859033223469
Position 555: 0.007712435995327394
Position 3524: 0.007062455240894373
Position 218: 0.006491340201466542
Position 6875: 0.006389820540605461
Position 7329: 0.006254987230735723
Position 1723: 0.005391409921273849
Position 424: 0.0053453209311994185
Position 406: 0.004584494169396857
Position 1349: 0.004106410062487172
Position 2534: 0.003877306010918306
Position 1552: 0.0038444981855121113
Position 4510: 0.002860673662330233
Position 6931: 0.0028451130329259773
Position 3087: 0.002724024196877348
Position 7292: 0.0027105061680400126
Position 3655: 0.002679971952812023
Position 3196: 0.0025813435011092507
Position 7258: 0.0023779736468022886
Position 643: 0.0022982107688166047
Position 3153: 0.0022692710485790364
Position 527: 0.0022484975975420284
Position 3746: 0.002171952990512597
Position 1956: 0.0019585130648089874
Position 976: 0.0018441689639007953
Position 1808: 0.0018345446361776048
Position 1794: 0.0017008560757975975
Position 7193: 0.0016285257124125194
Position 7526: 0.0015557609823381535
Position 3048: 0.0015117421773787661
Position 2663: 0.001468233832134747
Position 732: 0.0014171086104971774
Position 4148: 0.0012319149285263415
Position 3345: 0.001226518188006589
Position 965: 0.0011456919450694026
Position 2800: 0.0011365275826223063
Position 6709: 0.0011195860661120964
Position 1115: 0.001009403672049973
Position 531: 0.0009193469317900918
Position 1701: 0.0008796256379787345
Position 3348: 0.0008002294919256888
Position 6894: 0.0007164726847659059
Position 560: 0.0006632378922672638
Position 6724: 0.0006615114101407836
Position 6549: 0.0006242071772842789
Position 3701: 0.0005548901283007809
Position 2999: 0.000551949945814672
Position 3225: 0.0005401474331166208
Position 3808: 0.0004765371763327914
Position 7484: 0.00044588555677370833
Position 5213: 0.00038576695180083347
Position 359: 0.00034631743808003027
Position 3865: 0.0003385212147839004
Position 7097: 0.00028973219789432453
Position 6733: 0.0002679171229204672
Position 871: 0.0002625455670627969
Position 3713: 0.00024437439778131424
Position 6976: 0.00023152485160686563
Position 952: 0.00020305500407315831
Position 2855: 0.0001868544560809461
Position 1962: 0.00017846849375190849
Position 740: 0.0001490664397257632
Position 6772: 0.0001358272975145385
Position 1451: 0.0001141336899806381
Position 189: 0.00011362836056928267
Position 1101: 0.00010248429729446429
Position 1493: 9.801069203810546e-05
Position 3552: 9.755658074994115e-05
Position 3555: 8.207306480272024e-05
Position 2682: 7.300592427734335e-05
Position 2832: 6.897597231795945e-05
Position 4611: 6.886262918160186e-05
Position 4303: 6.286104226689964e-05
Position 4486: 6.13042612069982e-05
Position 2333: 5.0009142470959714e-05
Position 474: 4.6460304353727136e-05
Position 1257: 4.423356976543328e-05
Position 247: 3.777715614078007e-05
Position 3989: 3.7252206002872463e-05
Position 156: 2.8849598040560884e-05
Position 1017: 2.1806257438890417e-05
Position 492: 1.9891777549227617e-05
Position 988: 1.96267549326906e-05
Position 2023: 1.9252698226771097e-05
Position 278: 1.7445530989862732e-05
Position 4188: 1.5974043243347793e-05
Position 2078: 1.5153514070194396e-05
Position 161: 1.1369854793324359e-05
Position 3973: 1.1226678969192656e-05
Position 602: 2.7894578229123903e-06
Position 596: 2.4541176940341553e-06
Position 778: 2.1704465746223064e-06
Position 326: 1.0244248955334748e-06
Position 574: 8.88851102981012e-07
Position 1973: 8.088269740276673e-07
Position 369: 6.2246933022531e-07
Position 4142: 3.3589549656224883e-07
Position 104: 2.8277525760406525e-07
Position 4194: 2.1632262280715723e-07
Position 498: 8.298659313371103e-08
Position 141: 6.416105867461257e-08
Position 297: 6.787446533984349e-09
Position 226: 6.774104556035303e-09
Position 85: 2.3565548575394667e-09
Position 109: 1.8489057818420611e-09
Position 64: 8.714702519699761e-13
