Gene = Gr23a
index = 1196
Annotated 5SS: [1982 2198]
Annotated 3SS: [2038 2252]
SMsplice 5SS: [ 870 2198]
SMsplice 3SS: [2038 2252]
top_k =  500
Partition function (log Z): -5.422686249037118

Sorted 5' Splice Sites (High to Low Probability):
Position 870: 0.9388819788129671
Position 2198: 0.8898302919066003
Position 1982: 0.2311416451881555
Position 859: 0.03776674746417626
Position 1610: 0.031050946521059136
Position 1574: 0.02830454961825802
Position 1481: 0.019154493309815307
Position 1055: 0.01744057965283925
Position 1263: 0.009301794770405993
Position 2108: 0.006917294888751976
Position 2229: 0.00673070247118079
Position 408: 0.006710109598305219
Position 874: 0.0053894851701581275
Position 1493: 0.0042447276565390005
Position 1768: 0.003207435511952758
Position 1486: 0.0030983168199401703
Position 2202: 0.0024715189127280626
Position 2193: 0.002074893885649043
Position 1622: 0.0017603362421901665
Position 438: 0.0015489760062611473
Position 1265: 0.0015296290487036065
Position 341: 0.0014534829325948168
Position 28: 0.0012518776575693078
Position 1015: 0.0010855980267294534
Position 1438: 0.0010839205552390944
Position 1928: 0.0008569150996559861
Position 1727: 0.0006884509907830032
Position 387: 0.0006439397932672456
Position 1227: 0.0006215618379416416
Position 1524: 0.0005729317954855834
Position 173: 0.0005626136676661191
Position 2072: 0.0005493182982772624
Position 2003: 0.0004503292438541498
Position 485: 0.0004126404959012784
Position 39: 0.0003984788505450151
Position 656: 0.00024363143870225932
Position 1772: 0.00024282426233483294
Position 1466: 0.00023832968432364242
Position 1213: 0.00021002326547230274
Position 1240: 0.00019771367249942027
Position 1993: 0.00015300595406009338
Position 63: 0.00015083327432655356
Position 1451: 0.0001095187882052361
Position 1417: 9.739250364072119e-05
Position 454: 8.52802265256553e-05
Position 1601: 8.501059279413718e-05
Position 998: 7.945815515415447e-05
Position 725: 7.281566498166931e-05
Position 1210: 7.109952036086768e-05
Position 1337: 6.937975775295294e-05
Position 953: 6.90411176079836e-05
Position 777: 6.209447086002325e-05
Position 1094: 5.632960614338465e-05
Position 14: 4.463540372867593e-05
Position 51: 3.9321777241731186e-05
Position 218: 3.297836529171427e-05
Position 86: 2.8363450704254773e-05
Position 1219: 2.6799756704507013e-05
Position 392: 2.4468067236917657e-05
Position 400: 2.311426201225106e-05
Position 504: 2.180469065429325e-05
Position 608: 2.0871606723531622e-05
Position 992: 1.4162492799621777e-05
Position 222: 1.0880001288701885e-05
Position 1166: 1.011918687650221e-05
Position 2150: 9.755694686488381e-06
Position 192: 7.966644518413339e-06
Position 132: 7.378417039829152e-06
Position 317: 7.158279880537557e-06
Position 1139: 6.907750420688618e-06
Position 449: 6.035105517104745e-06
Position 447: 5.224801611529917e-06
Position 600: 4.766556001720101e-06
Position 940: 3.977124407242051e-06
Position 204: 2.6977950508535317e-06
Position 557: 2.093059548932286e-06
Position 560: 2.01143847299182e-06
Position 306: 1.6328816385289805e-06
Position 513: 1.6074213457439368e-06
Position 98: 1.0825728486643061e-06
Position 262: 7.731867002483636e-07
Position 264: 7.415285987584344e-07
Position 124: 4.0426213196066294e-07
Position 1252: 3.984163069363777e-07
Position 1355: 3.80806395924764e-07
Position 495: 3.0593680019295075e-07
Position 177: 2.966572966163699e-07
Position 1118: 2.8714194902759775e-07
