Gene = Asciz
index = 30
Annotated 5SS: [109 289 673]
Annotated 3SS: [198 348 985]
SMsplice 5SS: [289]
SMsplice 3SS: [348]
top_k =  500
Partition function (log Z): -6.543745470643416

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9219793556138436
Position 673: 0.3391132590482493
Position 436: 0.29059302120000796
Position 105: 0.16747037088572317
Position 109: 0.16572052005574212
Position 693: 0.15850412767392422
Position 101: 0.10360993713283163
Position 2366: 0.06905377861279566
Position 732: 0.06888290977641974
Position 120: 0.05837093803339711
Position 461: 0.020088619963393523
Position 491: 0.017969259615992682
Position 307: 0.014294492184148702
Position 311: 0.012059503834385959
Position 72: 0.008138715723010717
Position 1628: 0.004858453752670298
Position 1097: 0.0029179748208720256
Position 349: 0.0025874193750933415
Position 689: 0.0018764998204962235
Position 679: 0.001632071061649947
Position 505: 0.0015969967600958322
Position 677: 0.0015243468372954057
Position 113: 0.0004910050345889979
Position 728: 0.00037434750716302856
Position 267: 0.00036640766236432524
Position 396: 0.00032738967870003186
Position 345: 0.0003130140766695565
Position 27: 0.0002756204975846768
Position 675: 0.0002153534455154442
Position 167: 0.0001823234617983319
Position 522: 0.00013400309608849293
Position 520: 8.46317309233579e-05
Position 420: 7.671298912169302e-05
Position 1234: 7.274491065781953e-05
Position 212: 4.188159282156533e-05
Position 334: 2.540037164408299e-05
Position 683: 9.197294723023547e-06
Position 687: 3.6748391662181914e-06
Position 188: 3.521964941658205e-06
Position 883: 3.408187926518383e-06
Position 58: 3.1716476397559498e-06
Position 99: 2.853675759287816e-06
Position 359: 1.4925916924784894e-06
Position 356: 1.1752403787759691e-06
Position 400: 1.144787603279226e-06
Position 25: 1.0372478084120883e-06
Position 186: 7.428175220466137e-07
Position 697: 5.423676907567167e-07
Position 204: 4.799693097413625e-07
Position 840: 4.1203514597616745e-07
Position 665: 3.5499367385321964e-07
Position 222: 1.6496119771887712e-07
Position 555: 1.1976530326391074e-07
Position 1079: 2.051201566021207e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 348: 0.9259029835392616
Position 180: 0.4502885115580799
Position 552: 0.3155118352133875
Position 985: 0.18066025036102293
Position 803: 0.09888224535174643
Position 2429: 0.06870465785966022
Position 1710: 0.06487355969240476
Position 2308: 0.048408742233627886
Position 1691: 0.04801557259235073
Position 1161: 0.03820399644932779
Position 198: 0.037954876607114656
Position 571: 0.033500245784755876
Position 866: 0.02066416275570695
Position 788: 0.01945687421166246
Position 840: 0.018388109376389013
Position 2234: 0.013200583597002834
Position 1429: 0.012708754953900258
Position 2254: 0.005702887178089268
Position 1272: 0.005034947553819724
Position 1164: 0.004672696447077902
Position 1224: 0.004012738817798752
Position 1089: 0.003223192593891895
Position 1865: 0.002584436608543528
Position 1064: 0.002521222583183727
Position 407: 0.0017305335694124278
Position 202: 0.001482066404344369
Position 1018: 0.0012021571686713084
Position 613: 0.0011829079452401869
Position 2015: 0.0010245203564454087
Position 2328: 0.0008095093241203176
Position 580: 0.0008041573618910164
Position 1182: 0.000634410362608114
Position 1233: 0.000606802249696905
Position 1742: 0.0006010853178998112
Position 470: 0.00048634687238518256
Position 310: 0.0003656046119513941
Position 2440: 0.000349120753135446
Position 1563: 0.00033863250283884387
Position 255: 0.0003322636068623862
Position 391: 0.0002455873429903372
Position 450: 0.00022122587547201552
Position 1282: 0.00021465064864331765
Position 1980: 8.060670377242508e-05
Position 505: 3.69597892314441e-05
Position 119: 1.7941325989645715e-05
Position 87: 4.661795867708693e-06
Position 96: 3.83726877570939e-06
Position 134: 1.2533657449584713e-06
Position 589: 7.45864196531731e-07
Position 141: 4.78323014376306e-07
Position 144: 3.874141878745676e-07
Position 319: 2.0799386871890307e-07
Position 70: 1.7064155694353756e-07
Position 146: 5.321869141517964e-09
Position 72: 7.339057863710892e-10
Position 420: 7.818702776756338e-13
