Gene = RnrL
index = 1431
Annotated 5SS: [117 257 667]
Annotated 3SS: [167 488 724]
SMsplice 5SS: [117 257 667]
SMsplice 3SS: [167 488 724]
top_k =  500
Partition function (log Z): 4.983183323347114

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9977374901748155
Position 117: 0.9850570435969235
Position 257: 0.867042807391044
Position 423: 0.18075740572688592
Position 2119: 0.07498259662749789
Position 313: 0.06543420629125137
Position 1818: 0.044143083721122876
Position 430: 0.0076317710200475095
Position 97: 0.007044156102602653
Position 1251: 0.004921143235144549
Position 1475: 0.003426155381523116
Position 394: 0.003208642143503965
Position 805: 0.002559398970482065
Position 282: 0.0018345148499331859
Position 1724: 0.0017281201062457165
Position 2534: 0.0015674802925182538
Position 261: 0.0015359423059513229
Position 297: 0.0010536449994059541
Position 317: 0.0010090565324982368
Position 1843: 0.0009589689863045406
Position 1855: 0.0009268495827598318
Position 1801: 0.0008369025417441806
Position 1797: 0.000799328389391045
Position 1696: 0.000713386269940917
Position 784: 0.0006874615183456593
Position 383: 0.0006294703285145672
Position 1192: 0.0006260126976037563
Position 2158: 0.0006160025703190896
Position 808: 0.0006158591399892812
Position 1588: 0.0005971935538649313
Position 1053: 0.0005946939053216878
Position 1548: 0.0005603575302372409
Position 854: 0.00047154275053339024
Position 368: 0.00042023177641761225
Position 1137: 0.00039271543509712193
Position 2552: 0.0002910121978384284
Position 344: 0.00017851365702866505
Position 104: 0.00017652806381270527
Position 1710: 0.00016614206975485414
Position 121: 0.00013353166339595947
Position 2797: 0.00012276648453173536
Position 1949: 0.00011296388581221574
Position 2464: 9.926145986541097e-05
Position 400: 6.42105621329569e-05
Position 751: 6.16733843164013e-05
Position 274: 4.78438359885629e-05
Position 185: 4.4239882407376065e-05
Position 248: 3.248032593794634e-05
Position 79: 2.795117608954663e-05
Position 1630: 2.6895391341767923e-05
Position 46: 2.4744140572409858e-05
Position 671: 2.4518826171632095e-05
Position 775: 1.8690159690997004e-05
Position 1735: 1.7409559578783056e-05
Position 1608: 1.6011108016316872e-05
Position 265: 1.3118865766540638e-05
Position 1167: 1.0732054597858678e-05
Position 336: 9.126351355009715e-06
Position 1149: 8.310938195666799e-06
Position 67: 3.7542890895806097e-06
Position 326: 1.9373416935030067e-06
Position 517: 1.7957169136394115e-06
Position 16: 1.643253412090177e-06
Position 1605: 1.6142304713105066e-06
Position 1647: 1.1497594183614935e-06
Position 1992: 1.1251416727218167e-06
Position 792: 9.111341962248559e-07
Position 699: 8.984203612852412e-07
Position 59: 8.60675776762902e-07
Position 837: 8.559624718224352e-07
Position 453: 6.031397385594387e-07
Position 958: 3.439974161503676e-07
Position 896: 2.569053542824102e-07
Position 489: 1.5572118682102558e-07
Position 629: 1.3664110118482376e-07
Position 741: 1.3041316932019952e-07
Position 2148: 6.211113564680291e-08
Position 997: 5.1456480198452754e-08
Position 464: 4.043089859631043e-08
Position 521: 1.761939163443559e-08
Position 1255: 1.541298536701435e-08
Position 146: 1.4252047496527548e-08
Position 507: 1.0859628670664203e-08
Position 627: 8.008757323427032e-09
Position 466: 6.932872559390287e-09
Position 531: 6.573544186958258e-09
Position 1089: 5.672951234249692e-09
Position 1086: 4.280724358330031e-09
Position 1080: 3.855679713938949e-09
Position 682: 3.713365831018599e-09
Position 1524: 1.0710044393204127e-09
Position 727: 3.868082219651948e-11
Position 691: 3.216690920054245e-11
Position 134: 6.7682003108101225e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.992715450835291
Position 167: 0.9914961931942878
Position 724: 0.9422201649864944
Position 364: 0.13345919768933584
Position 2343: 0.08987940220612843
Position 1906: 0.04164925306418614
Position 885: 0.01189826142040875
Position 2028: 0.009223369348814023
Position 2184: 0.00855189941818508
Position 1875: 0.005391710654114826
Position 762: 0.004973655500248445
Position 1111: 0.004383760985339205
Position 313: 0.0043786959160204975
Position 914: 0.0043081179558691635
Position 1738: 0.0036164837001534953
Position 2626: 0.0024428940163976564
Position 1956: 0.0017303130285999267
Position 759: 0.001677393043109379
Position 2426: 0.0016107747914318844
Position 2463: 0.000934769659342257
Position 1302: 0.0008874707247821179
Position 1908: 0.0008820560048511201
Position 1676: 0.0008267734380447367
Position 2260: 0.000785357905073716
Position 2025: 0.0007616717081357596
Position 2664: 0.0007001271724032764
Position 507: 0.0004519464867417147
Position 2685: 0.0003769414075329847
Position 1928: 0.00037068718279413836
Position 317: 0.00031865567599305574
Position 542: 0.00022389632830654063
Position 1080: 0.00020766497131524938
Position 1149: 0.0001981934747616837
Position 813: 0.00012970571054943985
Position 174: 0.00012398369399894792
Position 2858: 0.0001227664845317354
Position 931: 0.00011898973375180656
Position 1662: 0.00010562649505818898
Position 1137: 8.822174193848235e-05
Position 281: 7.099782523359997e-05
Position 2000: 6.650321574403778e-05
Position 735: 6.0146797644835934e-05
Position 178: 5.5907100525822785e-05
Position 1503: 5.299443621360173e-05
Position 816: 4.510360780864122e-05
Position 440: 3.7254881778340435e-05
Position 1023: 3.123962081661036e-05
Position 1306: 3.023294339684566e-05
Position 924: 2.626568653310435e-05
Position 627: 2.4360555128458014e-05
Position 2005: 2.4192289670616793e-05
Position 296: 2.134596436472173e-05
Position 1212: 1.97867872905533e-05
Position 1913: 1.671316957759005e-05
Position 775: 1.4327892685680832e-05
Position 564: 1.3038618237416215e-05
Position 210: 7.897886232557076e-06
Position 407: 5.681145966798903e-06
Position 220: 4.754037005745146e-06
Position 2066: 4.736216773950552e-06
Position 437: 4.375322702217476e-06
Position 430: 2.2847031298436598e-06
Position 561: 1.8052572006311269e-06
Position 545: 1.1592289521495194e-06
Position 181: 1.1176200534728916e-06
Position 217: 6.913624227477345e-07
Position 1545: 4.607074603375378e-07
Position 112: 2.864220700117713e-07
Position 573: 2.0618528586181107e-07
Position 453: 1.2513262641755255e-07
Position 59: 8.595864582216414e-08
Position 261: 4.3118414542655604e-08
Position 97: 4.06721835667263e-08
Position 644: 2.986871379537281e-08
Position 184: 2.0869924763375576e-08
Position 656: 1.9334024712984422e-08
Position 653: 4.073999234577376e-09
Position 79: 3.0512157109818765e-09
Position 73: 1.9367869612733114e-10
Position 64: 2.6822458139492984e-11
Position 116: 1.2589951004328472e-11
Position 114: 7.437873506211363e-12
